date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-10-16,1710383,1664185,30602,11150080,28188517,1158,328,8,17671,32712,39338597,50383,0.022983942996645693,15596,5040090.0
2021-10-17,1711179,1664597,30613,11160339,28212963,796,412,11,10259,24446,39373302,34705,0.02293617634346636,15969,5034749.0
2021-10-18,1713717,1665764,30625,11187583,28268643,2538,1167,12,27244,55680,39456226,82924,0.0306063383338961,17328,5028463.0
2021-10-19,1716966,1666685,30635,11221388,28306938,3249,921,10,33805,38295,39528326,72100,0.045062413314840497,19646,5023172.0
2021-10-20,1720244,1667724,30642,11255829,28354493,3278,1039,7,34441,47555,39610322,81996,0.03997755988096981,21878,5025662.0
2021-10-21,1723888,1668711,30652,11297691,28414830,3644,987,10,41862,60337,39712521,102199,0.035655926183230754,24525,5030582.0
2021-10-22,1728127,1669681,30666,11343080,28508081,4239,970,14,45389,93251,39851161,138640,0.030575591459896134,27780,5043308.0
2021-10-23,1730883,1670157,30679,11373156,28543396,2756,476,13,30076,35315,39916552,65391,0.04214647275618969,30047,5041430.0
2021-10-24,1732722,1670692,30700,11390310,28571519,1839,535,21,17154,28123,39961829,45277,0.04061664862954701,31330,5039483.0
2021-10-25,1737009,1672308,30720,11430738,28635947,4287,1616,20,40428,64428,40066685,104856,0.040884641794460976,33981,5055999.0
2021-10-26,1743300,1673682,30736,11492405,28689282,6291,1374,16,61667,53335,40181687,115002,0.054703396462670216,38882,5071952.0
2021-10-27,1749165,1675234,30757,11556661,28768050,5865,1552,21,64256,78768,40324711,143024,0.04100710370287504,43174,5090990.0
2021-10-28,1753522,1676788,30783,11598896,28799970,4357,1554,26,42235,31920,40398866,74155,0.05875530982401726,45951,5081899.0
2021-10-29,1759279,1678591,30809,11643848,28886954,5757,1803,26,44952,86984,40530802,131936,0.04363479262672811,49879,5099711.0
2021-10-30,1764337,1679414,30833,11681898,28919114,5058,823,24,38050,32160,40601012,70210,0.07204101979774961,54090,5101443.0
2021-10-31,1767129,1680377,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,55888,5103606.0
2021-11-01,1774744,1683804,30895,11770799,29006359,7615,3427,31,64232,49185,40777158,113417,0.0671416101642611,60045,5127965.0
2021-11-02,1784684,1687010,30931,11830912,29040045,9940,3206,36,60113,33686,40870957,93799,0.10597127901150333,66743,5152385.0
2021-11-03,1794167,1690530,30976,11873756,29078149,9483,3520,45,42844,38104,40951905,80948,0.11714928101991402,72661,5180569.0
2021-11-04,1802659,1694142,31021,11917447,29120505,8492,3612,45,43691,42356,41037952,86047,0.09869025067695562,77496,5210538.0
2021-11-05,1811914,1698286,31078,11967844,29186327,9255,4144,57,50397,65822,41154171,116219,0.07963413899620544,82550,5244052.0
2021-11-06,1817658,1700349,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,86179,5250873.0
2021-11-07,1820669,1702654,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86846,5255275.0
2021-11-08,1829957,1709194,31217,12071098,29303586,9288,6540,48,49853,55616,41374684,105469,0.08806379125619851,89546,5281383.0
2021-11-09,1844540,1714680,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,98580,5308336.0
2021-11-10,1858107,1720856,31355,12204540,29384766,13567,6176,75,64151,41846,41589306,105997,0.1279941885147693,105896,5335403.0
2021-11-11,1868558,1723859,31426,12268756,29434149,10451,3003,71,64216,49383,41702905,113599,0.0919990492874057,113273,5363930.0
2021-11-12,1882817,1731133,31494,12341884,29500808,14259,7274,68,73128,66659,41842692,139787,0.1020051936160015,120190,5397136.0
2021-11-13,1891997,1734792,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125637,5403077.0
2021-11-14,1897693,1738478,31630,12416275,29559633,5696,3686,62,28372,24236,41975908,52608,0.10827250608272507,127585,5407031.0
2021-11-15,1909255,1748636,31723,12483147,29619810,11562,10158,93,66872,60177,42102957,127049,0.09100425819959228,128896,5433126.0
2021-11-16,1931790,1757407,31792,12578788,29671332,22535,8771,69,95641,51522,42250120,147163,0.1531295230458743,142591,5458562.0
2021-11-17,1945975,1765983,31874,12640681,29695281,14185,8576,82,61893,23949,42335962,85842,0.16524545094475898,148118,5450929.0
2021-11-18,1959487,1774172,31994,12705044,29747519,13512,8189,120,64363,52238,42452563,116601,0.11588236807574549,153321,5462378.0
2021-11-19,1982457,1783349,32107,12796709,29813877,22970,9177,113,91665,66358,42610586,158023,0.14535858704112692,167001,5478094.0
2021-11-20,1996871,1786999,32203,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,177669,5476523.0
2021-11-21,2005147,1790737,32316,12898652,29873218,8276,3738,113,36115,25987,42771870,62102,0.1332646291584812,182094,5473134.0
2021-11-22,2019661,1806657,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180577,5476385.0
2021-11-23,2045572,1819819,32542,13081588,29951131,25911,13162,115,104776,30004,43032719,134780,0.19224662412820892,193211,5482931.0
2021-11-24,2063616,1832436,32635,13183063,29978872,18044,12617,93,101475,27741,43161935,129216,0.1396421495789995,198545,5490612.0
2021-11-25,2091553,1844982,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213822,5493377.0
