date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-11-26,2111931,1858092,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220973,5502601.0
2021-11-27,2124459,1863847,32961,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,227651,5498061.0
2021-11-28,2133764,1869668,33081,13508423,30062042,9305,5821,120,49893,10275,43570465,60168,0.15465031245844968,231015,5493578.0
2021-11-29,2151377,1891932,33189,13595577,30110207,17613,22264,108,87154,48165,43705784,135319,0.13015910552102808,226256,5499642.0
2021-11-30,2173397,1911068,33309,13709676,30138074,22020,19136,120,114099,27867,43847750,141966,0.15510756096530154,229020,5514463.0
2021-12-01,2194548,1919488,33449,13810312,30163498,21151,8420,140,100636,25424,43973810,126060,0.16778518165952722,241611,5538527.0
2021-12-02,2213166,1939873,33573,13911565,30194247,18618,20385,124,101253,30749,44105812,132002,0.14104331752549204,239720,5566506.0
2021-12-03,2230849,1960340,33692,14011478,30219324,17683,20467,119,99913,25077,44230802,124990,0.14147531802544203,236817,5603531.0
2021-12-04,2241831,1969466,33801,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238564,5614415.0
2021-12-05,2248164,1977914,33911,14122629,30235396,6333,8448,110,39278,8700,44358025,47978,0.13199799908291301,236339,5619763.0
2021-12-06,2263734,2004850,34034,14209891,30275552,15570,26936,123,87262,40156,44485443,127418,0.12219623601061075,224850,5644676.0
2021-12-07,2283262,2029724,34143,14314115,30299206,19528,24874,109,104224,23654,44613321,127878,0.15270804986002284,219395,5681921.0
2021-12-08,2299463,2050503,34255,14402912,30323373,16201,20779,112,88797,24167,44726285,112964,0.14341737190609397,214705,5707528.0
2021-12-09,2313726,2069975,34368,14490515,30352156,14263,19472,113,87603,28783,44842671,116386,0.12254910384410496,209383,5732896.0
2021-12-10,2326125,2089039,34488,14577733,30375266,12399,19064,120,87218,23110,44952999,110328,0.11238307591907766,202598,5760267.0
2021-12-11,2335209,2097334,34588,14640412,30382370,9084,8295,100,62679,7104,45022782,69783,0.13017497098147113,203287,5770153.0
2021-12-12,2339334,2104985,34711,14668794,30390678,4125,7651,123,28382,8308,45059472,36690,0.11242845461978741,199638,5771527.0
2021-12-13,2351237,2132000,34825,14751747,30427554,11903,27015,114,82953,36876,45179301,119829,0.09933321650017943,184412,5772624.0
2021-12-14,2367941,2152683,34938,14848526,30450752,16704,20683,113,96779,23198,45299278,119977,0.13922668511464698,180320,5788412.0
2021-12-15,2379558,2171427,35061,14924010,30474321,11617,18744,123,75484,23569,45398331,99053,0.11728064773404137,173070,5798708.0
2021-12-16,2389055,2188538,35157,15002497,30504149,9497,17111,96,78487,29828,45506646,108315,0.08767945344596778,165360,5807034.0
2021-12-17,2398017,2204960,35245,15079421,30528746,8962,16422,88,76924,24597,45608167,101521,0.08827730223303552,157812,5819268.0
2021-12-18,2404001,2212070,35347,15129202,30538930,5984,7110,102,49781,10184,45668132,59965,0.0997915450679563,156584,5819948.0
2021-12-19,2407742,2218471,35415,15158926,30549023,3741,6401,68,29724,10093,45707949,39817,0.09395484340859432,153856,5815736.0
2021-12-20,2416341,2240799,35494,15232318,30582325,8599,22328,79,73392,33302,45814643,106694,0.08059497253828707,140048,5815975.0
2021-12-21,2428181,2257292,35575,15314878,30604231,11840,16493,81,82560,21906,45919109,104466,0.11333831102942585,135314,5813914.0
2021-12-22,2435873,2272043,35659,15393634,30624373,7692,14751,84,78756,20142,46018007,98898,0.07777710368258206,128171,5798020.0
2021-12-23,2443232,2284506,35717,15483000,30640638,7359,12463,58,89366,16265,46123638,105631,0.06966704849902017,123009,5740524.0
2021-12-24,2445277,2296743,35795,15503766,30645164,2045,12237,78,20766,4526,46148930,25292,0.08085560651589435,112739,5654778.0
2021-12-25,2446366,2302168,35862,15517382,30650575,1089,5425,67,13616,5411,46167957,19027,0.05723445629894361,108336,5476200.0
2021-12-26,2448380,2307127,35946,15538443,30660363,2014,4959,84,21061,9788,46198806,30849,0.0652857467016759,105307,5450637.0
2021-12-27,2455238,2325448,35997,15594285,30684593,6858,18321,51,55842,24230,46278878,80072,0.08564791687481267,93793,5565710.0
2021-12-28,2464316,2338486,36069,15653714,30702185,9078,13038,72,59429,17592,46355899,77021,0.11786395917996391,89761,5542868.0
2021-12-29,2470469,2349080,36143,15697764,30719686,6153,10594,74,44050,17501,46417450,61551,0.09996588195155237,85246,5512236.0
2021-12-30,2476223,2357881,36201,15737337,30736198,5754,8801,58,39573,16512,46473535,56085,0.10259427654453063,82141,5470566.0
2021-12-31,2481218,2366609,36256,15772843,30744568,4995,8728,55,35506,8370,46517411,43876,0.11384355912115963,78353,5390841.0
2022-01-01,2482306,2370981,36300,15781546,30748737,1088,4372,44,8703,4169,46530283,12872,0.08452454940957116,75025,5357267.0
2022-01-02,2484231,2374890,36350,15801135,30760223,1925,3909,50,19589,11486,46561358,31075,0.061946902654867256,72991,5348199.0
2022-01-03,2493571,2387774,36411,15874577,30799940,9340,12884,61,73442,39717,46674517,113159,0.08253872869148719,69386,5384519.0
2022-01-04,2503745,2396284,36470,15946102,30824977,10174,8510,59,71525,25037,46771079,96562,0.1053623578633417,70991,5434280.0
2022-01-05,2511126,2403905,36509,15999683,30846787,7381,7621,39,53581,21810,46846470,75391,0.09790293271080103,70712,5438105.0
2022-01-06,2517762,2409016,36565,16056946,30869677,6636,5111,56,57263,22890,46926623,80153,0.08279166094843611,72181,5456949.0
2022-01-07,2524428,2410026,36610,16125270,30885998,6666,1010,45,68324,16321,47011268,84645,0.07875243664717349,77792,5482407.0
2022-01-08,2528387,2411694,36652,16165640,30893244,3959,1668,42,40370,7246,47058884,47616,0.08314432123655914,80041,5483295.0
2022-01-09,2531149,2414974,36674,16189498,30901534,2762,3280,22,23858,8290,47091032,32148,0.08591514246609432,79501,5477525.0
2022-01-10,2538491,2425052,36716,16261150,30935908,7342,10078,42,71652,34374,47197058,106026,0.06924716578952332,76723,5477461.0
2022-01-11,2550862,2425344,36752,16339184,30957250,12371,292,36,78034,21342,47296434,99376,0.1244867976171309,88766,5483442.0
2022-01-12,2562312,2425565,36790,16404540,30976325,11450,221,38,65356,19075,47380865,84431,0.13561369639113596,99957,5485741.0
2022-01-13,2573996,2425760,36816,16474606,30997285,11684,195,26,70066,20960,47471891,91026,0.12835893041548568,111420,5491101.0
2022-01-14,2587147,2425940,36828,16550801,31013728,13151,180,12,76195,16443,47564529,92638,0.14196118223623136,124379,5492250.0
