date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-14,1706768,1663342,30584,11104630,28068590,1539,740,6,29198,55799,39173220,84997,0.01810652140663788,12842
2021-10-15,1708550,1664171,30594,11136671,28155785,1782,829,10,32041,87195,39292456,119236,0.014945150793384548,13785
2021-10-16,1709708,1664499,30602,11154342,28188497,1158,328,8,17671,32712,39342839,50383,0.022983942996645693,14607
2021-10-17,1710503,1664911,30613,11164601,28212943,795,412,11,10259,24446,39377544,34705,0.022907362051577583,14979
2021-10-18,1713036,1666078,30625,11191845,28268623,2533,1167,12,27244,55680,39460468,82924,0.030546042159085428,16333
2021-10-19,1716286,1666999,30635,11225650,28306918,3250,921,10,33805,38295,39532568,72100,0.04507628294036061,18652
2021-10-20,1719565,1668038,30642,11260091,28354473,3279,1039,7,34441,47555,39614564,81996,0.03998975559783404,20885
2021-10-21,1723209,1669025,30652,11301953,28414810,3644,987,10,41862,60337,39716763,102199,0.035655926183230754,23532
2021-10-22,1727448,1669995,30666,11347343,28508061,4239,970,14,45390,93251,39855404,138641,0.030575370922021623,26787
2021-10-23,1730204,1670471,30679,11377419,28543376,2756,476,13,30076,35315,39920795,65391,0.04214647275618969,29054
2021-10-24,1732042,1671006,30699,11394573,28571499,1838,535,20,17154,28123,39966072,45277,0.04059456236058043,30337
2021-10-25,1736326,1672623,30719,11435005,28635927,4284,1617,20,40432,64428,40070932,104860,0.04085447263017356,32984
2021-10-26,1742614,1673997,30735,11496675,28689262,6288,1374,16,61670,53335,40185937,115005,0.05467588365723229,37882
2021-10-27,1748476,1675549,30757,11560933,28768030,5862,1552,22,64258,78768,40328963,143026,0.04098555507390265,42170
2021-10-28,1752832,1677104,30783,11603436,28799950,4356,1555,26,42503,31920,40403386,74423,0.058530293054566467,44945
2021-10-29,1758585,1678907,30809,11648389,28886934,5753,1803,26,44953,86984,40535323,131937,0.04360414440225259,48869
2021-10-30,1763643,1679730,30832,11686440,28919094,5058,823,23,38051,32160,40605534,70211,0.07203999373317571,53081
2021-10-31,1766414,1680692,30863,11711110,28957154,2771,962,31,24670,38060,40668264,62730,0.04417344173441735,54859
2021-11-01,1774024,1684116,30894,11775344,29006339,7610,3424,31,64234,49185,40781683,113419,0.06709634188275333,59014
2021-11-02,1783950,1687322,30929,11835457,29040025,9926,3206,35,60113,33686,40875482,93799,0.10582202368895191,65699
2021-11-03,1793423,1690837,30974,11878300,29078104,9473,3515,45,42843,38079,40956404,80922,0.1170633449494575,71612
2021-11-04,1801891,1694451,31019,11921990,29119995,8468,3614,45,43690,41891,41041985,85581,0.09894719622346082,76421
2021-11-05,1811137,1698590,31076,11972384,29185770,9246,4139,57,50394,65775,41158154,116169,0.07959094078454665,81471
2021-11-06,1816877,1700650,31126,12007493,29222508,5740,2060,50,35109,36738,41230001,71847,0.07989199270672401,85101
2021-11-07,1819886,1702952,31165,12025784,29247379,3009,2302,39,18291,24871,41273163,43162,0.06971410036606274,85769
2021-11-08,1829168,1709487,31213,12075636,29302462,9282,6535,48,49852,55083,41378098,104935,0.08845475770715204,88468
2021-11-09,1843738,1714957,31275,12144827,29341668,14570,5470,62,69191,39206,41486495,108397,0.13441331402160575,97506
2021-11-10,1857277,1721125,31350,12208973,29383076,13539,6168,75,64146,41408,41592049,105554,0.1282661007635902,104802
2021-11-11,1867707,1724258,31421,12273168,29432056,10430,3133,71,64195,48980,41705224,113175,0.09215816213828142,112028
2021-11-12,1881948,1731707,31489,12346249,29498267,14241,7449,68,73081,66211,41844516,139292,0.10223846308474284,118752
2021-11-13,1891127,1735413,31562,12392242,29532786,9179,3706,73,45993,34519,41925028,80512,0.11400784976152623,124152
2021-11-14,1896800,1739117,31624,12420601,29556956,5673,3704,62,28359,24170,41977557,52529,0.10799748710236251,126059
2021-11-15,1908341,1749409,31716,12487463,29616457,11541,10292,92,66862,59501,42103920,126363,0.09133211462215997,127216
2021-11-16,1930854,1758347,31785,12582920,29667042,22513,8938,69,95457,50585,42249962,146042,0.15415428438394435,140722
2021-11-17,1945002,1766927,31867,12644690,29690651,14148,8580,82,61770,23609,42335341,85379,0.16570819522364985,146208
2021-11-18,1958413,1775228,31987,12708957,29741472,13411,8301,120,64267,50821,42450429,115088,0.11652822188238565,151198
2021-11-19,1981374,1784512,32097,12800471,29807123,22961,9284,110,91514,65651,42607594,157165,0.14609486845035471,164765
2021-11-20,1995784,1788202,32190,12866157,29840372,14410,3690,93,65686,33249,42706529,98935,0.14565118512154446,175392
2021-11-21,2004041,1791931,32300,12902249,29866285,8257,3729,110,36092,25913,42768534,62005,0.13316668010644303,179810
2021-11-22,2018540,1807922,32409,12980376,29912768,14499,15991,109,78127,46483,42893144,124610,0.11635502768638151,178209
2021-11-23,2044430,1821107,32522,13085036,29941483,25890,13185,113,104660,28715,43026519,133375,0.19411433926897845,190801
2021-11-24,2062461,1833735,32615,13186468,29968460,18031,12628,93,101432,26977,43154928,128409,0.14041850649097803,196111
2021-11-25,2090385,1846303,32720,13287419,30002830,27924,12568,105,100951,34370,43290249,135321,0.2063537810095994,211362
2021-11-26,2110743,1859542,32834,13387292,30031423,20358,13239,114,99873,28593,43418715,128466,0.15846994535519127,218367
2021-11-27,2123266,1865279,32925,13461625,30039169,12523,5737,91,74333,7746,43500794,82079,0.15257252159504867,225062
2021-11-28,2132566,1865435,33041,13511444,30049267,9300,156,116,49819,10098,43560711,59917,0.15521471368726739,234090
2021-11-29,2150176,1866042,33143,13598457,30093951,17610,607,102,87013,44684,43692408,131697,0.13371602997790383,250991
2021-11-30,2172163,1866617,33250,13710307,30120201,21987,575,107,111850,26250,43830508,138100,0.159210716871832,272296
2021-12-01,2193289,1866997,33317,13800895,30141518,21126,380,67,90588,21317,43942413,111905,0.18878513024440374,292975
