date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-10-30,1765243,1678831,30833,11681898,28919114,5059,822,24,38050,32160,40601012,70210,0.07205526278307933,55579,5103954.0,0.47692584138129585
2021-10-31,1768035,1679794,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,57377,5106115.0,0.47712777046279325
2021-11-01,1775652,1683220,30895,11770799,29006359,7617,3426,31,64232,49185,40777158,113417,0.06715924420501336,61537,5130469.0,0.47940346729332894
2021-11-02,1785593,1686426,30931,11830912,29040045,9941,3206,36,60113,33686,40870957,93799,0.10598194010597128,68236,5154886.0,0.4816850509966709
2021-11-03,1795076,1689945,30976,11873756,29078149,9483,3519,45,42844,38104,40951905,80948,0.11714928101991402,74155,5183066.0,0.4843182585471553
2021-11-04,1803570,1693557,31021,11917447,29120505,8494,3612,45,43691,42356,41037952,86047,0.0987134937882785,78992,5213036.0,0.48711872803927797
2021-11-05,1812826,1697700,31078,11967844,29186327,9256,4143,57,50397,65822,41154171,116219,0.07964274344126175,84048,5246556.0,0.4902509181419123
2021-11-06,1818570,1699763,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,87677,5253380.0,0.4908885692534987
2021-11-07,1821582,1702066,31169,12021245,29247970,3012,2303,39,18291,24899,41269215,43190,0.0697383653623524,88347,5257780.0,0.4912997159256822
2021-11-08,1830869,1708606,31217,12071098,29303586,9287,6540,48,49853,55616,41374684,105469,0.08805430979719159,91046,5283889.0,0.49373940421296386
2021-11-09,1845452,1714092,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,100080,5310843.0,0.49625805134978984
2021-11-10,1859021,1720267,31355,12204540,29384766,13569,6175,75,64151,41846,41589306,105997,0.12801305697331056,107399,5337910.0,0.4987872574806969
2021-11-11,1869474,1723269,31426,12268756,29434149,10453,3002,71,64216,49383,41702905,113599,0.09201665507618906,114779,5366439.0,0.5014530764376794
2021-11-12,1883734,1730542,31494,12341884,29500808,14260,7273,68,73128,66659,41842692,139787,0.10201234735705036,121698,5399645.0,0.504555925618708
2021-11-13,1892916,1734201,31568,12387903,29535397,9182,3659,74,46019,34589,41923300,80608,0.11390928940055578,127147,5405581.0,0.5051105998564538
2021-11-14,1898614,1737887,31630,12416275,29559633,5698,3686,62,28372,24236,41975908,52608,0.10831052311435523,129097,5409535.0,0.5054800712068659
2021-11-15,1910176,1748046,31723,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,130407,5435629.0,0.5079183578577651
2021-11-16,1932713,1756817,31793,12578788,29671332,22537,8771,70,95641,51522,42250120,147163,0.15314311341845438,144103,5461066.0,0.5102952528351132
2021-11-17,1946905,1765393,31875,12640681,29695281,14192,8576,82,61893,23949,42335962,85842,0.16532699610913074,149637,5453429.0,0.5095816330315984
2021-11-18,1960421,1773582,31995,12705044,29747519,13516,8189,120,64363,52238,42452563,116601,0.1159166730988585,154844,5464875.0,0.5106511750338285
2021-11-19,1983393,1782760,32108,12796709,29813877,22972,9178,113,91665,66358,42610586,158023,0.1453712434265898,168525,5480594.0,0.5121199965202041
2021-11-20,1997807,1786410,32204,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,179193,5479013.0,0.5119722640454945
