date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-02,1784311,1687242,30931,11830912,29040045,9939,3207,36,60113,33686,40870957,93799,0.10596061791703536,66138
2021-11-03,1793791,1690763,30976,11873756,29078149,9480,3521,45,42844,38104,40951905,80948,0.11711222019073973,72052
2021-11-04,1802272,1694376,31021,11917447,29120505,8481,3613,45,43691,42356,41037952,86047,0.09856241356467976,76875
2021-11-05,1811524,1698520,31078,11967844,29186327,9252,4144,57,50397,65822,41154171,116219,0.0796083256610365,81926
2021-11-06,1817268,1700584,31130,12002954,29223071,5744,2064,52,35110,36744,41226025,71854,0.07993987808611908,85554
2021-11-07,1820279,1702889,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86221
2021-11-08,1829564,1709428,31217,12071098,29303586,9285,6539,48,49853,55616,41374684,105469,0.08803534687917777,88919
2021-11-09,1844139,1714910,31280,12140389,29342920,14575,5482,63,69291,39334,41483309,108625,0.1341772151898734,97949
2021-11-10,1857696,1721088,31355,12204540,29384766,13557,6178,75,64151,41846,41589306,105997,0.12789984622206288,105253
2021-11-11,1868141,1724091,31426,12268756,29434149,10445,3003,71,64216,49383,41702905,113599,0.09194623192105564,112624
2021-11-12,1882394,1731361,31494,12341884,29500808,14253,7270,68,73128,66659,41842692,139787,0.1019622711697082,119539
2021-11-13,1891573,1735020,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,124985
2021-11-14,1897262,1738705,31630,12416275,29559633,5689,3685,62,28372,24236,41975908,52608,0.10813944647201947,126927
2021-11-15,1908822,1748859,31723,12483147,29619810,11560,10154,93,66872,60177,42102957,127049,0.09098851624176499,128240
2021-11-16,1931355,1757619,31792,12578788,29671332,22533,8760,69,95641,51522,42250120,147163,0.15311593267329424,141944
2021-11-17,1945529,1766193,31874,12640681,29695281,14174,8574,82,61893,23949,42335962,85842,0.16511730854360337,147462
2021-11-18,1959022,1774373,31994,12705044,29747519,13493,8180,120,64363,52238,42452563,116601,0.1157194192159587,152655
2021-11-19,1981990,1783548,32107,12796709,29813877,22968,9175,113,91665,66358,42610586,158023,0.14534593065566404,166335
2021-11-20,1996405,1787196,32203,12862537,29847231,14415,3648,96,65828,33354,42709768,99182,0.14533887197273698,177006
2021-11-21,2004673,1790932,32315,12898652,29873218,8268,3736,112,36115,25987,42771870,62102,0.13313580883063347,181426
2021-11-22,2019182,1806845,32426,12976810,29921126,14509,15913,111,78158,47908,42897936,126066,0.11509050814652642,179911
2021-11-23,2045090,1819985,32542,13081586,29951128,25908,13140,116,104776,30002,43032714,134778,0.19222721809197346,192563
2021-11-24,2063134,1832583,32635,13183061,29978843,18044,12598,93,101475,27715,43161904,129190,0.13967025311556622,197916
2021-11-25,2091067,1845111,32748,13284127,30014260,27933,12528,113,101066,35417,43298387,136483,0.20466285178373864,213208
2021-11-26,2111436,1858211,32865,13384078,30043593,20369,13100,117,99951,29333,43427671,129284,0.15755236533523095,220360
2021-11-27,2123963,1863955,32960,13458522,30051490,12527,5744,95,74444,7897,43510012,82341,0.15213563109508021,227048
2021-11-28,2133267,1869761,33080,13508413,30061764,9304,5806,120,49891,10274,43570177,60165,0.15464140280894206,230426
2021-11-29,2150876,1891991,33188,13595563,30109744,17609,22230,108,87150,47980,43705307,135130,0.1303115518389699,225697
2021-11-30,2172886,1911371,33308,13709660,30137587,22010,19380,120,114097,27843,43847247,141940,0.15506552064252502,228207
2021-12-01,2194031,1920004,33447,13810292,30162783,21145,8633,139,100632,25196,43973075,125828,0.1680468576151572,240580
2021-12-02,2212637,1940516,33571,13911541,30193325,18606,20512,124,101249,30542,44104866,131791,0.14117807741044533,238550
2021-12-03,2230308,1961235,33690,14011445,30218304,17671,20719,119,99904,24979,44229749,124883,0.14150044441597334,235383
2021-12-04,2241286,1970440,33799,14083312,30225640,10978,9205,109,71867,7336,44308952,79203,0.13860586088910773,237047
2021-12-05,2247616,1978910,33909,14122589,30234285,6330,8470,110,39277,8645,44356874,47922,0.1320896456742206,234797
2021-12-06,2263160,2005937,34032,14209842,30273699,15544,27027,123,87253,39414,44483541,126667,0.12271546653824596,223191
2021-12-07,2282644,2030834,34139,14314008,30297069,19484,24897,107,104166,23370,44611077,127536,0.15277255049554636,217671
2021-12-08,2298830,2051658,34250,14402773,30320812,16186,20824,111,88765,23743,44723585,112508,0.14386532513243502,212922
2021-12-09,2313069,2071121,34361,14490363,30348782,14239,19463,111,87590,27970,44839145,115560,0.12321737625475944,207587
2021-12-10,2325466,2090239,34479,14577575,30371365,12397,19118,118,87212,22583,44948940,109795,0.11291042397194773,200748
2021-12-11,2334548,2098485,34578,14640245,30378331,9082,8246,99,62670,6966,45018576,69636,0.13042104658509965,201485
2021-12-12,2338661,2106056,34700,14668624,30386528,4113,7571,122,28379,8197,45055152,36576,0.1124507874015748,197905
2021-12-13,2350549,2133069,34810,14751564,30421828,11888,27013,110,82940,35300,45173392,118240,0.10054127198917456,182670
2021-12-14,2367243,2153659,34917,14847688,30444063,16694,20590,107,96124,22235,45291751,118359,0.14104546337836582,178667
2021-12-15,2378859,2172380,35039,14923150,30466743,11616,18721,122,75462,22680,45389893,98142,0.1183591123066577,171440
2021-12-16,2388351,2189462,35135,15001623,30494533,9492,17082,96,78473,27790,45496156,106263,0.08932554134552949,163754
2021-12-17,2397312,2190113,35212,15078538,30517794,8961,651,77,76915,23261,45596332,100176,0.08945256348826067,171987
2021-12-18,2403296,2190320,35305,15128299,30527605,5984,207,93,49761,9811,45655904,59572,0.10044987578056805,177671
2021-12-19,2407038,2190448,35369,15158023,30537271,3742,128,64,29724,9666,45695294,39390,0.094998730642295,181221
2021-12-20,2415624,2190845,35401,15222712,30564510,8586,397,32,64689,27239,45787222,91928,0.09339918196849709,189378
