date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-30,1763950,1679659,30832,11681898,28919114,5058,823,23,38050,32160,40601012,70210,0.07204101979774961,53459
2021-10-31,1766740,1680621,30864,11706567,28957174,2790,962,32,24669,38060,40663741,62729,0.044477036139584564,55255
2021-11-01,1774350,1684048,30895,11770799,29006359,7610,3427,31,64232,49185,40777158,113417,0.06709752506238043,59407
2021-11-02,1784290,1687255,30931,11830912,29040045,9940,3207,36,60113,33686,40870957,93799,0.10597127901150333,66104
2021-11-03,1793770,1690776,30976,11873756,29078149,9480,3521,45,42844,38104,40951905,80948,0.11711222019073973,72018
2021-11-04,1802251,1694389,31021,11917447,29120505,8481,3613,45,43691,42356,41037952,86047,0.09856241356467976,76841
2021-11-05,1811502,1698533,31078,11967844,29186327,9251,4144,57,50397,65822,41154171,116219,0.07959972121598018,81891
2021-11-06,1817246,1700597,31130,12002954,29223071,5744,2064,52,35110,36744,41226025,71854,0.07993987808611908,85519
2021-11-07,1820257,1702902,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86186
2021-11-08,1829542,1709441,31217,12071098,29303586,9285,6539,48,49853,55616,41374684,105469,0.08803534687917777,88884
2021-11-09,1844117,1714923,31280,12140389,29342920,14575,5482,63,69291,39334,41483309,108625,0.1341772151898734,97914
2021-11-10,1857672,1721101,31355,12204540,29384766,13555,6178,75,64151,41846,41589306,105997,0.1278809777635216,105216
2021-11-11,1868115,1724104,31426,12268756,29434149,10443,3003,71,64216,49383,41702905,113599,0.09192862613227229,112585
2021-11-12,1882366,1731374,31494,12341884,29500808,14251,7270,68,73128,66659,41842692,139787,0.10194796368761043,119498
2021-11-13,1891545,1735033,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,124944
2021-11-14,1897233,1738717,31630,12416275,29559633,5688,3684,62,28372,24236,41975908,52608,0.10812043795620438,126886
2021-11-15,1908792,1748872,31723,12483147,29619810,11559,10155,93,66872,60177,42102957,127049,0.09098064526285134,128197
2021-11-16,1931324,1757633,31792,12578788,29671332,22532,8761,69,95641,51522,42250120,147163,0.1531091374870042,141899
2021-11-17,1945498,1766203,31874,12640681,29695281,14174,8570,82,61893,23949,42335962,85842,0.16511730854360337,147421
2021-11-18,1958985,1774374,31994,12705044,29747519,13487,8171,120,64363,52238,42452563,116601,0.11566796168128918,152617
2021-11-19,1981953,1783538,32105,12796709,29813853,22968,9164,111,91665,66334,42610562,157999,0.14536800865828264,166310
2021-11-20,1996367,1787186,32201,12862537,29847207,14414,3648,96,65828,33354,42709744,99182,0.1453287894980944,176980
2021-11-21,2004635,1790921,32313,12898652,29873194,8268,3735,112,36115,25987,42771846,62102,0.13313580883063347,181401
2021-11-22,2019142,1806835,32423,12976808,29920912,14507,15914,110,78156,47718,42897720,125874,0.11525017080572636,179884
2021-11-23,2045050,1819972,32539,13081583,29950756,25908,13137,116,104775,29844,43032339,134619,0.19245425979987965,192539
2021-11-24,2063090,1832566,32632,13183058,29978466,18040,12594,93,101475,27710,43161524,129185,0.13964469559159345,197892
2021-11-25,2091023,1845089,32745,13284122,30013870,27933,12523,113,101064,35404,43297992,136468,0.20468534748072809,213189
2021-11-26,2111392,1858185,32862,13384073,30043200,20369,13096,117,99951,29330,43427273,129281,0.1575560213797851,220345
2021-11-27,2123916,1864009,32957,13458513,30051097,12524,5824,95,74440,7897,43509610,82337,0.15210658634635704,226950
2021-11-28,2133221,1869893,33077,13508403,30061369,9305,5884,120,49890,10272,43569772,60162,0.15466573584654766,230251
2021-11-29,2150830,1892393,33184,13595553,30109348,17609,22500,107,87150,47979,43704901,135129,0.13031251618823494,225253
2021-11-30,2172834,1911732,33304,13709649,30137186,22004,19339,120,114096,27838,43846835,141934,0.15502980258429974,227798
2021-12-01,2193972,1920339,33442,13810281,30162056,21138,8607,138,100632,24870,43972337,125502,0.16842759477936606,240191
2021-12-02,2212575,1940805,33566,13911520,30192576,18603,20466,124,101239,30520,44104096,131759,0.14118959615661927,238204
2021-12-03,2230244,1961481,33685,14011422,30217540,17669,20676,119,99902,24964,44228962,124866,0.14150369195777873,235078
2021-12-04,2241221,1970658,33794,14083287,30224866,10977,9177,109,71865,7326,44308153,79191,0.1386142364662651,236769
2021-12-05,2247551,1979108,33904,14122563,30233503,6330,8450,110,39276,8637,44356066,47913,0.1321144574541356,234539
2021-12-06,2263089,2006082,34027,14209815,30272590,15538,26974,123,87252,39087,44482405,126339,0.12298656788481784,222980
2021-12-07,2282569,2030935,34132,14313964,30295934,19480,24853,105,104149,23344,44609898,127493,0.15279270234444245,217502
2021-12-08,2298754,2051735,34243,14402725,30319505,16185,20800,111,88761,23571,44722230,112332,0.14408182886443757,212776
2021-12-09,2312993,2071167,34353,14490314,30347147,14239,19432,110,87589,27642,44837461,115231,0.12356917843288698,207473
2021-12-10,2325390,2090266,34471,14577526,30369628,12397,19099,118,87212,22481,44947154,109693,0.11301541575123299,200653
2021-12-11,2334472,2098496,34570,14640196,30376573,9082,8230,99,62670,6945,45016769,69615,0.1304603892839187,201406
2021-12-12,2338585,2106057,34689,14668574,30384744,4113,7561,119,28378,8171,45053318,36549,0.11253385865550357,197839
2021-12-13,2350475,2133077,34799,14751513,30419679,11890,27020,110,82939,34935,45171192,117874,0.10087042095797207,182599
2021-12-14,2367169,2133712,34904,14847631,30441762,16694,635,105,96118,22083,45289393,118201,0.14123399971235437,198553
2021-12-15,2378791,2134243,35024,14923092,30463859,11622,531,120,75461,22097,45386951,97558,0.11912913343856987,209524
2021-12-16,2388283,2134797,35113,15001558,30490025,9492,554,89,78466,26166,45491583,104632,0.09071794479700283,218373
2021-12-17,2397246,2135327,35149,15074151,30512028,8963,530,36,72593,22003,45586179,94596,0.09475030656687386,226770
