date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-20,1996687,1787128,32203,12862537,29847231,14414,3651,96,65828,33354,42709768,99182,0.1453287894980944,177356
2021-11-21,2004962,1790866,32316,12898652,29873218,8275,3738,113,36115,25987,42771870,62102,0.13324852661750025,181780
2021-11-22,2019476,1806786,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180263
2021-11-23,2045386,1819946,32542,13081588,29951131,25910,13160,115,104776,30004,43032719,134780,0.19223920462976704,192898
2021-11-24,2063430,1832564,32635,13183063,29978872,18044,12618,93,101475,27741,43161935,129216,0.1396421495789995,198231
2021-11-25,2091367,1845111,32749,13284131,30014499,27937,12547,114,101068,35627,43298630,136695,0.20437470280551592,213507
2021-11-26,2111745,1858221,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220658
2021-11-27,2124273,1863977,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227335
2021-11-28,2133578,1869795,33081,13508423,30062042,9305,5818,120,49893,10275,43570465,60168,0.15465031245844968,230702
2021-11-29,2151188,1892058,33189,13595577,30110207,17610,22263,108,87154,48165,43705784,135319,0.13013693568530657,225941
2021-11-30,2173204,1911194,33309,13709676,30138074,22016,19136,120,114099,27867,43847750,141966,0.15507938520490822,228701
2021-12-01,2194354,1919613,33448,13810312,30163498,21150,8419,139,100636,25424,43973810,126060,0.16777724892908139,241293
2021-12-02,2212969,1939993,33572,13911565,30194247,18615,20380,124,101253,30749,44105812,132002,0.14102059059711217,239404
2021-12-03,2230651,1960459,33691,14011478,30219324,17682,20466,119,99913,25077,44230802,124990,0.14146731738539084,236501
2021-12-04,2241634,1969586,33800,14083351,30226696,10983,9127,109,71873,7372,44310047,79245,0.13859549498391066,238248
2021-12-05,2247966,1978033,33910,14122629,30235396,6332,8447,110,39278,8700,44358025,47978,0.13197715619659012,236023
2021-12-06,2263535,2004966,34033,14209891,30275552,15569,26933,123,87262,40156,44485443,127418,0.12218838782589587,224536
2021-12-07,2283058,2029839,34141,14314115,30299206,19523,24873,108,104224,23654,44613321,127878,0.15266895009305745,219078
2021-12-08,2299259,2050605,34253,14402912,30323373,16201,20766,112,88797,24167,44726285,112964,0.14341737190609397,214401
2021-12-09,2313514,2070052,34366,14490515,30352156,14255,19447,113,87603,28783,44842671,116386,0.12248036705445672,209096
2021-12-10,2325912,2089097,34486,14577733,30375265,12398,19045,120,87218,23109,44952998,110327,0.11237503059087985,202329
2021-12-11,2334996,2097384,34586,14640412,30382367,9084,8287,100,62679,7102,45022779,69781,0.1301787019389232,203026
2021-12-12,2339119,2105031,34708,14668794,30390673,4123,7647,122,28382,8306,45059467,36688,0.11238006977758395,199380
2021-12-13,2351019,2132029,34821,14751745,30427375,11900,26998,113,82951,36702,45179120,119653,0.0994542552213484,184169
2021-12-14,2367720,2152682,34931,14848523,30450393,16701,20653,110,96778,23018,45298916,119796,0.13941200040068116,180107
2021-12-15,2379337,2171419,35054,14924006,30473851,11617,18737,123,75483,23458,45397857,98941,0.11741340799062067,172864
2021-12-16,2388833,2188526,35150,15002491,30503594,9496,17107,96,78485,29743,45506085,108228,0.08774069556861441,165157
2021-12-17,2397793,2204946,35238,15079412,30527928,8960,16420,88,76921,24334,45607340,101255,0.08848945731075009,157609
2021-12-18,2403777,2212125,35339,15129193,30538082,5984,7179,101,49781,10154,45667275,59935,0.09984149495286561,156313
2021-12-19,2407518,2218557,35407,15158917,30548156,3741,6432,68,29724,10074,45707073,39798,0.09399969847731042,153554
2021-12-20,2416103,2241079,35486,15232308,30581107,8585,22522,79,73391,32951,45813415,106342,0.08073009723345433,139538
2021-12-21,2427941,2257722,35567,15314849,30602693,11838,16643,81,82541,21586,45917542,104127,0.11368809242559566,134652
2021-12-22,2435630,2272590,35651,15393603,30622368,7689,14868,84,78754,19675,46015971,98429,0.0781172215505593,127389
2021-12-23,2442988,2285236,35708,15482969,30638542,7358,12646,57,89366,16174,46121511,105540,0.0697176425999621,122044
2021-12-24,2445033,2297501,35784,15503734,30643000,2045,12265,76,20765,4458,46146734,25223,0.0810767949887008,111748
2021-12-25,2446122,2302868,35851,15517350,30648379,1089,5367,67,13616,5379,46165729,18995,0.057330876546459596,107403
2021-12-26,2448136,2307773,35935,15538410,30658135,2014,4905,84,21060,9756,46196545,30816,0.06535565939771547,104428
2021-12-27,2454989,2325945,35986,15594251,30682109,6853,18172,51,55841,23974,46276360,79815,0.08586105368665038,93058
2021-12-28,2464066,2338875,36057,15653682,30699589,9077,12930,71,59431,17480,46353271,76911,0.11801952906606338,89134
2021-12-29,2470214,2349372,36128,15697726,30716610,6148,10497,71,44044,17021,46414336,61065,0.10067960370097437,84714
2021-12-30,2475964,2358091,36185,15737296,30732906,5750,8719,57,39570,16296,46470202,55866,0.10292485590520173,81688
2021-12-31,2480959,2366751,36239,15772801,30741168,4995,8660,54,35505,8262,46513969,43767,0.11412708204811844,77969
2022-01-01,2482047,2371085,36282,15781488,30745272,1088,4334,43,8687,4104,46526760,12791,0.08505980767727309,74680
2022-01-02,2483972,2374950,36332,15801074,30756678,1925,3865,50,19586,11406,46557752,30992,0.06211280330407847,72690
2022-01-03,2493308,2387781,36393,15874513,30795254,9336,12831,61,73439,38576,46669767,112015,0.08334598044904701,69134
2022-01-04,2503484,2388129,36450,15946036,30819268,10176,348,57,71523,24014,46765304,95537,0.10651370673142342,78905
2022-01-05,2510866,2388410,36488,15999611,30840064,7382,281,38,53575,20796,46839675,74371,0.09925911981820872,85968
2022-01-06,2517505,2388639,36540,16056863,30861024,6639,229,52,57252,20960,46917887,78212,0.08488467242878331,92326
2022-01-07,2524171,2388844,36558,16121663,30875943,6666,205,18,64800,14919,46997606,79719,0.08361871072140895,98769
