date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-08,1829607,1709398,31217,12071098,29303586,9286,6539,48,49853,55616,41374684,105469,0.08804482833818468,88992
2021-11-09,1844184,1714881,31280,12140389,29342920,14577,5483,63,69291,39334,41483309,108625,0.1341956271576525,98023
2021-11-10,1857742,1721059,31355,12204540,29384766,13558,6178,75,64151,41846,41589306,105997,0.12790928045133354,105328
2021-11-11,1868189,1724062,31426,12268756,29434149,10447,3003,71,64216,49383,41702905,113599,0.091963837709839,112701
2021-11-12,1882443,1731333,31494,12341884,29500808,14254,7271,68,73128,66659,41842692,139787,0.10196942491075708,119616
2021-11-13,1891622,1734992,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,125062
2021-11-14,1897312,1738677,31630,12416275,29559633,5690,3685,62,28372,24236,41975908,52608,0.10815845498783455,127005
2021-11-15,1908873,1748830,31723,12483147,29619810,11561,10153,93,66872,60177,42102957,127049,0.09099638722067864,128320
2021-11-16,1931406,1757591,31792,12578788,29671332,22533,8761,69,95641,51522,42250120,147163,0.15311593267329424,142023
2021-11-17,1945583,1766165,31874,12640681,29695281,14177,8574,82,61893,23949,42335962,85842,0.16515225647119125,147544
2021-11-18,1959080,1774346,31994,12705044,29747519,13497,8181,120,64363,52238,42452563,116601,0.11575372423907171,152740
2021-11-19,1982048,1783522,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166419
2021-11-20,1996463,1787174,32203,12862537,29847231,14415,3652,96,65828,33354,42709768,99182,0.14533887197273698,177086
2021-11-21,2004734,1790912,32315,12898652,29873218,8271,3738,112,36115,25987,42771870,62102,0.13318411645357636,181507
2021-11-22,2019244,1806833,32426,12976812,29921127,14510,15921,111,78160,47909,42897939,126069,0.11509570156025668,179985
2021-11-23,2045154,1819989,32542,13081588,29951131,25910,13156,116,104776,30004,43032719,134780,0.19223920462976704,192623
2021-11-24,2063198,1832598,32635,13183063,29978872,18044,12609,93,101475,27741,43161935,129216,0.1396421495789995,197965
2021-11-25,2091133,1845140,32749,13284131,30014499,27935,12542,114,101068,35627,43298630,136695,0.20436007169245402,213244
2021-11-26,2111507,1858242,32866,13384086,30043867,20374,13102,117,99955,29368,43427953,129323,0.15754351507465802,220399
2021-11-27,2124034,1863987,32961,13458530,30051767,12527,5745,95,74444,7900,43510297,82344,0.15213008840959877,227086
2021-11-28,2133337,1869798,33081,13508423,30062041,9303,5811,120,49893,10274,43570464,60167,0.15461964199644324,230458
2021-11-29,2150946,1892034,33189,13595575,30110179,17609,22236,108,87152,48138,43705754,135290,0.1301574395742479,225723
2021-11-30,2172960,1911153,33309,13709674,30138031,22014,19119,120,114099,27852,43847705,141951,0.15508168311600481,228498
2021-12-01,2194105,1919552,33448,13810306,30163273,21145,8399,139,100632,25242,43973579,125874,0.16798544576322355,241105
2021-12-02,2212718,1939903,33572,13911558,30193884,18613,20351,124,101252,30611,44105442,131863,0.14115407657948023,239243
2021-12-03,2230392,1960353,33691,14011467,30218887,17674,20450,119,99909,25003,44230354,124912,0.14149161009350583,236348
2021-12-04,2241372,1969480,33800,14083338,30226237,10980,9127,109,71871,7350,44309575,79221,0.13859961373878138,238092
2021-12-05,2247702,1977920,33910,14122616,30234888,6330,8440,110,39278,8651,44357504,47929,0.1320703540653884,235872
2021-12-06,2263254,2005093,34033,14209873,30274614,15552,27173,123,87257,39726,44484487,126983,0.12247308694864667,224128
2021-12-07,2282756,2030140,34141,14314065,30298067,19502,25047,108,104192,23453,44612132,127645,0.1527831094049904,218475
2021-12-08,2298946,2051088,34253,14402842,30321863,16190,20948,112,88777,23796,44724705,112573,0.1438177893455802,213605
2021-12-09,2313187,2070674,34365,14490435,30349969,14241,19586,112,87593,28106,44840404,115699,0.12308662996222958,208148
2021-12-10,2325584,2089902,34484,14577648,30372688,12397,19228,119,87213,22719,44950336,109932,0.1127697121857148,201198
2021-12-11,2334665,2098208,34584,14640316,30379712,9081,8306,100,62668,7024,45020028,69692,0.13030189978763704,201873
2021-12-12,2338779,2105834,34706,14668696,30387952,4114,7626,122,28380,8240,45056648,36620,0.11234298197706172,198239
2021-12-13,2350667,2132933,34819,14751637,30423709,11888,27099,113,82941,35757,45175346,118698,0.1001533303004263,182915
2021-12-14,2367361,2153598,34928,14848400,30446223,16694,20665,109,96763,22514,45294623,119277,0.13995992521609363,178835
2021-12-15,2378975,2172354,35051,14923865,30469260,11614,18756,123,75465,23037,45393125,98502,0.11790623540638769,171570
2021-12-16,2388468,2189467,35147,15002344,30498425,9493,17113,96,78479,29165,45500769,107644,0.0881888447103415,163854
2021-12-17,2397428,2205948,35230,15079260,30522129,8960,16481,83,76916,23704,45601389,100620,0.08904790300139137,156250
2021-12-18,2403412,2213014,35329,15129031,30532156,5984,7066,99,49771,10027,45661187,59798,0.10007023646275795,155069
2021-12-19,2407153,2219312,35397,15158754,30542097,3741,6298,68,29723,9941,45700851,39664,0.09431726502622025,152444
2021-12-20,2415733,2241581,35474,15232143,30573045,8580,22269,77,73389,30948,45805188,104337,0.08223353172891687,138678
2021-12-21,2427565,2258057,35552,15314675,30593486,11832,16476,78,82532,20441,45908161,102973,0.11490390684936828,133956
2021-12-22,2435257,2272785,35630,15393420,30611521,7692,14728,78,78745,18035,46004941,96780,0.07947923124612523,126842
2021-12-23,2442613,2273402,35679,15482768,30624343,7356,617,49,89348,12822,46107111,102170,0.07199765097386708,133532
2021-12-24,2444659,2273670,35737,15503518,30627271,2046,268,58,20750,2928,46130789,23678,0.08640932511191823,135252
