date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-04,1695449,1657871,30538,10877113,27629947,802,645,4,21844,47963,38507060,69807,0.01148881917286232,7040
2021-10-05,1696560,1658418,30541,10899632,27662850,1111,547,3,22519,32903,38562482,55422,0.020046191043268016,7601
2021-10-06,1697608,1658918,30546,10922541,27702754,1048,500,5,22909,39904,38625295,62813,0.016684444302930923,8144
2021-10-07,1698599,1659393,30549,10947035,27755661,991,475,3,24494,52907,38702696,77401,0.012803452151780985,8657
2021-10-08,1699616,1659921,30553,10974359,27838209,1017,528,4,27324,82548,38812568,109872,0.009256225425950197,9142
2021-10-09,1700282,1660176,30556,10989662,27864447,666,255,3,15303,26238,38854109,41541,0.01603235357839243,9550
2021-10-10,1700618,1660461,30560,10997581,27886842,336,285,4,7919,22395,38884423,30314,0.011083987596490071,9597
2021-10-11,1701961,1661281,30565,11019019,27938185,1343,820,5,21438,51343,38957204,72781,0.018452618128357676,10115
2021-10-12,1703468,1661632,30572,11043780,27972424,1507,351,7,24761,34239,39016204,59000,0.025542372881355933,11264
2021-10-13,1704967,1662690,30578,11075424,28012791,1499,1058,6,31644,40367,39088215,72011,0.020816264181861104,11699
2021-10-14,1706507,1663430,30584,11104622,28068590,1540,740,6,29198,55799,39173212,84997,0.018118286527759802,12493
2021-10-15,1708291,1664259,30594,11136663,28155785,1784,829,10,32041,87195,39292448,119236,0.014961924251065115,13438
2021-10-16,1709449,1664587,30602,11154334,28188497,1158,328,8,17671,32712,39342831,50383,0.022983942996645693,14260
2021-10-17,1710244,1664999,30613,11164593,28212943,795,412,11,10259,24446,39377536,34705,0.022907362051577583,14632
2021-10-18,1712776,1666165,30625,11191837,28268623,2532,1166,12,27244,55680,39460460,82924,0.030533982924123293,15986
2021-10-19,1716026,1667086,30635,11225642,28306918,3250,921,10,33805,38295,39532560,72100,0.04507628294036061,18305
2021-10-20,1719305,1668125,30642,11260083,28354473,3279,1039,7,34441,47555,39614556,81996,0.03998975559783404,20538
2021-10-21,1722948,1669112,30652,11301945,28414810,3643,987,10,41862,60337,39716755,102199,0.03564614135167663,23184
2021-10-22,1727184,1670078,30666,11347334,28508061,4236,966,14,45389,93251,39855395,138640,0.030553952683208308,26440
2021-10-23,1729940,1670554,30679,11377410,28543376,2756,476,13,30076,35315,39920786,65391,0.04214647275618969,28707
2021-10-24,1731777,1671089,30699,11394564,28571498,1837,535,20,17154,28122,39966062,45276,0.04057337220602527,29989
2021-10-25,1736059,1672704,30719,11434992,28635900,4282,1615,20,40428,64402,40070892,104830,0.04084708575789373,32636
2021-10-26,1742347,1674079,30735,11496658,28689065,6288,1375,16,61666,53165,40185723,114831,0.05475873239804582,37533
2021-10-27,1748194,1675629,30757,11560909,28767617,5847,1550,22,64251,78552,40328526,142803,0.04094451797231151,41808
2021-10-28,1752548,1677183,30783,11603140,28799473,4354,1554,26,42231,31856,40402613,74087,0.058768744854022975,44582
2021-10-29,1758297,1678987,30809,11648089,28886325,5749,1804,26,44949,86852,40534414,131801,0.0436187889317987,48501
2021-10-30,1763354,1679809,30832,11686137,28918476,5057,822,23,38048,32151,40604613,70199,0.0720380632202738,52713
2021-10-31,1766126,1680770,30863,11710820,28956512,2772,961,31,24683,38036,40667332,62719,0.04419713324510914,54493
2021-11-01,1773726,1684288,30894,11775041,29004683,7600,3518,31,64221,48171,40779724,112392,0.06762047120791516,58544
2021-11-02,1783639,1687568,30929,11835146,29037939,9913,3280,35,60105,33256,40873085,93361,0.10617923972536712,65142
2021-11-03,1793108,1691172,30974,11877983,29075708,9469,3604,45,42837,37769,40953691,80606,0.11747264471627422,70962
2021-11-04,1801555,1694871,31019,11921667,29116750,8447,3699,45,43684,41042,41038417,84726,0.09969784953851238,75665
2021-11-05,1810797,1699083,31076,11972041,29182037,9242,4212,57,50374,65287,41154078,115661,0.07990593199090446,80638
2021-11-06,1816535,1701180,31126,12007149,29218691,5738,2097,50,35108,36654,41225840,71762,0.07995875254312867,84229
2021-11-07,1819542,1703491,31164,12025436,29243502,3007,2311,38,18287,24811,41268938,43098,0.06977121908209198,84887
2021-11-08,1828805,1710133,31211,12075281,29297696,9263,6642,47,49845,54194,41372977,104039,0.08903391997231808,87461
2021-11-09,1843364,1715676,31271,12144459,29336327,14559,5543,60,69178,38631,41480786,107809,0.13504438404956914,96417
2021-11-10,1856880,1721887,31342,12208588,29377155,13516,6211,71,64129,40828,41585743,104957,0.12877654658574464,103651
2021-11-11,1867293,1724996,31411,12272733,29425332,10413,3109,69,64145,48177,41698065,112322,0.092706682573316,110886
2021-11-12,1881519,1732361,31479,12345803,29490655,14226,7365,68,73070,65323,41836458,138393,0.10279421647048623,117679
2021-11-13,1890689,1736011,31551,12391779,29525004,9170,3650,72,45976,34349,41916783,80325,0.11416122004357299,123127
2021-11-14,1896352,1739658,31611,12420118,29549070,5663,3647,60,28339,24066,41969188,52405,0.1080622078045988,125083
2021-11-15,1907892,1749836,31700,12486970,29606095,11540,10178,89,66852,57025,42093065,123877,0.09315692178531931,126356
2021-11-16,1930401,1758661,31763,12582418,29654852,22509,8825,63,95448,48757,42237270,144205,0.1560902881314795,139977
2021-11-17,1944546,1767147,31843,12644174,29677749,14145,8486,80,61756,22897,42321923,84653,0.1670939009840171,145556
2021-11-18,1957961,1767604,31959,12708406,29726158,13415,457,116,64232,48409,42434564,112641,0.11909517848740689,158398
2021-11-19,1980909,1768031,32055,12799723,29788630,22948,427,96,91317,62472,42588353,153789,0.14921743427683384,180823
2021-11-20,1995317,1768256,32127,12865276,29820847,14408,225,72,65553,32217,42686123,97770,0.1473662677713,194934
2021-11-21,2003561,1768353,32173,12900214,29844436,8244,97,46,34938,23589,42744650,58527,0.14085806550822697,203035
