date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-10-31,1768079,1679769,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,57446,5106170.0,0.47713290979619555
2021-11-01,1775696,1683195,30895,11770799,29006359,7617,3426,31,64232,49185,40777158,113417,0.06715924420501336,61606,5130523.0,0.4794085131843058
2021-11-02,1785637,1686401,30931,11830912,29040045,9941,3206,36,60113,33686,40870957,93799,0.10598194010597128,68305,5154940.0,0.48169009688764775
2021-11-03,1795120,1689920,30976,11873756,29078149,9483,3519,45,42844,38104,40951905,80948,0.11714928101991402,74224,5183120.0,0.4843233044381321
2021-11-04,1803614,1693532,31021,11917447,29120505,8494,3612,45,43691,42356,41037952,86047,0.0987134937882785,79061,5213090.0,0.48712377393025474
2021-11-05,1812870,1697675,31078,11967844,29186327,9256,4143,57,50397,65822,41154171,116219,0.07964274344126175,84117,5246610.0,0.4902559640328891
2021-11-06,1818614,1699738,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,87746,5253434.0,0.49089361514447555
2021-11-07,1821626,1702041,31169,12021245,29247970,3012,2303,39,18291,24899,41269215,43190,0.0697383653623524,88416,5257835.0,0.4913048552590845
2021-11-08,1830913,1708581,31217,12071098,29303586,9287,6540,48,49853,55616,41374684,105469,0.08805430979719159,91115,5283945.0,0.4937446369887917
2021-11-09,1845496,1714067,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,100149,5310898.0,0.49626319068319213
2021-11-10,1859066,1720242,31355,12204540,29384766,13570,6175,75,64151,41846,41589306,105997,0.12802249120258122,107469,5337966.0,0.49879249025652467
2021-11-11,1869519,1723244,31426,12268756,29434149,10453,3002,71,64216,49383,41702905,113599,0.09201665507618906,114849,5366496.0,0.5014584026559328
2021-11-12,1883779,1730516,31494,12341884,29500808,14260,7272,68,73128,66659,41842692,139787,0.10201234735705036,121769,5399702.0,0.5045612518369613
2021-11-13,1892961,1734175,31568,12387903,29535397,9182,3659,74,46019,34589,41923300,80608,0.11390928940055578,127218,5405638.0,0.505115926074707
2021-11-14,1898659,1737861,31630,12416275,29559633,5698,3686,62,28372,24236,41975908,52608,0.10831052311435523,129168,5409592.0,0.5054853974251192
2021-11-15,1910221,1748020,31723,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,130478,5435686.0,0.5079236840760184
2021-11-16,1932758,1756792,31793,12578788,29671332,22537,8772,70,95641,51522,42250120,147163,0.15314311341845438,144173,5461123.0,0.5103005790533666
2021-11-17,1946950,1765368,31875,12640681,29695281,14192,8576,82,61893,23949,42335962,85842,0.16532699610913074,149707,5453486.0,0.5095869592498516
2021-11-18,1960466,1773557,31995,12705044,29747519,13516,8189,120,64363,52238,42452563,116601,0.1159166730988585,154914,5464932.0,0.5106565012520817
2021-11-19,1983438,1782735,32108,12796709,29813877,22972,9178,113,91665,66358,42610586,158023,0.1453712434265898,168595,5480651.0,0.5121253227384573
2021-11-20,1997852,1786385,32204,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,179263,5479070.0,0.5119775902637478
2021-11-21,2006130,1790122,32317,12898652,29873218,8278,3737,113,36115,25987,42771870,62102,0.13329683424044314,183691,5475680.0,0.5116608204413154
