date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-10,1857769,1721050,31355,12204540,29384766,13561,6178,75,64151,41846,41589306,105997,0.12793758313914544,105364
2021-11-11,1868217,1724053,31426,12268756,29434149,10448,3003,71,64216,49383,41702905,113599,0.09197264060423067,112738
2021-11-12,1882473,1731324,31494,12341884,29500808,14256,7271,68,73128,66659,41842692,139787,0.10198373239285484,119655
2021-11-13,1891653,1734983,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125102
2021-11-14,1897344,1738668,31630,12416275,29559633,5691,3685,62,28372,24236,41975908,52608,0.10817746350364964,127046
2021-11-15,1908905,1748821,31723,12483147,29619810,11561,10153,93,66872,60177,42102957,127049,0.09099638722067864,128361
2021-11-16,1931438,1757592,31792,12578788,29671332,22533,8771,69,95641,51522,42250120,147163,0.15311593267329424,142054
2021-11-17,1945616,1766166,31874,12640681,29695281,14178,8574,82,61893,23949,42335962,85842,0.16516390578038723,147576
2021-11-18,1959114,1774347,31994,12705044,29747519,13498,8181,120,64363,52238,42452563,116601,0.11576230049484997,152773
2021-11-19,1982082,1783523,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166452
2021-11-20,1996497,1787175,32203,12862537,29847231,14415,3652,96,65828,33354,42709768,99182,0.14533887197273698,177119
2021-11-21,2004769,1790913,32315,12898652,29873218,8272,3738,112,36115,25987,42771870,62102,0.13320021899455733,181541
2021-11-22,2019280,1806834,32426,12976812,29921127,14511,15921,111,78160,47909,42897939,126069,0.11510363372438903,180020
2021-11-23,2045190,1819990,32541,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192659
2021-11-24,2063234,1832602,32634,13183063,29978872,18044,12612,93,101475,27741,43161935,129216,0.1396421495789995,197998
2021-11-25,2091169,1845146,32748,13284131,30014499,27935,12544,114,101068,35627,43298630,136695,0.20436007169245402,213275
2021-11-26,2111545,1858256,32865,13384086,30043867,20376,13110,117,99955,29368,43427953,129323,0.1575589802278017,220424
2021-11-27,2124073,1864012,32960,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227101
2021-11-28,2133377,1869824,33080,13508423,30062042,9304,5812,120,49893,10275,43570465,60168,0.15463369232814786,230473
2021-11-29,2150986,1892061,33188,13595577,30110207,17609,22237,108,87154,48165,43705784,135319,0.13012954574006608,225737
2021-11-30,2173000,1911183,33308,13709676,30138072,22014,19122,120,114099,27865,43847748,141964,0.1550674818968189,228509
2021-12-01,2194148,1919586,33447,13810310,30163424,21148,8403,139,100634,25352,43973734,125986,0.16785992094359692,241115
2021-12-02,2212763,1939940,33571,13911562,30194102,18615,20354,124,101252,30678,44105664,131930,0.14109755173197908,239252
2021-12-03,2230437,1960390,33690,14011471,30219139,17674,20450,119,99909,25037,44230610,124946,0.14145310774254477,236357
2021-12-04,2241418,1969517,33799,14083343,30226500,10981,9127,109,71872,7361,44309843,79233,0.13859124354751176,238102
2021-12-05,2247749,1977958,33909,14122621,30235177,6331,8441,110,39278,8677,44357798,47955,0.1320196017099364,235882
2021-12-06,2263305,2004867,34032,14209881,30275004,15556,26909,123,87260,39827,44484885,127087,0.12240433718633692,224406
2021-12-07,2282811,2029706,34140,14314082,30298492,19506,24839,108,104201,23488,44612574,127689,0.15276178840777202,218965
2021-12-08,2299004,2050700,34252,14402863,30322376,16193,20994,112,88781,23884,44725239,112665,0.14372697820973684,214052
2021-12-09,2313251,2070336,34365,14490458,30350610,14247,19636,113,87595,28234,44841068,115829,0.12300028490274456,208550
2021-12-10,2325649,2089620,34485,14577672,30373371,12398,19284,120,87214,22761,44951043,109975,0.11273471243464424,201544
2021-12-11,2334731,2097950,34585,14640345,30380408,9082,8330,100,62673,7037,45020753,69710,0.13028259934012337,202196
2021-12-12,2338848,2105602,34707,14668725,30388669,4117,7652,122,28380,8261,45057394,36641,0.11236047051117601,198539
2021-12-13,2350739,2132764,34820,14751668,30424597,11891,27162,113,82943,35928,45176265,118871,0.10003280867495015,183155
2021-12-14,2367435,2153485,34929,14848434,30447164,16696,20721,109,96766,22567,45295598,119333,0.13991100533800374,179021
2021-12-15,2379049,2172285,35052,14923899,30470301,11614,18800,123,75465,23137,45394200,98602,0.11778665747145088,171712
2021-12-16,2388542,2189434,35148,15002379,30499568,9493,17149,96,78480,29267,45501947,107747,0.08810454119372232,163960
2021-12-17,2397501,2205934,35231,15079295,30523380,8959,16500,83,76916,23812,45602675,100728,0.08894249861011834,156336
2021-12-18,2403484,2213010,35331,15129070,30533435,5983,7076,100,49775,10055,45662505,59830,0.1,155143
