date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-11-18,1961684,1772885,31993,12705044,29747519,13518,8189,120,64363,52238,42452563,116601,0.115933825610415,156806,5464080.0,0.510576888305559
2021-11-19,1984656,1782062,32106,12796709,29813877,22972,9177,113,91665,66358,42610586,158023,0.1453712434265898,170488,5479784.0,0.5120443081555521
2021-11-20,1999071,1785711,32202,12862537,29847231,14415,3649,96,65828,33354,42709768,99182,0.14533887197273698,181158,5478211.0,0.5118973232202465
2021-11-21,2007349,1789448,32315,12898652,29873218,8278,3737,113,36115,25987,42771870,62102,0.13329683424044314,185586,5474832.0,0.5115815812644947
2021-11-22,2021867,1805368,32426,12976812,29921127,14518,15920,111,78160,47909,42897939,126069,0.1151591588733154,184073,5478095.0,0.5118864838988889
2021-11-23,2047779,1818529,32541,13081588,29951131,25912,13161,115,104776,30004,43032719,134780,0.19225404362665083,196709,5484646.0,0.5124986252283149
2021-11-24,2065826,1831143,32634,13183063,29978872,18047,12614,93,101475,27741,43161935,129216,0.13966536651807826,202049,5492392.0,0.5132224302562088
2021-11-25,2093763,1843686,32748,13284131,30014499,27937,12543,114,101068,35627,43298630,136695,0.20437470280551592,217329,5495165.0,0.5134815461021099
2021-11-26,2114146,1856793,32866,13384086,30043867,20383,13107,118,99955,29368,43427953,129323,0.1576131082638046,224487,5504415.0,0.5143458885379503
2021-11-27,2126674,1862550,32961,13458530,30051767,12528,5757,95,74444,7900,43510297,82344,0.1521422325852521,231163,5499884.0,0.5139225009080268
2021-11-28,2135981,1868370,33081,13508423,30062042,9307,5820,120,49893,10275,43570465,60168,0.15468355271905332,234530,5495407.0,0.5135041591690801
2021-11-29,2153598,1890631,33189,13595577,30110207,17617,22261,108,87154,48165,43705784,135319,0.1301886653019901,229778,5501478.0,0.5140714481342677
2021-11-30,2175622,1909763,33309,13709676,30138074,22024,19132,120,114099,27867,43847750,141966,0.1551357367256949,232550,5516338.0,0.5154600025771421
2021-12-01,2196776,1918182,33449,13810312,30163498,21154,8419,140,100636,25424,43973810,126060,0.16780897985086468,245145,5540410.0,0.5177093486436879
2021-12-02,2215400,1938568,33574,13911565,30194247,18624,20386,125,101253,30749,44105812,132002,0.1410887713822518,243258,5568422.0,0.5203268578666889
2021-12-03,2233085,1959034,33693,14011478,30219324,17685,20466,119,99913,25077,44230802,124990,0.14149131930554446,240358,5605476.0,0.523789273501027
2021-12-04,2244067,1968161,33802,14083351,30226696,10982,9127,109,71873,7372,44310047,79245,0.13858287589122342,242104,5616338.0,0.5248042451267673
2021-12-05,2250402,1976610,33912,14122629,30235396,6335,8449,110,39278,8700,44358025,47978,0.1320396848555588,239880,5621681.0,0.5253035080061937
2021-12-06,2265982,2003547,34035,14209891,30275552,15580,26937,123,87262,40156,44485443,127418,0.1222747178577595,228400,5646645.0,0.5276362047162821
2021-12-07,2285517,2028421,34145,14314115,30299206,19535,24874,110,104224,23654,44613321,127878,0.15276278953377437,222951,5683917.0,0.5311189907993784
2021-12-08,2301726,2049201,34258,14402912,30323373,16209,20780,113,88797,24167,44726285,112964,0.1434881909280833,218267,5709535.0,0.5335127988557414
2021-12-09,2315991,2068668,34372,14490515,30352156,14265,19467,114,87603,28783,44842671,116386,0.12256628804151702,212951,5734939.0,0.5358866102330482
2021-12-10,2328391,2087729,34492,14577733,30375266,12400,19061,120,87218,23110,44952999,110328,0.11239213980131971,206170,5762329.0,0.5384459982673906
2021-12-11,2337477,2096023,34592,14640412,30382370,9086,8294,100,62679,7104,45022782,69783,0.13020363125689638,206862,5772201.0,0.5393684618918896
2021-12-12,2341606,2103676,34715,14668794,30390678,4129,7653,123,28382,8308,45059472,36690,0.11253747615153993,203215,5773568.0,0.5394961976875429
2021-12-13,2353511,2130689,34829,14751747,30427554,11905,27013,114,82953,36876,45179301,119829,0.09934990695073813,187993,5774701.0,0.5396020679556301
2021-12-14,2370218,2151377,34943,14848526,30450752,16707,20688,114,96779,23198,45299278,119977,0.13925168990723222,183898,5790522.0,0.5410804205694064
2021-12-15,2381836,2170128,35067,14924010,30474321,11618,18751,124,75484,23569,45398331,99053,0.11729074333942435,176641,5800861.0,0.5420465218066122
2021-12-16,2391335,2187253,35164,15002497,30504149,9499,17125,97,78487,29828,45506646,108315,0.08769791810921848,168918,5809248.0,0.5428302234292491
2021-12-17,2400297,2203689,35253,15079421,30528755,8962,16436,89,76924,24606,45608176,101530,0.08826947700187136,161355,5821557.0,0.5439804062446826
2021-12-18,2406282,2210803,35356,15129202,30538939,5985,7114,103,49781,10184,45668141,59965,0.0998082214625198,160123,5822249.0,0.5440450684031259
2021-12-19,2410026,2217207,35424,15158926,30549035,3744,6404,68,29724,10096,45707961,39820,0.09402310396785535,157395,5818054.0,0.5436530774281692
2021-12-20,2418626,2239556,35503,15232318,30582391,8600,22349,79,73392,33356,45814709,106748,0.08056357027766328,143567,5818826.0,0.5437252149806523
2021-12-21,2430472,2256080,35584,15314879,30604329,11846,16524,81,82561,21938,45919208,104499,0.1133599364587221,138808,5817305.0,0.5435830890514725
2021-12-22,2438168,2270848,35668,15393635,30624503,7696,14768,84,78756,20174,46018138,98930,0.07779237844940867,131652,5801946.0,0.5421479068382755
2021-12-23,2445529,2283330,35726,15483003,30640808,7361,12482,58,89368,16305,46123811,105673,0.06965828546553993,126473,5745507.0,0.5368741097856926
2021-12-24,2447574,2295570,35804,15503769,30645364,2045,12240,78,20766,4556,46149133,25322,0.08075981360082142,116200,5660298.0,0.5289119741515825
2021-12-25,2448664,2300952,35872,15517386,30650787,1090,5382,68,13617,5423,46168173,19040,0.05724789915966386,111840,5481746.0,0.5122276421943758
2021-12-26,2450679,2305879,35956,15538447,30660597,2015,4927,84,21061,9810,46199044,30871,0.06527161413624437,108844,5456248.0,0.5098450472290723
2021-12-27,2457542,2324121,36007,15594291,30684999,6863,18242,51,55844,24402,46279290,80246,0.08552451212521496,97414,5572217.0,0.5206814718714472
2021-12-28,2466619,2337102,36079,15653719,30702628,9077,12981,72,59428,17629,46356347,77057,0.11779591730796683,93438,5549555.0,0.5185638796248511
