date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-08,1699715,1659876,30553,10974362,27838209,1017,528,4,27324,82548,38812571,109872,0.009256225425950197,9286
2021-10-09,1700381,1660131,30556,10989665,27864447,666,255,3,15303,26238,38854112,41541,0.01603235357839243,9694
2021-10-10,1700717,1660416,30560,10997584,27886842,336,285,4,7919,22395,38884426,30314,0.011083987596490071,9741
2021-10-11,1702060,1661237,30565,11019022,27938185,1343,821,5,21438,51343,38957207,72781,0.018452618128357676,10258
2021-10-12,1703567,1661588,30572,11043783,27972424,1507,351,7,24761,34239,39016207,59000,0.025542372881355933,11407
2021-10-13,1705066,1662647,30578,11075427,28012791,1499,1059,6,31644,40367,39088218,72011,0.020816264181861104,11841
2021-10-14,1706606,1663387,30584,11104625,28068590,1540,740,6,29198,55799,39173215,84997,0.018118286527759802,12635
2021-10-15,1708390,1664216,30594,11136666,28155785,1784,829,10,32041,87195,39292451,119236,0.014961924251065115,13580
2021-10-16,1709548,1664544,30602,11154337,28188497,1158,328,8,17671,32712,39342834,50383,0.022983942996645693,14402
2021-10-17,1710343,1664956,30613,11164596,28212943,795,412,11,10259,24446,39377539,34705,0.022907362051577583,14774
2021-10-18,1712875,1666122,30625,11191840,28268623,2532,1166,12,27244,55680,39460463,82924,0.030533982924123293,16128
2021-10-19,1716125,1667043,30635,11225645,28306918,3250,921,10,33805,38295,39532563,72100,0.04507628294036061,18447
2021-10-20,1719404,1668082,30642,11260086,28354473,3279,1039,7,34441,47555,39614559,81996,0.03998975559783404,20680
2021-10-21,1723047,1669069,30652,11301948,28414810,3643,987,10,41862,60337,39716758,102199,0.03564614135167663,23326
2021-10-22,1727284,1670039,30666,11347337,28508061,4237,970,14,45389,93251,39855398,138640,0.030561165608770917,26579
2021-10-23,1730040,1670515,30679,11377413,28543376,2756,476,13,30076,35315,39920789,65391,0.04214647275618969,28846
2021-10-24,1731878,1671050,30699,11394567,28571499,1838,535,20,17154,28123,39966066,45277,0.04059456236058043,30129
2021-10-25,1736162,1672667,30719,11434997,28635927,4284,1617,20,40430,64428,40070924,104858,0.04085525186442618,32776
2021-10-26,1742450,1674042,30735,11496664,28689262,6288,1375,16,61667,53335,40185926,115002,0.05467730995982679,37673
2021-10-27,1748300,1675592,30757,11560920,28768030,5850,1550,22,64256,78768,40328950,143024,0.040902226199798636,41951
2021-10-28,1752654,1677147,30783,11603154,28799950,4354,1555,26,42234,31920,40403104,74154,0.0587156458181622,44724
2021-10-29,1758406,1678951,30809,11648106,28886920,5752,1804,26,44952,86970,40535026,131922,0.043601522111550765,48646
2021-10-30,1763464,1679773,30832,11686156,28919080,5058,822,23,38050,32160,40605236,70210,0.07204101979774961,52859
2021-10-31,1766241,1680735,30863,11710842,28957123,2777,962,31,24686,38043,40667965,62729,0.04426979546940012,54643
2021-11-01,1773848,1684158,30894,11775071,29006033,7607,3423,31,64229,48910,40781104,113139,0.06723587799079009,58796
2021-11-02,1783768,1687363,30929,11835181,29039339,9920,3205,35,60110,33306,40874520,93416,0.10619165881647684,65476
2021-11-03,1793240,1690878,30974,11878021,29077192,9472,3515,45,42840,37853,40955213,80693,0.11738316830456173,71388
2021-11-04,1801700,1694492,31019,11921709,29118548,8460,3614,45,43688,41356,41040257,85044,0.09947791731339072,76189
2021-11-05,1810944,1698733,31076,11972098,29183990,9244,4241,57,50389,65442,41156088,115831,0.07980592414811234,81135
2021-11-06,1816684,1700845,31126,12007207,29220679,5740,2112,50,35109,36689,41227886,71798,0.07994651661606172,84713
2021-11-07,1819693,1703167,31165,12025496,29245513,3009,2322,39,18289,24834,41271009,43123,0.06977714908517496,85361
2021-11-08,1828965,1709855,31213,12075344,29299995,9272,6688,48,49848,54482,41375339,104330,0.08887184894086073,87897
2021-11-09,1843527,1715426,31274,12144528,29338745,14562,5571,61,69184,38750,41483273,107934,0.1349157818666963,96827
2021-11-10,1857046,1721679,31347,12208665,29379975,13519,6253,73,64137,41230,41588640,105367,0.1283039281748555,104020
2021-11-11,1867461,1724793,31416,12272833,29428580,10415,3114,69,64168,48605,41701413,112773,0.09235366621443077,111252
2021-11-12,1881688,1732198,31484,12345905,29494341,14227,7405,68,73072,65761,41840246,138833,0.10247563619600528,118006
2021-11-13,1890861,1735872,31557,12391886,29528762,9173,3674,73,45981,34421,41920648,80402,0.11408920176115021,123432
2021-11-14,1896524,1739547,31619,12420225,29552889,5663,3675,62,28339,24127,41973114,52466,0.10793656844432585,125358
2021-11-15,1908060,1749755,31709,12487078,29610920,11536,10208,90,66853,58031,42097998,124884,0.0923737228147721,126596
2021-11-16,1930568,1758620,31778,12582530,29660598,22508,8865,69,95452,49678,42243128,145130,0.155088541307793,140170
2021-11-17,1944716,1767126,31860,12644292,29684007,14148,8506,82,61762,23409,42328299,85171,0.16611287879677356,145730
2021-11-18,1958126,1775386,31978,12708534,29734039,13410,8260,118,64242,50032,42442573,114274,0.11734952832665348,150762
2021-11-19,1981083,1784644,32089,12800047,29798550,22957,9258,111,91513,64511,42598597,156024,0.14713761985335588,164350
2021-11-20,1995493,1788323,32182,12865732,29831656,14410,3679,93,65685,33106,42697388,98791,0.14586348958913262,174988
2021-11-21,2003749,1792033,32290,12901824,29857185,8256,3710,108,36092,25529,42759009,61621,0.1339802989240681,179426
2021-11-22,2018244,1792518,32396,12979577,29900537,14495,485,106,77753,43352,42880114,121105,0.11968952561826514,193330
2021-11-23,2044124,1792982,32504,13083873,29927679,25880,464,108,104296,27142,43011552,131438,0.1968989181210913,218638
2021-11-24,2062140,1793434,32595,13184285,29952528,18016,452,91,100412,24849,43136813,125261,0.14382768778789887,236111
2021-11-25,2089857,1793794,32643,13261630,29980040,27717,360,48,77345,27512,43241670,104857,0.26433142279485394,263420
