date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-25,2091483,1845034,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213700
2021-11-26,2111861,1858144,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220851
2021-11-27,2124389,1863899,32961,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,227529
2021-11-28,2133694,1869718,33081,13508423,30062042,9305,5819,120,49893,10275,43570465,60168,0.15465031245844968,230895
2021-11-29,2151306,1891982,33189,13595577,30110207,17612,22264,108,87154,48165,43705784,135319,0.13015171557578759,226135
2021-11-30,2173325,1911118,33309,13709676,30138074,22019,19136,120,114099,27867,43847750,141966,0.15510051702520322,228898
2021-12-01,2194476,1919537,33449,13810312,30163498,21151,8419,140,100636,25424,43973810,126060,0.16778518165952722,241490
2021-12-02,2213092,1939917,33573,13911565,30194247,18616,20380,124,101253,30749,44105812,132002,0.14102816623990547,239602
2021-12-03,2230775,1960384,33692,14011478,30219324,17683,20467,119,99913,25077,44230802,124990,0.14147531802544203,236699
2021-12-04,2241757,1969510,33801,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238446
2021-12-05,2248090,1977958,33911,14122629,30235396,6333,8448,110,39278,8700,44358025,47978,0.13199799908291301,236221
2021-12-06,2263657,2004894,34034,14209891,30275552,15567,26936,123,87262,40156,44485443,127418,0.12217269145646611,224729
2021-12-07,2283185,2029768,34143,14314115,30299206,19528,24874,109,104224,23654,44613321,127878,0.15270804986002284,219274
2021-12-08,2299387,2050547,34255,14402912,30323373,16202,20779,112,88797,24167,44726285,112964,0.14342622428384263,214585
2021-12-09,2313650,2070020,34368,14490515,30352156,14263,19473,113,87603,28783,44842671,116386,0.12254910384410496,209262
2021-12-10,2326049,2089085,34488,14577733,30375266,12399,19065,120,87218,23110,44952999,110328,0.11238307591907766,202476
2021-12-11,2335133,2097380,34588,14640412,30382370,9084,8295,100,62679,7104,45022782,69783,0.13017497098147113,203165
2021-12-12,2339258,2105028,34711,14668794,30390678,4125,7648,123,28382,8308,45059472,36690,0.11242845461978741,199519
2021-12-13,2351161,2132035,34825,14751747,30427554,11903,27007,114,82953,36876,45179301,119829,0.09933321650017943,184301
2021-12-14,2367864,2152695,34937,14848526,30450752,16703,20660,112,96779,23198,45299278,119977,0.13921835018378523,180232
2021-12-15,2379481,2171437,35060,14924010,30474308,11617,18742,123,75484,23556,45398318,99040,0.11729604200323102,172984
