date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-22,2019493,1806775,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180291
2021-11-23,2045403,1819935,32542,13081588,29951131,25910,13160,115,104776,30004,43032719,134780,0.19223920462976704,192926
2021-11-24,2063447,1832553,32635,13183063,29978872,18044,12618,93,101475,27741,43161935,129216,0.1396421495789995,198259
2021-11-25,2091384,1845099,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213536
2021-11-26,2111762,1858209,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220687
2021-11-27,2124290,1863965,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227364
2021-11-28,2133595,1869783,33081,13508423,30062042,9305,5818,120,49893,10275,43570465,60168,0.15465031245844968,230731
2021-11-29,2151205,1892046,33189,13595577,30110207,17610,22263,108,87154,48165,43705784,135319,0.13013693568530657,225970
2021-11-30,2173221,1911181,33309,13709676,30138074,22016,19135,120,114099,27867,43847750,141966,0.15507938520490822,228731
2021-12-01,2194371,1919600,33449,13810312,30163498,21150,8419,140,100636,25424,43973810,126060,0.16777724892908139,241322
2021-12-02,2212986,1939980,33573,13911565,30194247,18615,20380,124,101253,30749,44105812,132002,0.14102059059711217,239433
2021-12-03,2230668,1960445,33692,14011478,30219324,17682,20465,119,99913,25077,44230802,124990,0.14146731738539084,236531
2021-12-04,2241651,1969572,33801,14083351,30226696,10983,9127,109,71873,7372,44310047,79245,0.13859549498391066,238278
2021-12-05,2247983,1978019,33911,14122629,30235396,6332,8447,110,39278,8700,44358025,47978,0.13197715619659012,236053
2021-12-06,2263552,2004952,34034,14209891,30275552,15569,26933,123,87262,40156,44485443,127418,0.12218838782589587,224566
2021-12-07,2283077,2029825,34143,14314115,30299206,19525,24873,109,104224,23654,44613321,127878,0.1526845899998436,219109
2021-12-08,2299278,2050602,34255,14402912,30323373,16201,20777,112,88797,24167,44726285,112964,0.14341737190609397,214421
2021-12-09,2313533,2070074,34368,14490515,30352156,14255,19472,113,87603,28783,44842671,116386,0.12248036705445672,209091
2021-12-10,2325932,2089120,34488,14577733,30375266,12399,19046,120,87218,23110,44952999,110328,0.11238307591907766,202324
2021-12-11,2335016,2097407,34588,14640412,30382370,9084,8287,100,62679,7104,45022782,69783,0.13017497098147113,203021
2021-12-12,2339140,2105054,34711,14668794,30390678,4124,7647,123,28382,8308,45059472,36690,0.11240119923684928,199375
2021-12-13,2351040,2132053,34825,14751746,30427405,11900,26999,114,82952,36727,45179151,119679,0.09943264900274902,184162
2021-12-14,2367741,2152707,34936,14848524,30450438,16701,20654,111,96778,23033,45298962,119811,0.1393945464105967,180098
2021-12-15,2379358,2171445,35059,14924007,30473924,11617,18738,123,75483,23486,45397931,98969,0.11738018975638836,172854
2021-12-16,2388854,2188552,35155,15002492,30503713,9496,17107,96,78485,29789,45506205,108274,0.08770341910338586,165147
2021-12-17,2397814,2204973,35243,15079413,30528090,8960,16421,88,76921,24377,45607503,101298,0.08845189441055104,157598
2021-12-18,2403798,2212081,35344,15129194,30538249,5984,7108,101,49781,10159,45667443,59940,0.09983316649983316,156373
2021-12-19,2407539,2218483,35412,15158918,30548327,3741,6402,68,29724,10078,45707245,39802,0.09399025174614341,153644
2021-12-20,2416124,2241022,35491,15232309,30581295,8585,22539,79,73391,32968,45813604,106359,0.08071719365544994,139611
2021-12-21,2427962,2257677,35572,15314850,30603013,11838,16655,81,82541,21718,45917863,104259,0.11354415446148534,134713
2021-12-22,2435652,2272558,35656,15393605,30622709,7690,14881,84,78755,19696,46016314,98451,0.07810992270266427,127438
2021-12-23,2443010,2285208,35713,15482971,30638890,7358,12650,57,89366,16181,46121861,105547,0.06971301884468531,122089
2021-12-24,2445055,2297474,35790,15503736,30643363,2045,12266,77,20765,4473,46147099,25238,0.08102860765512322,111791
2021-12-25,2446144,2302845,35857,15517352,30648743,1089,5371,67,13616,5380,46166095,18996,0.05732785849652559,107442
2021-12-26,2448158,2307759,35941,15538412,30658501,2014,4914,84,21060,9758,46196913,30818,0.06535141800246609,104458
2021-12-27,2455011,2325943,35992,15594253,30682506,6853,18184,51,55841,24005,46276759,79846,0.08582771835783884,93076
2021-12-28,2464088,2338876,36064,15653684,30700021,9077,12933,72,59431,17515,46353705,76946,0.117965846177839,89148
2021-12-29,2470236,2349379,36137,15697728,30717088,6148,10503,73,44044,17067,46414816,61111,0.10060381927967142,84720
2021-12-30,2475986,2358105,36194,15737298,30733424,5750,8726,57,39570,16336,46470722,55906,0.10285121453868995,81687
2021-12-31,2480981,2366765,36248,15772803,30741706,4995,8660,54,35505,8282,46514509,43787,0.11407495375339713,77968
2022-01-01,2482069,2371102,36292,15781490,30745831,1088,4337,44,8687,4125,46527321,12812,0.084920387137059,74675
2022-01-02,2483994,2374968,36342,15801077,30757267,1925,3866,50,19587,11436,46558344,31023,0.06205073655030139,72684
2022-01-03,2493331,2387796,36403,15874516,30796083,9337,12828,61,73439,38816,46670599,112255,0.08317669591554942,69132
2022-01-04,2503507,2396276,36461,15946039,30820310,10176,8480,58,71523,24227,46766349,95750,0.10627676240208878,70770
2022-01-05,2510889,2403893,36499,15999614,30841399,7382,7617,38,53575,21089,46841013,74664,0.09886960248580307,70497
2022-01-06,2517527,2404123,36551,16056866,30862463,6638,230,52,57252,21064,46919329,78316,0.08475918075489045,76853
2022-01-07,2524197,2404381,36585,16124824,30877717,6670,258,34,67958,15254,47002541,83212,0.08015670816709128,83231
2022-01-08,2528156,2404460,36617,16165052,30884248,3959,79,32,40228,6531,47049300,46759,0.08466819221967964,87079
2022-01-09,2530917,2404501,36624,16186704,30891709,2761,41,7,21652,7461,47078413,29113,0.09483735788135884,89792
