date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2022-01-23,2767084,2529777,37179,17327205,32335826,12903,16063,18,52189,8489,49663031,60678,0.2126470879066548,200128,6759783.0,0.6316505193483288
2022-01-24,2797481,2553723,37201,17447218,32396207,30397,23946,22,120013,60381,49843425,180394,0.16850338703061077,206557,6763243.0,0.6319738301405459
2022-01-25,2837121,2561043,37216,17594435,32426566,39640,7320,15,147217,30359,50021001,177576,0.22322836419335945,238862,6767259.0,0.6323490949213387
2022-01-26,2891824,2569989,37238,17739419,32447991,54703,8946,22,144984,21425,50187410,166409,0.3287262107217759,284597,6771834.0,0.6327765940179841
2022-01-27,2926643,2601443,37265,17877747,32488729,34819,31454,27,138328,40738,50366476,179066,0.1944478572146583,287935,6776664.0,0.633227920933131
2022-01-28,2973919,2626039,37288,18034306,32518277,47276,24596,23,156559,29548,50552583,186107,0.2540259098260678,310592,6782839.0,0.6338049279105704
2022-01-29,2992207,2650855,37315,18138151,32524786,18288,24816,27,103845,6509,50662937,110354,0.16572122442321982,304037,6784490.0,0.6339592013550647
2022-01-30,3016149,2676798,37344,18200765,32533117,23942,25943,29,62614,8331,50733882,70945,0.33747269011205866,302007,6785269.0,0.6340319930045263
2022-01-31,3045706,2703568,37378,18319493,32589748,29557,26770,34,118728,56631,50909241,175359,0.16855137175736631,304760,6789205.0,0.6343997823912795
2022-02-01,3102950,2717731,37422,18475887,32618712,57244,14163,44,156394,28964,51094599,185358,0.3088294004035434,347797,6793240.0,0.6347768225781569
2022-02-02,3146292,2734794,37462,18611500,32638295,43342,17063,40,135613,19583,51249795,155196,0.2792726616665378,374036,6797766.0,0.6351997429959529
2022-02-03,3183986,2788489,37502,18745014,32674685,37694,53695,40,133514,36390,51419699,169904,0.22185469441567002,357995,6802264.0,0.6356200470258351
2022-02-04,3212722,2833294,37556,18865932,32701246,28736,44805,54,120918,26561,51567178,147479,0.19484808006563648,341872,6807397.0,0.6360996869959074
2022-02-05,3236731,2873261,37604,18938732,32707276,24009,39967,48,72800,6030,51646008,78830,0.3045667892934162,325866,6808008.0,0.6361567803178855
2022-02-06,3245802,2912788,37650,18978313,32714554,9071,39527,46,39581,7278,51692867,46859,0.19358074222668004,295364,6808327.0,0.6361865884516188
2022-02-07,3275432,2949591,37710,19080120,32763325,29630,36803,60,101807,48771,51843445,150578,0.19677509330712323,288131,6811547.0,0.6364874730617167
2022-02-08,3313239,2965826,37763,19193323,32786891,37807,16235,53,113203,23566,51980214,136769,0.2764296002749161,309650,6814740.0,0.6367858347263263
2022-02-09,3342292,2983738,37808,19281448,32803318,29053,17912,45,88125,16427,52084766,104552,0.2778808631111791,320746,6818116.0,0.6371012963548016
2022-02-10,3364963,3040680,37865,19366216,32835439,22671,56942,57,84768,32121,52201655,116889,0.19395323768703643,286418,6821242.0,0.6373933973769029
2022-02-11,3387106,3086618,37923,19448132,32858110,22143,45938,58,81916,22671,52306242,104587,0.21171847361526766,262565,6825164.0,0.6377598785696992
2022-02-12,3398060,3123050,37987,19493992,32862701,10954,36432,64,45860,4591,52356693,50451,0.21712156349725475,237023,6825583.0,0.6377990309459821
2022-02-13,3405256,3156874,38043,19521106,32869239,7196,33824,56,27114,6538,52390345,33652,0.21383573041721146,210339,6826020.0,0.637839865285924
2022-02-14,3424740,3184774,38091,19597564,32913341,19484,27900,48,76458,44102,52510905,120560,0.16161247511612475,201875,6828134.0,0.6380374025734231
2022-02-15,3453026,3196459,38138,19681418,32934866,28286,11685,47,83854,21525,52616284,105379,0.2684216020269693,218429,6830347.0,0.6382441906610463
2022-02-16,3470021,3209164,38191,19741283,32949001,16995,12705,53,59865,14135,52690284,74000,0.22966216216216218,222666,6832451.0,0.6384407935242904
2022-02-17,3485549,3253914,38247,19799837,32978022,15528,44750,56,58554,29021,52777859,87575,0.1773108763916643,193388,6834798.0,0.6386601028969301
2022-02-18,3499324,3283992,38306,19855682,32998737,13775,30078,59,55845,20715,52854419,76560,0.17992424242424243,177026,6837851.0,0.6389453826219702
2022-02-19,3507547,3307881,38361,19889387,33003056,8223,23889,55,33705,4319,52892443,38024,0.21625815274563434,161305,6838132.0,0.6389716399435346
2022-02-20,3511819,3330140,38410,19908156,33008521,4272,22259,49,18769,5465,52916677,24234,0.17628125773706363,143269,6838281.0,0.6389855628649336
2022-02-21,3525278,3349266,38467,19954465,33029039,13459,19126,57,46309,20518,52983504,66827,0.2014006314812875,137545,6839978.0,0.6391441346610007
2022-02-22,3539491,3357320,38526,19999033,33041921,14213,8054,59,44568,12882,53040954,57450,0.2473977371627502,143645,6841660.0,0.6393013048206854
2022-02-23,3550703,3366060,38567,20036793,33053324,11212,8740,41,37760,11403,53090117,49163,0.22805768565791348,146076,6843305.0,0.6394550176106267
2022-02-24,3560742,3397615,38623,20074803,33066012,10039,31555,56,38010,12688,53140815,50698,0.19801570081660025,124504,6844939.0,0.6396077025338875
2022-02-25,3569862,3417201,38668,20111812,33076420,9120,19586,45,37009,10408,53188232,47417,0.19233608199590865,113993,6847028.0,0.6398029037607492
2022-02-26,3575454,3432768,38711,20133959,33080225,5592,15567,43,22147,3805,53214184,25952,0.2154747225647349,103975,6847189.0,0.6398179479912541
2022-02-27,3578780,3447477,38759,20148403,33084643,3326,14709,48,14444,4418,53233046,18862,0.1763333686777648,92544,6847265.0,0.6398250496155918
2022-02-28,3588946,3460845,38814,20187451,33103445,10166,13368,55,39048,18802,53290896,57850,0.17573033707865168,89287,6848237.0,0.6399158756531742
2022-03-01,3600576,3466492,38853,20221818,33115003,11630,5647,39,34367,11558,53336821,45925,0.25323897659227,95231,6849023.0,0.6399893213996143
2022-03-02,3609546,3472242,38899,20249263,33125203,8970,5750,46,27445,10200,53374466,37645,0.23827865586399255,98405,6849932.0,0.6400742605643904
2022-03-03,3617626,3489336,38944,20277296,33136244,8080,17094,45,28033,11041,53413540,39074,0.2067871218713211,89346,6850875.0,0.6401623767716333
2022-03-04,3625884,3501559,38976,20306996,33146597,8258,12223,32,29700,10353,53453593,40053,0.2061768157191721,85349,6852101.0,0.6402769371852918
2022-03-05,3630448,3512171,39008,20324553,33150003,4564,10612,32,17557,3406,53474556,20963,0.21771692982874588,79269,6852192.0,0.6402854404460119
2022-03-06,3633022,3521690,39045,20334769,33154314,2574,9519,37,10216,4311,53489083,14527,0.17718730639498864,72287,6852210.0,0.6402871224096709
2022-03-07,3643498,3530540,39082,20365041,33171026,10476,8850,37,30272,16712,53536067,46984,0.2229695215392474,73876,6852768.0,0.6403392632830978
2022-03-08,3653991,3534626,39124,20394144,33181470,10493,4086,42,29103,10444,53575614,39547,0.2653298606721117,80241,6853312.0,0.6403900959625677
2022-03-09,3663082,3539057,39155,20420953,33190922,9091,4431,31,26809,9452,53611875,36261,0.2507101293400623,84870,6853900.0,0.6404450401087595
2022-03-10,3671325,3552891,39180,20447024,33201381,8243,13834,25,26071,10459,53648405,36530,0.2256501505611826,79254,6854572.0,0.640507833418693
2022-03-11,3679682,3562328,39198,20474002,33211005,8357,9437,18,26978,9624,53685007,36602,0.2283208567837823,78156,6855482.0,0.6405928660258946
2022-03-12,3684109,3571061,39224,20490066,33214305,4427,8733,26,16064,3300,53704371,19364,0.2286201198099566,73824,6855588.0,0.6406027709229972
2022-03-13,3686863,3579090,39250,20499175,33218198,2754,8029,26,9109,3893,53717373,13002,0.21181356714351637,68523,6855606.0,0.6406044528866561
2022-03-14,3697689,3587026,39286,20529908,33228984,10826,7936,36,30733,10786,53758892,41519,0.26074809123533804,71377,6855986.0,0.6406399610083446
2022-03-15,3708405,3590493,39312,20559136,33235920,10716,3467,26,29228,6936,53795056,36164,0.29631677911735427,78600,6856423.0,0.6406807953482866
2022-03-16,3716961,3594211,39341,20584842,33242517,8556,3718,29,25706,6597,53827359,32303,0.2648670402129833,83409,6856966.0,0.640731534585331
2022-03-17,3725118,3606824,39371,20609819,33249429,8157,12613,30,24977,6912,53859248,31889,0.2557935338204396,78923,6857405.0,0.6407725558101238
2022-03-18,3733834,3616279,39392,20636114,33255803,8716,9455,21,26295,6374,53891917,32669,0.2667972695827849,78163,6858198.0,0.6408466556535424
2022-03-19,3738622,3624869,39413,20650111,33258098,4788,8590,21,13997,2295,53908209,16292,0.29388657009575253,74340,6858243.0,0.6408508605626897
2022-03-20,3740899,3632967,39436,20659096,33261190,2277,8098,23,8985,3092,53920286,12077,0.18854020038088928,68496,6858255.0,0.6408519818717957
2022-03-21,3751320,3640893,39474,20688399,33270270,10421,7926,38,29303,9080,53958669,38383,0.2715004038246098,70953,6858582.0,0.640882537544933
2022-03-22,3761814,3644433,39493,20716707,33277001,10494,3540,19,28308,6731,53993708,35039,0.2994948485972773,77888,6858983.0,0.640920007957557
2022-03-23,3770291,3648190,39522,20742291,33283412,8477,3757,29,25584,6411,54025703,31995,0.2649476480700109,82579,6859415.0,0.6409603750853713
2022-03-24,3777410,3661245,39550,20766822,33290130,7119,13055,28,24531,6718,54056952,31249,0.22781529008928286,76615,6859834.0,0.6409995274616542
2022-03-25,3784956,3670497,39575,20791069,33297012,7546,9252,25,24247,6882,54088081,31129,0.24241061389700921,74884,6860498.0,0.6410615732321838
2022-03-26,3788476,3679269,39602,20803285,33299256,3520,8772,27,12216,2244,54102541,14460,0.24343015214384509,69605,6860552.0,0.6410666191231605
2022-03-27,3790721,3687260,39622,20811498,33301913,2245,7991,20,8213,2657,54113411,10870,0.20653173873045078,63839,6860567.0,0.6410680207595431
2022-03-28,3799531,3695560,39652,20838236,33310844,8810,8300,30,26738,8931,54149080,35669,0.24699318736157447,64319,6860828.0,0.6410924092325976
2022-03-29,3808441,3699012,39679,20865934,33317646,8910,3452,27,27698,6802,54183580,34500,0.2582608695652174,69750,6861122.0,0.6411198813056934
2022-03-30,3815835,3702565,39703,20890744,33323957,7394,3553,24,24810,6311,54214701,31121,0.237588766427814,73567,6861487.0,0.6411539877909995
2022-03-31,3822321,3715166,39719,20914283,33330292,6486,12601,16,23539,6335,54244575,29874,0.2171118698533842,67436,6861822.0,0.6411852910035408
2022-04-01,3828298,3723880,39733,20935214,33336776,5977,8714,14,20931,6484,54271990,27415,0.21801933248221778,64685,6862318.0,0.6412316384465869
2022-04-02,3830888,3732101,39754,20945932,33338819,2590,8221,21,10718,2043,54284751,12761,0.2029621503017005,59033,6862378.0,0.6412372449921168
2022-04-03,3832545,3739203,39772,20952358,33341537,1657,7102,18,6426,2718,54293895,9144,0.18121172353455817,53570,6862407.0,0.6412399548224561
2022-04-04,3839099,3746361,39795,20975225,33349681,6554,7158,23,22867,8144,54324906,31011,0.2113443616781142,52943,6862600.0,0.6412579892105769
2022-04-05,3845801,3749210,39823,20997598,33355854,6702,2849,28,22373,6173,54353452,28546,0.2347789532684089,56768,6862756.0,0.6412725662289543
2022-04-06,3851088,3752073,39850,21017284,33361573,5287,2863,27,19686,5719,54378857,25405,0.20810864003148988,59165,6863044.0,0.6412994776474973
2022-04-07,3856068,3763004,39877,21035132,33367089,4980,10931,27,17848,5516,54402221,23364,0.21314843348741655,53187,6863343.0,0.6413274169327207
2022-04-08,3860200,3770727,39896,21052393,33372379,4132,7723,19,17261,5290,54424772,22551,0.18322912509423087,49577,6863789.0,0.6413690922544919
2022-04-09,3862450,3777849,39916,21062180,33374279,2250,7122,20,9787,1900,54436459,11687,0.1925216052023616,44685,6863847.0,0.6413745119151707
