date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-24,2063505,1832512,32635,13183063,29978872,18044,12618,93,101475,27741,43161935,129216,0.1396421495789995,198358
2021-11-25,2091442,1845058,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213635
2021-11-26,2111820,1858168,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220786
2021-11-27,2124348,1863924,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227463
2021-11-28,2133653,1869743,33081,13508423,30062042,9305,5819,120,49893,10275,43570465,60168,0.15465031245844968,230829
2021-11-29,2151264,1892006,33189,13595577,30110207,17611,22263,108,87154,48165,43705784,135319,0.13014432563054706,226069
2021-11-30,2173282,1911141,33309,13709676,30138074,22018,19135,120,114099,27867,43847750,141966,0.15509347308510488,228832
2021-12-01,2194433,1919560,33449,13810312,30163498,21151,8419,140,100636,25424,43973810,126060,0.16778518165952722,241424
2021-12-02,2213049,1939940,33573,13911565,30194247,18616,20380,124,101253,30749,44105812,132002,0.14102816623990547,239536
2021-12-03,2230731,1960405,33692,14011478,30219324,17682,20465,119,99913,25077,44230802,124990,0.14146731738539084,236634
2021-12-04,2241713,1969531,33801,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238381
2021-12-05,2248046,1977978,33911,14122629,30235396,6333,8447,110,39278,8700,44358025,47978,0.13199799908291301,236157
2021-12-06,2263612,2004913,34034,14209891,30275552,15566,26935,123,87262,40156,44485443,127418,0.12216484327175124,224665
2021-12-07,2283140,2029787,34143,14314115,30299206,19528,24874,109,104224,23654,44613321,127878,0.15270804986002284,219210
2021-12-08,2299342,2050566,34255,14402912,30323373,16202,20779,112,88797,24167,44726285,112964,0.14342622428384263,214521
2021-12-09,2313605,2070039,34368,14490515,30352156,14263,19473,113,87603,28783,44842671,116386,0.12254910384410496,209198
2021-12-10,2326004,2089103,34488,14577733,30375266,12399,19064,120,87218,23110,44952999,110328,0.11238307591907766,202413
2021-12-11,2335088,2097398,34588,14640412,30382370,9084,8295,100,62679,7104,45022782,69783,0.13017497098147113,203102
2021-12-12,2339213,2105046,34711,14668794,30390678,4125,7648,123,28382,8308,45059472,36690,0.11242845461978741,199456
2021-12-13,2351115,2132052,34825,14751747,30427554,11902,27006,114,82953,36876,45179301,119829,0.09932487127490007,184238
2021-12-14,2367818,2152712,34936,14848525,30450732,16703,20660,111,96778,23178,45299257,119956,0.13924272233152155,180170
2021-12-15,2379435,2171454,35059,14924009,30474255,11617,18742,123,75484,23523,45398264,99007,0.11733513791954105,172922
2021-12-16,2388930,2188562,35155,15002495,30504057,9495,17108,96,78486,29802,45506552,108288,0.08768284574468085,165213
2021-12-17,2397892,2204984,35243,15079417,30528498,8962,16422,88,76922,24441,45607915,101363,0.08841490484693626,157665
2021-12-18,2403876,2212092,35345,15129198,30538662,5984,7108,102,49781,10164,45667860,59945,0.09982483943614981,156439
2021-12-19,2407617,2218493,35413,15158922,30548740,3741,6401,68,29724,10078,45707662,39802,0.09399025174614341,153711
2021-12-20,2416204,2240815,35492,15232313,30581842,8587,22322,79,73391,33102,45814155,106493,0.08063440789535463,139897
2021-12-21,2428043,2257308,35573,15314859,30603658,11839,16493,81,82546,21816,45918517,104362,0.11344167417259156,135162
2021-12-22,2435734,2272235,35657,15393615,30623426,7691,14927,84,78756,19768,46017041,98524,0.0780621980431164,127842
2021-12-23,2443093,2284941,35715,15482981,30639622,7359,12706,58,89366,16196,46122603,105562,0.06971258596843562,122437
2021-12-24,2445138,2297249,35792,15503746,30644111,2045,12308,77,20765,4489,46147857,25254,0.08097727092737785,112097
2021-12-25,2446227,2302646,35859,15517362,30649506,1089,5397,67,13616,5395,46166868,19011,0.05728262584819315,107722
2021-12-26,2448241,2307584,35943,15538423,30659268,2014,4938,84,21061,9762,46197691,30823,0.06534081692242806,104714
2021-12-27,2455096,2325819,35994,15594265,30683358,6855,18235,51,55842,24090,46277623,79932,0.08576039633688635,93283
2021-12-28,2464174,2338796,36066,15653696,30700909,9078,12977,72,59431,17551,46354605,76982,0.11792367046842119,89312
2021-12-29,2470323,2349334,36140,15697742,30718056,6149,10538,74,44046,17147,46415798,61193,0.1004853496314938,84849
2021-12-30,2476075,2358086,36198,15737314,30734485,5752,8752,58,39572,16429,46471799,56001,0.10271245156336493,81791
2021-12-31,2481070,2366768,36252,15772820,30742810,4995,8682,54,35506,8325,46515630,43831,0.11396043895872784,78050
2022-01-01,2482158,2371114,36296,15781507,30746950,1088,4346,44,8687,4140,46528457,12827,0.08482108053325017,74748
2022-01-02,2484082,2374987,36346,15801094,30758392,1924,3873,50,19587,11442,46559486,31029,0.06200651003899578,72749
2022-01-03,2493421,2387823,36407,15874536,30797648,9339,12836,61,73442,39256,46672184,112698,0.08286748655699303,69191
2022-01-04,2503597,2396304,36466,15946061,30822219,10176,8481,59,71525,24571,46768280,96096,0.10589410589410589,70827
2022-01-05,2510979,2403916,36504,15999637,30843794,7382,7612,38,53576,21575,46843431,75151,0.09822889914971192,70559
2022-01-06,2517615,2409019,36560,16056900,30865777,6636,5103,56,57263,21983,46922677,79246,0.0837392423592358,72036
2022-01-07,2524280,2410036,36604,16125221,30881830,6665,1017,44,68321,16053,47007051,84374,0.07899352881219333,77640
2022-01-08,2528239,2410131,36644,16165590,30888931,3959,95,40,40369,7101,47054521,47470,0.08340004213187276,81464
2022-01-09,2531002,2410193,36666,16189440,30897119,2763,62,22,23850,8188,47086559,32038,0.08624133841063737,84143
2022-01-10,2538345,2410522,36708,16260914,30929358,7343,329,42,71474,32239,47190272,103713,0.07080115318233973,91115
2022-01-11,2550711,2410762,36722,16334123,30948502,12366,240,14,73209,19144,47282625,92353,0.13389927777116065,103227
