date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-10-27,1749739,1674828,30757,11556661,28768050,5865,1552,21,64256,78768,40324711,143024,0.04100710370287504,44154,5092851.0,0.47588835013101094
2021-10-28,1754096,1676382,30783,11598896,28799970,4357,1554,26,42235,31920,40398866,74155,0.05875530982401726,46931,5083748.0,0.4750377437317186
2021-10-29,1759855,1678185,30809,11643848,28886954,5759,1803,26,44952,86984,40530802,131936,0.043649951491632304,50861,5101565.0,0.4767026074267853
2021-10-30,1764914,1679008,30833,11681898,28919114,5059,823,24,38050,32160,40601012,70210,0.07205526278307933,55073,5103299.0,0.4768646365925958
2021-10-31,1767706,1679971,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,56871,5105460.0,0.47706656567409317
2021-11-01,1775322,1683398,30895,11770799,29006359,7616,3427,31,64232,49185,40777158,113417,0.06715042718463722,61029,5129813.0,0.4793421690622034
2021-11-02,1785262,1686604,30931,11830912,29040045,9940,3206,36,60113,33686,40870957,93799,0.10597127901150333,67727,5154229.0,0.4816236593231199
2021-11-03,1794745,1690123,30976,11873756,29078149,9483,3519,45,42844,38104,40951905,80948,0.11714928101991402,73646,5182414.0,0.48425733408573174
2021-11-04,1803239,1693735,31021,11917447,29120505,8494,3612,45,43691,42356,41037952,86047,0.0987134937882785,78483,5212383.0,0.4870577101354289
2021-11-05,1812495,1697878,31078,11967844,29186327,9256,4143,57,50397,65822,41154171,116219,0.07964274344126175,83539,5245900.0,0.4901896199107868
2021-11-06,1818239,1699941,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,87168,5252723.0,0.4908271775799477
2021-11-07,1821250,1702244,31169,12021245,29247970,3011,2303,39,18291,24899,41269215,43190,0.06971521185459598,87837,5257123.0,0.4912383242521312
2021-11-08,1830537,1708784,31217,12071098,29303586,9287,6540,48,49853,55616,41374684,105469,0.08805430979719159,90536,5283231.0,0.4936779190969873
2021-11-09,1845120,1714270,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,99570,5310184.0,0.49619647279138784
2021-11-10,1858688,1720446,31355,12204540,29384766,13568,6176,75,64151,41846,41589306,105997,0.12800362274403992,106887,5337252.0,0.4987257723647204
2021-11-11,1869141,1723448,31426,12268756,29434149,10453,3002,71,64216,49383,41702905,113599,0.09201665507618906,114267,5365783.0,0.5013917782065539
2021-11-12,1883400,1730721,31494,12341884,29500808,14259,7273,68,73128,66659,41842692,139787,0.1020051936160015,121185,5398987.0,0.5044944405027315
2021-11-13,1892580,1734380,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,126632,5404925.0,0.5050493016253282
2021-11-14,1898278,1738066,31630,12416275,29559633,5698,3686,62,28372,24236,41975908,52608,0.10831052311435523,128582,5408882.0,0.5054190533030168
2021-11-15,1909840,1748225,31723,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,129892,5434975.0,0.5078572465114906
2021-11-16,1932376,1756995,31793,12578788,29671332,22536,8770,70,95641,51522,42250120,147163,0.15313631823216434,143588,5460417.0,0.5102346087009662
2021-11-17,1946566,1765571,31875,12640681,29695281,14190,8576,82,61893,23949,42335962,85842,0.1653036974907388,149120,5452781.0,0.5095210823398768
2021-11-18,1960079,1773760,31995,12705044,29747519,13513,8189,120,64363,52238,42452563,116601,0.11589094433152375,154324,5464226.0,0.5105905308996814
2021-11-19,1983049,1782938,32108,12796709,29813877,22970,9178,113,91665,66358,42610586,158023,0.14535858704112692,168003,5479943.0,0.512059165501206
2021-11-20,1997463,1786588,32204,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,178671,5478367.0,0.5119119002386239
2021-11-21,2005740,1790325,32317,12898652,29873218,8277,3737,113,36115,25987,42771870,62102,0.13328073169946217,183098,5474976.0,0.5115950369737662
