date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-18,1959255,1774324,31994,12705044,29747519,13504,8186,120,64363,52238,42452563,116601,0.11581375802951947,152937
2021-11-19,1982224,1783500,32107,12796709,29813877,22969,9176,113,91665,66358,42610586,158023,0.14535225884839548,166617
2021-11-20,1996639,1787151,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177285
2021-11-21,2004914,1790889,32316,12898652,29873218,8275,3738,113,36115,25987,42771870,62102,0.13324852661750025,181709
2021-11-22,2019428,1806809,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180192
2021-11-23,2045338,1819966,32542,13081588,29951131,25910,13157,115,104776,30004,43032719,134780,0.19223920462976704,192830
2021-11-24,2063382,1832581,32635,13183063,29978872,18044,12615,93,101475,27741,43161935,129216,0.1396421495789995,198166
2021-11-25,2091319,1845127,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213443
2021-11-26,2111697,1858237,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220594
2021-11-27,2124225,1863993,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227271
2021-11-28,2133530,1869811,33081,13508423,30062042,9305,5818,120,49893,10275,43570465,60168,0.15465031245844968,230638
2021-11-29,2151139,1892074,33189,13595577,30110207,17609,22263,108,87154,48165,43705784,135319,0.13012954574006608,225876
2021-11-30,2173155,1911209,33309,13709676,30138074,22016,19135,120,114099,27867,43847750,141966,0.15507938520490822,228637
2021-12-01,2194304,1919628,33448,13810312,30163498,21149,8419,139,100636,25424,43973810,126060,0.16776931619863558,241228
2021-12-02,2212920,1940004,33572,13911565,30194247,18616,20376,124,101253,30749,44105812,132002,0.14102816623990547,239344
2021-12-03,2230601,1960469,33691,14011478,30219324,17681,20465,119,99913,25077,44230802,124990,0.14145931674533962,236441
2021-12-04,2241584,1969598,33800,14083351,30226696,10983,9129,109,71873,7372,44310047,79245,0.13859549498391066,238186
2021-12-05,2247916,1978045,33910,14122629,30235396,6332,8447,110,39278,8700,44358025,47978,0.13197715619659012,235961
2021-12-06,2263482,2004970,34033,14209891,30275552,15566,26925,123,87262,40156,44485443,127418,0.12216484327175124,224479
2021-12-07,2283002,2029821,34141,14314115,30299206,19520,24851,108,104224,23654,44613321,127878,0.1526454902328782,219040
2021-12-08,2299202,2050586,34253,14402910,30323364,16200,20765,112,88795,24158,44726274,112953,0.14342248545855354,214363
2021-12-09,2313454,2070034,34366,14490511,30352045,14252,19448,113,87601,28681,44842556,116282,0.12256411138439312,209054
2021-12-10,2325853,2089078,34486,14577727,30375116,12399,19044,120,87216,23071,44952843,110287,0.11242485515065238,202289
2021-12-11,2334937,2097365,34586,14640405,30382209,9084,8287,100,62678,7093,45022614,69771,0.13019735993464332,202986
2021-12-12,2339061,2105011,34708,14668787,30390509,4124,7646,122,28382,8300,45059296,36682,0.11242571288370318,199342
2021-12-13,2350961,2132008,34821,14751738,30427046,11900,26997,113,82951,36537,45178784,119488,0.0995915907873594,184132
2021-12-14,2367662,2152661,34931,14848515,30450007,16701,20653,110,96777,22961,45298522,119738,0.13947953030783877,180070
2021-12-15,2379279,2171395,35054,14923990,30473381,11617,18734,123,75475,23374,45397371,98849,0.11752268611720908,172830
2021-12-16,2388773,2188720,35150,15002473,30503065,9494,17325,96,78483,29684,45505538,108167,0.08777168637384784,164903
2021-12-17,2397733,2205370,35237,15079393,30527305,8960,16650,87,76920,24240,45606698,101160,0.088572558323448,157126
2021-12-18,2403716,2212531,35338,15129171,30537428,5983,7161,101,49778,10123,45666599,59901,0.09988147109397172,155847
2021-12-19,2407457,2218943,35406,15158895,30547479,3741,6412,68,29724,10051,45706374,39775,0.09405405405405405,153108
2021-12-20,2416037,2241397,35484,15232281,30580243,8580,22454,78,73386,32764,45812524,106150,0.08082901554404145,139156
2021-12-21,2427872,2257997,35564,15314820,30601787,11835,16600,80,82539,21544,45916607,104083,0.11370732972723692,134311
2021-12-22,2435563,2272824,35647,15393566,30621331,7691,14827,83,78746,19544,46014897,98290,0.07824804150981789,127092
2021-12-23,2442921,2285420,35704,15482928,30637438,7358,12596,57,89362,16107,46120366,105469,0.06976457537285838,121797
2021-12-24,2444966,2297635,35779,15503692,30641872,2045,12215,75,20764,4434,46145564,25198,0.08115723470116676,111552
2021-12-25,2446055,2302971,35846,15517308,30647238,1089,5336,67,13616,5366,46164546,18982,0.05737014013275735,107238
2021-12-26,2448069,2307848,35927,15538366,30656973,2014,4877,81,21058,9735,46195339,30793,0.06540447504302926,104294
2021-12-27,2454922,2325979,35978,15594207,30680722,6853,18131,51,55841,23749,46274929,79590,0.086103781882146,92965
2021-12-28,2463998,2338885,36049,15653637,30698131,9076,12906,71,59430,17409,46351768,76839,0.11811710199247778,89064
2021-12-29,2470146,2349361,36119,15697676,30714993,6148,10476,70,44039,16862,46412669,60901,0.10095072330503604,84666
2021-12-30,2475896,2358077,36175,15737245,30731112,5750,8716,56,39569,16119,46468357,55688,0.1032538428386726,81644
2021-12-31,2480891,2366743,36226,15772751,30739295,4995,8666,51,35506,8183,46512046,43689,0.11433083842614845,77922
2022-01-01,2481979,2371080,36268,15781437,30743365,1088,4337,42,8686,4070,46524802,12756,0.08529319535904673,74631
2022-01-02,2483903,2371156,36317,15801023,30754627,1924,76,49,19586,11262,46555650,30848,0.06237033195020747,76430
2022-01-03,2493243,2371471,36378,15874461,30792132,9340,315,61,73438,37505,46666593,110943,0.08418737549913019,85394
2022-01-04,2503419,2371807,36429,15945987,30815533,10176,336,51,71526,23401,46761520,94927,0.10719816279878222,95183
2022-01-05,2510796,2372033,36449,15994901,30834782,7377,226,20,48914,19249,46829683,68163,0.1082258703402139,102314
