date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-10-18,1713744,1665734,30625,11187583,28268643,2538,1167,12,27244,55680,39456226,82924,0.0306063383338961,17385,5028628.0
2021-10-19,1716993,1666655,30635,11221388,28306938,3249,921,10,33805,38295,39528326,72100,0.045062413314840497,19703,5023336.0
2021-10-20,1720271,1667694,30642,11255829,28354493,3278,1039,7,34441,47555,39610322,81996,0.03997755988096981,21935,5025826.0
2021-10-21,1723915,1668681,30652,11297691,28414830,3644,987,10,41862,60337,39712521,102199,0.035655926183230754,24582,5030747.0
2021-10-22,1728153,1669651,30666,11343080,28508081,4238,970,14,45389,93251,39851161,138640,0.030568378534333526,27836,5043474.0
2021-10-23,1730909,1670127,30679,11373156,28543396,2756,476,13,30076,35315,39916552,65391,0.04214647275618969,30103,5041594.0
2021-10-24,1732748,1670662,30700,11390310,28571519,1839,535,21,17154,28123,39961829,45277,0.04061664862954701,31386,5039647.0
2021-10-25,1737035,1672278,30720,11430738,28635947,4287,1616,20,40428,64428,40066685,104856,0.040884641794460976,34037,5056163.0
2021-10-26,1743326,1673652,30736,11492405,28689282,6291,1374,16,61667,53335,40181687,115002,0.054703396462670216,38938,5072116.0
2021-10-27,1749191,1675204,30757,11556661,28768050,5865,1552,21,64256,78768,40324711,143024,0.04100710370287504,43230,5091154.0
2021-10-28,1753548,1676758,30783,11598896,28799970,4357,1554,26,42235,31920,40398866,74155,0.05875530982401726,46007,5082062.0
2021-10-29,1759305,1678561,30809,11643848,28886954,5757,1803,26,44952,86984,40530802,131936,0.04363479262672811,49935,5099875.0
2021-10-30,1764363,1679384,30833,11681898,28919114,5058,823,24,38050,32160,40601012,70210,0.07204101979774961,54146,5101607.0
2021-10-31,1767155,1680347,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,55944,5103770.0
2021-11-01,1774770,1683774,30895,11770799,29006359,7615,3427,31,64232,49185,40777158,113417,0.0671416101642611,60101,5128129.0
2021-11-02,1784710,1686980,30931,11830912,29040045,9940,3206,36,60113,33686,40870957,93799,0.10597127901150333,66799,5152548.0
2021-11-03,1794193,1690500,30976,11873756,29078149,9483,3520,45,42844,38104,40951905,80948,0.11714928101991402,72717,5180732.0
2021-11-04,1802685,1694112,31021,11917447,29120505,8492,3612,45,43691,42356,41037952,86047,0.09869025067695562,77552,5210701.0
2021-11-05,1811940,1698255,31078,11967844,29186327,9255,4143,57,50397,65822,41154171,116219,0.07963413899620544,82607,5244214.0
2021-11-06,1817684,1700318,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,86236,5251035.0
2021-11-07,1820695,1702623,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86903,5255437.0
2021-11-08,1829983,1709163,31217,12071098,29303586,9288,6540,48,49853,55616,41374684,105469,0.08806379125619851,89603,5281545.0
2021-11-09,1844566,1714649,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,98637,5308497.0
2021-11-10,1858133,1720825,31355,12204540,29384766,13567,6176,75,64151,41846,41589306,105997,0.1279941885147693,105953,5335564.0
2021-11-11,1868584,1723828,31426,12268756,29434149,10451,3003,71,64216,49383,41702905,113599,0.0919990492874057,113330,5364091.0
2021-11-12,1882843,1731102,31494,12341884,29500808,14259,7274,68,73128,66659,41842692,139787,0.1020051936160015,120247,5397297.0
2021-11-13,1892023,1734761,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125694,5403238.0
2021-11-14,1897719,1738447,31630,12416275,29559633,5696,3686,62,28372,24236,41975908,52608,0.10827250608272507,127642,5407191.0
2021-11-15,1909281,1748605,31723,12483147,29619810,11562,10158,93,66872,60177,42102957,127049,0.09100425819959228,128953,5433286.0
2021-11-16,1931816,1757376,31792,12578788,29671332,22535,8771,69,95641,51522,42250120,147163,0.1531295230458743,142648,5458720.0
2021-11-17,1946001,1765952,31874,12640681,29695281,14185,8576,82,61893,23949,42335962,85842,0.16524545094475898,148175,5451087.0
2021-11-18,1959513,1774141,31994,12705044,29747519,13512,8189,120,64363,52238,42452563,116601,0.11588236807574549,153378,5462536.0
2021-11-19,1982483,1783318,32107,12796709,29813877,22970,9177,113,91665,66358,42610586,158023,0.14535858704112692,167058,5478251.0
2021-11-20,1996897,1786968,32203,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,177726,5476678.0
2021-11-21,2005174,1790706,32316,12898652,29873218,8277,3738,113,36115,25987,42771870,62102,0.13328073169946217,182152,5473289.0
2021-11-22,2019688,1806626,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180635,5476540.0
2021-11-23,2045599,1819788,32542,13081588,29951131,25911,13162,115,104776,30004,43032719,134780,0.19224662412820892,193269,5483087.0
2021-11-24,2063643,1832405,32635,13183063,29978872,18044,12617,93,101475,27741,43161935,129216,0.1396421495789995,198603,5490768.0
2021-11-25,2091580,1844951,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213880,5493533.0
2021-11-26,2111958,1858061,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,221031,5502757.0
2021-11-27,2124486,1863816,32961,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,227709,5498217.0
2021-11-28,2133791,1869637,33081,13508423,30062042,9305,5821,120,49893,10275,43570465,60168,0.15465031245844968,231073,5493734.0
2021-11-29,2151404,1891901,33189,13595577,30110207,17613,22264,108,87154,48165,43705784,135319,0.13015910552102808,226314,5499796.0
2021-11-30,2173424,1911037,33309,13709676,30138074,22020,19136,120,114099,27867,43847750,141966,0.15510756096530154,229078,5514618.0
2021-12-01,2194576,1919456,33449,13810312,30163498,21152,8419,140,100636,25424,43973810,126060,0.16779311438997302,241671,5538681.0
2021-12-02,2213194,1939841,33573,13911565,30194247,18618,20385,124,101253,30749,44105812,132002,0.14104331752549204,239780,5566660.0
2021-12-03,2230877,1960308,33692,14011478,30219324,17683,20467,119,99913,25077,44230802,124990,0.14147531802544203,236877,5603685.0
2021-12-04,2241859,1969434,33801,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,238624,5614567.0
2021-12-05,2248192,1977883,33911,14122629,30235396,6333,8449,110,39278,8700,44358025,47978,0.13199799908291301,236398,5619912.0
2021-12-06,2263762,2004819,34034,14209891,30275552,15570,26936,123,87262,40156,44485443,127418,0.12219623601061075,224909,5644823.0
2021-12-07,2283290,2029693,34143,14314115,30299206,19528,24874,109,104224,23654,44613321,127878,0.15270804986002284,219454,5682069.0
2021-12-08,2299492,2050472,34255,14402912,30323373,16202,20779,112,88797,24167,44726285,112964,0.14342622428384263,214765,5707675.0
2021-12-09,2313756,2069943,34368,14490515,30352156,14264,19471,113,87603,28783,44842671,116386,0.12255769594281099,209445,5733048.0
2021-12-10,2326155,2089007,34488,14577733,30375266,12399,19064,120,87218,23110,44952999,110328,0.11238307591907766,202660,5760416.0
2021-12-11,2335239,2097302,34588,14640412,30382370,9084,8295,100,62679,7104,45022782,69783,0.13017497098147113,203349,5770303.0
2021-12-12,2339364,2104953,34711,14668794,30390678,4125,7651,123,28382,8308,45059472,36690,0.11242845461978741,199700,5771677.0
2021-12-13,2351267,2131968,34825,14751747,30427554,11903,27015,114,82953,36876,45179301,119829,0.09933321650017943,184474,5772773.0
2021-12-14,2367971,2152651,34938,14848526,30450752,16704,20683,113,96779,23198,45299278,119977,0.13922668511464698,180382,5788560.0
