date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active
2021-12-15,2379588,2171403,35061,14924010,30474321,11617,18752,123,75484,23569,45398331,99053,0.11728064773404137,173124,5798859.0
2021-12-16,2389085,2188527,35157,15002497,30504149,9497,17124,96,78487,29828,45506646,108315,0.08767945344596778,165401,5807183.0
2021-12-17,2398047,2204950,35245,15079421,30528755,8962,16423,88,76924,24606,45608176,101530,0.08826947700187136,157852,5819421.0
2021-12-18,2404031,2212060,35347,15129202,30538939,5984,7110,102,49781,10184,45668141,59965,0.0997915450679563,156624,5820102.0
2021-12-19,2407772,2218461,35415,15158926,30549032,3741,6401,68,29724,10093,45707958,39817,0.09395484340859432,153896,5815887.0
2021-12-20,2416371,2240790,35494,15232318,30582336,8599,22329,79,73392,33304,45814654,106696,0.08059346179800554,140087,5816123.0
2021-12-21,2428211,2257283,35575,15314878,30604245,11840,16493,81,82560,21909,45919123,104469,0.11333505633250054,135353,5814068.0
2021-12-22,2435903,2272035,35659,15393634,30624389,7692,14752,84,78756,20144,46018023,98900,0.07777553083923154,128209,5798178.0
2021-12-23,2443262,2284498,35717,15483000,30640662,7359,12463,58,89366,16273,46123662,105639,0.06966177264078607,123047,5740681.0
2021-12-24,2445307,2296738,35795,15503766,30645198,2045,12240,78,20766,4536,46148964,25302,0.08082365030432377,112774,5654931.0
2021-12-25,2446396,2302117,35862,15517382,30650610,1089,5379,67,13616,5412,46167992,19028,0.057231448391843597,108417,5476351.0
2021-12-26,2448410,2307043,35946,15538443,30660401,2014,4926,84,21061,9791,46198844,30852,0.06527939841825489,105421,5450786.0
2021-12-27,2455268,2325379,35997,15594286,30684635,6858,18336,51,55843,24234,46278921,80077,0.08564256902731121,93892,5565858.0
2021-12-28,2464346,2338428,36069,15653715,30702232,9078,13049,72,59429,17597,46355947,77026,0.11785630825954872,89849,5543012.0
2021-12-29,2470500,2349029,36143,15697765,30719734,6154,10601,74,44050,17502,46417499,61552,0.0999805042890564,85328,5512380.0
2021-12-30,2476254,2357836,36201,15737339,30736249,5754,8807,58,39574,16515,46473588,56089,0.10258696000998413,82217,5470712.0
2021-12-31,2481249,2366568,36256,15772845,30744627,4995,8732,55,35506,8378,46517472,43884,0.1138228055783429,78425,5390983.0
2022-01-01,2482337,2370947,36300,15781548,30748798,1088,4379,44,8703,4171,46530346,12874,0.08451141836259127,75090,5357408.0
2022-01-02,2484262,2374856,36350,15801137,30760286,1925,3909,50,19589,11488,46561423,31077,0.06194291598288123,73056,5348343.0
2022-01-03,2493602,2387747,36411,15874580,30800096,9340,12891,61,73443,39810,46674676,113253,0.08247022153938527,69444,5384671.0
2022-01-04,2503776,2396261,36470,15946105,30825149,10174,8514,59,71525,25053,46771254,96578,0.10534490256580173,71045,5434432.0
2022-01-05,2511157,2403886,36509,15999687,30846970,7381,7625,39,53582,21821,46846657,75403,0.09788735196212352,70762,5438257.0
2022-01-06,2517793,2409002,36565,16056950,30869912,6636,5116,56,57263,22942,46926862,80205,0.0827379839162147,72226,5457129.0
2022-01-07,2524459,2410011,36610,16125274,30886257,6666,1009,45,68324,16345,47011531,84669,0.07873011373702299,77838,5482597.0
2022-01-08,2528418,2411682,36652,16165644,30893513,3959,1671,42,40370,7256,47059157,47626,0.08312686347793222,80084,5483489.0
2022-01-09,2531180,2414962,36674,16189502,30901811,2762,3280,22,23858,8298,47091313,32156,0.08589376788157731,79544,5477721.0
2022-01-10,2538522,2425022,36717,16261154,30936514,7342,10060,43,71652,34703,47197668,106355,0.06903295566734051,76783,5477692.0
2022-01-11,2550893,2431733,36753,16339187,30957907,12371,6711,36,78033,21393,47297094,99426,0.12442419487860318,82407,5483781.0
2022-01-12,2562344,2437164,36792,16404542,30977027,11451,5431,39,65355,19120,47381569,84475,0.13555489789878664,88388,5486189.0
2022-01-13,2574027,2437371,36821,16474608,30998314,11683,207,29,70066,21287,47472922,91353,0.127888520355106,99835,5491934.0
2022-01-14,2587243,2437597,36846,16556265,31015028,13216,226,25,81657,16714,47571293,98371,0.13434853767878746,112800,5495425.0
2022-01-15,2596531,2437637,36862,16617285,31020079,9288,40,16,61020,5051,47637364,66071,0.1405760469797642,122032,5484651.0
2022-01-16,2603766,2437680,36874,16644911,31026887,7235,43,12,27626,6808,47671798,34434,0.21011209850728932,129212,5468662.0
