date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-11-15,1911278,1747438,31721,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,132119,5436332.0,0.507984047882889
2021-11-16,1933818,1756210,31791,12578788,29671332,22540,8772,70,95641,51522,42250120,147163,0.15316349897732445,145817,5461765.0,0.5103605690905352
2021-11-17,1948016,1764784,31873,12640681,29695281,14198,8574,82,61893,23949,42335962,85842,0.1653968919643065,151359,5454132.0,0.5096473230567222
2021-11-18,1961534,1772973,31993,12705044,29747519,13518,8189,120,64363,52238,42452563,116601,0.115933825610415,156568,5465595.0,0.5107184535801857
2021-11-19,1984506,1782150,32106,12796709,29813877,22972,9177,113,91665,66358,42610586,158023,0.1453712434265898,170250,5481297.0,0.5121856865453279
2021-11-20,1998920,1785799,32202,12862537,29847231,14414,3649,96,65828,33354,42709768,99182,0.1453287894980944,180919,5479722.0,0.5120385147251714
2021-11-21,2007198,1789536,32315,12898652,29873218,8278,3737,113,36115,25987,42771870,62102,0.13329683424044314,185347,5476333.0,0.5117218383451645
2021-11-22,2021716,1805457,32426,12976812,29921127,14518,15921,111,78160,47909,42897939,126069,0.1151591588733154,183833,5479590.0,0.5120261803250058
2021-11-23,2047628,1818618,32541,13081588,29951131,25912,13161,115,104776,30004,43032719,134780,0.19225404362665083,196469,5486130.0,0.5126372937877514
2021-11-24,2065674,1831232,32634,13183063,29978872,18046,12614,93,101475,27741,43161935,129216,0.13965762753838534,201808,5493864.0,0.5133599775065394
2021-11-25,2093611,1843776,32748,13284131,30014499,27937,12544,114,101068,35627,43298630,136695,0.20437470280551592,217087,5496628.0,0.513618252370611
2021-11-26,2113994,1856883,32866,13384086,30043867,20383,13107,118,99955,29368,43427953,129323,0.1576131082638046,224245,5505872.0,0.5144820341518983
2021-11-27,2126522,1862640,32961,13458530,30051767,12528,5757,95,74444,7900,43510297,82344,0.1521422325852521,230921,5501344.0,0.5140589268492513
2021-11-28,2135829,1868460,33081,13508423,30062042,9307,5820,120,49893,10275,43570465,60168,0.15468355271905332,234288,5496860.0,0.5136399310133261
2021-11-29,2153446,1890722,33189,13595577,30110207,17617,22262,108,87154,48165,43705784,135319,0.1301886653019901,229535,5502926.0,0.5142067527663864
2021-11-30,2175470,1909855,33309,13709676,30138074,22024,19133,120,114099,27867,43847750,141966,0.1551357367256949,232306,5517781.0,0.5155948399971332
2021-12-01,2196624,1918274,33449,13810312,30163498,21154,8419,140,100636,25424,43973810,126060,0.16780897985086468,244901,5541847.0,0.517843625409126
2021-12-02,2215247,1938661,33574,13911565,30194247,18623,20387,125,101253,30749,44105812,132002,0.1410811957394585,243012,5569863.0,0.5204615084018289
2021-12-03,2232932,1959127,33693,14011478,30219324,17685,20466,119,99913,25077,44230802,124990,0.14149131930554446,240112,5606912.0,0.5239234568240396
2021-12-04,2243914,1968253,33802,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,241859,5617767.0,0.5249377743528014
2021-12-05,2250248,1976702,33912,14122629,30235396,6334,8449,110,39278,8700,44358025,47978,0.1320188419692359,239634,5623105.0,0.5254365700201004
2021-12-06,2265828,2003639,34035,14209891,30275552,15580,26937,123,87262,40156,44485443,127418,0.1222747178577595,228154,5648050.0,0.5277674913241044
2021-12-07,2285361,2028512,34145,14314115,30299206,19533,24873,110,104224,23654,44613321,127878,0.1527471496269882,222704,5685312.0,0.5312493429829457
2021-12-08,2301570,2049291,34258,14402912,30323373,16209,20779,113,88797,24167,44726285,112964,0.1434881909280833,218021,5710917.0,0.5336419362877772
2021-12-09,2315835,2068759,34372,14490515,30352156,14265,19468,114,87603,28783,44842671,116386,0.12256628804151702,212704,5736309.0,0.5360146263559781
2021-12-10,2328235,2087820,34492,14577733,30375266,12400,19061,120,87218,23110,44952999,110328,0.11239213980131971,205923,5763689.0,0.5385730799660654
2021-12-11,2337321,2096114,34592,14640412,30382370,9086,8294,100,62679,7104,45022782,69783,0.13020363125689638,206615,5773563.0,0.5394957304754154
2021-12-12,2341450,2103767,34715,14668794,30390678,4129,7653,123,28382,8308,45059472,36690,0.11253747615153993,202968,5774923.0,0.5396228121740904
2021-12-13,2353355,2130781,34829,14751747,30427554,11905,27014,114,82953,36876,45179301,119829,0.09934990695073813,187745,5776042.0,0.5397273742482206
2021-12-14,2370062,2151468,34943,14848526,30450752,16707,20687,114,96779,23198,45299278,119977,0.13925168990723222,183651,5791856.0,0.5412050727650184
2021-12-15,2381679,2170220,35067,14924010,30474321,11617,18752,124,75484,23569,45398331,99053,0.11728064773404137,176392,5802162.0,0.5421680904021827
2021-12-16,2391178,2187345,35164,15002497,30504149,9499,17125,97,78487,29828,45506646,108315,0.08769791810921848,168669,5810523.0,0.5429493625217569
2021-12-17,2400140,2203782,35252,15079421,30528755,8962,16437,88,76924,24606,45608176,101530,0.08826947700187136,161106,5822806.0,0.5440971158341273
2021-12-18,2406125,2210896,35355,15129202,30538939,5985,7114,103,49781,10184,45668141,59965,0.0998082214625198,159874,5823491.0,0.5441611238955923
2021-12-19,2409869,2217299,35423,15158926,30549035,3744,6403,68,29724,10096,45707961,39820,0.09402310396785535,157147,5819272.0,0.5437668903024236
2021-12-20,2418468,2239648,35502,15232318,30582391,8599,22349,79,73392,33356,45814709,106748,0.08055420242065425,143318,5819575.0,0.543795203357349
2021-12-21,2430314,2256169,35583,15314879,30604329,11846,16521,81,82561,21938,45919208,104499,0.1133599364587221,138562,5817569.0,0.5436077578518035
2021-12-22,2438010,2270937,35667,15393635,30624503,7696,14768,84,78756,20174,46018138,98930,0.07779237844940867,131406,5801733.0,0.5421280036016448
2021-12-23,2445370,2283420,35725,15483003,30640808,7360,12483,58,89368,16305,46123811,105673,0.06964882231033472,126225,5744266.0,0.5367581477356518
2021-12-24,2447415,2295660,35803,15503769,30645364,2045,12240,78,20766,4556,46149133,25322,0.08075981360082142,115952,5658493.0,0.5287433105735617
2021-12-25,2448505,2301042,35871,15517386,30650787,1090,5382,68,13617,5423,46168173,19040,0.05724789915966386,111592,5479833.0,0.5120488868344014
2021-12-26,2450520,2305969,35955,15538447,30660597,2015,4927,84,21061,9810,46199044,30871,0.06527161413624437,108596,5454244.0,0.5096577886083778
2021-12-27,2457383,2324211,36006,15594291,30684999,6863,18242,51,55844,24402,46279290,80246,0.08552451212521496,97166,5569424.0,0.5204204871770362
2021-12-28,2466460,2337192,36078,15653719,30702628,9077,12981,72,59428,17629,46356347,77057,0.11779591730796683,93190,5546648.0,0.5182922424939335
2021-12-29,2472620,2347726,36153,15697769,30720173,6160,10534,75,44050,17545,46417942,61595,0.10000811754200828,88741,5516047.0,0.5154328108313226
2021-12-30,2478376,2356495,36211,15737349,30736726,5756,8769,58,39580,16553,46474075,56133,0.10254217661625069,85670,5474428.0,0.5115438305245942
2021-12-31,2483373,2365134,36266,15772857,30745136,4997,8639,55,35508,8410,46517993,43918,0.11378022678628352,81973,5394658.0,0.5040899282427582
2022-01-01,2484466,2369498,36312,15781562,30749345,1093,4364,46,8705,4209,46530907,12914,0.08463682824841258,78656,5361048.0,0.5009493283218291
2022-01-02,2486397,2373420,36363,15801157,30760895,1931,3922,51,19595,11550,46562052,31145,0.062000321078824853,76614,5351983.0,0.5001022727347056
2022-01-03,2495754,2386311,36424,15874605,30801658,9357,12891,61,73448,40763,46676263,114211,0.0819273099788987,73019,5388398.0,0.5035049786591517
2022-01-04,2505934,2394799,36485,15946144,30827160,10180,8488,61,71539,25502,46773304,97041,0.10490411269463423,74650,5438264.0,0.5081645786489477
2022-01-05,2513322,2402445,36524,15999727,30849882,7388,7646,39,53583,22722,46849609,76305,0.09682196448463404,74353,5442254.0,0.5085374139266778
2022-01-06,2519963,2407543,36582,16056992,30873407,6641,5098,58,57265,23525,46930399,80790,0.0822007674217106,75838,5461331.0,0.5103200150778697
2022-01-07,2526635,2408470,36627,16125320,30890522,6672,927,45,68328,17115,47015842,85443,0.07808714581650925,81538,5486985.0,0.5127171870615507
2022-01-08,2530598,2410163,36670,16165691,30898121,3963,1693,43,40371,7599,47063812,47970,0.08261413383364603,83765,5487903.0,0.5128029672081562
2022-01-09,2533362,2413500,36693,16189551,30906522,2764,3337,23,23860,8401,47096073,32261,0.08567620346548464,83169,5482165.0,0.5122667945706587
2022-01-10,2540717,2423580,36737,16261209,30943165,7355,10080,44,71658,36643,47204374,108301,0.06791257698451537,80400,5482390.0,0.5122878191163953
2022-01-11,2553094,2430317,36775,16339268,30965515,12377,6737,38,78059,22350,47304783,100409,0.12326584270334333,86002,5488957.0,0.5129014555246292
2022-01-12,2564561,2435787,36816,16404642,30986029,11467,5470,41,65374,20514,47390671,85888,0.13351108420268257,91958,5492014.0,0.5131871090193713
2022-01-13,2576253,2441366,36848,16474719,31009882,11692,5579,32,70077,23853,47484601,93930,0.124475673373789,98039,5498867.0,0.5138274699612971
2022-01-14,2589477,2444605,36881,16556409,31028939,13224,3239,33,81690,19057,47585348,100747,0.1312594915977647,107991,5504515.0,0.5143552327804999
2022-01-15,2598770,2445641,36906,16617724,31034869,9293,1036,25,61315,5930,47652593,67245,0.13819614841252137,116223,5493925.0,0.5133656774944946
2022-01-16,2606016,2450076,36936,16652118,31042691,7246,4435,30,34394,7822,47694809,42216,0.17164108394921357,119004,5478507.0,0.5119249821781934
2022-01-17,2626322,2462176,36963,16744290,31106002,20306,12100,27,92172,63311,47850292,155483,0.13059948676061048,127183,5451967.0,0.5094450202055228
