date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-27,1748740,1675489,30758,11556661,28768050,5865,1552,22,64256,78768,40324711,143024,0.04100710370287504,42493
2021-10-28,1753096,1677044,30784,11598896,28799970,4356,1555,26,42235,31920,40398866,74155,0.05874182455667184,45268
2021-10-29,1758849,1678847,30810,11643848,28886954,5753,1803,26,44952,86984,40530802,131936,0.043604474896919716,49192
2021-10-30,1763907,1679670,30833,11681898,28919114,5058,823,23,38050,32160,40601012,70210,0.07204101979774961,53404
2021-10-31,1766696,1680632,30865,11706567,28957174,2789,962,32,24669,38060,40663741,62729,0.044461094549570375,55199
2021-11-01,1774308,1684059,30896,11770799,29006359,7612,3427,31,64232,49185,40777158,113417,0.06711515910313269,59353
2021-11-02,1784246,1687265,30932,11830912,29040045,9938,3206,36,60113,33686,40870957,93799,0.1059499568225674,66049
2021-11-03,1793726,1690785,30977,11873756,29078149,9480,3520,45,42844,38104,40951905,80948,0.11711222019073973,71964
2021-11-04,1802205,1694398,31022,11917447,29120505,8479,3613,45,43691,42356,41037952,86047,0.09853917045335689,76785
2021-11-05,1811455,1698542,31079,11967844,29186327,9250,4144,57,50397,65822,41154171,116219,0.07959111677092386,81834
2021-11-06,1817197,1700606,31131,12002954,29223071,5742,2064,52,35110,36744,41226025,71854,0.07991204386672976,85460
2021-11-07,1820208,1702910,31170,12021245,29247970,3011,2304,39,18291,24899,41269215,43190,0.06971521185459598,86128
2021-11-08,1829493,1709449,31218,12071098,29303586,9285,6539,48,49853,55616,41374684,105469,0.08803534687917777,88826
2021-11-09,1844068,1714931,31281,12140389,29342920,14575,5482,63,69291,39334,41483309,108625,0.1341772151898734,97856
2021-11-10,1857623,1721109,31356,12204540,29384766,13555,6178,75,64151,41846,41589306,105997,0.1278809777635216,105158
2021-11-11,1868064,1724112,31427,12268756,29434149,10441,3003,71,64216,49383,41702905,113599,0.09191102034348894,112525
2021-11-12,1882311,1731382,31495,12341884,29500808,14247,7270,68,73128,66659,41842692,139787,0.1019193487234149,119434
2021-11-13,1891490,1735041,31569,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,124880
2021-11-14,1897175,1738725,31631,12416275,29559633,5685,3684,62,28372,24236,41975908,52608,0.10806341240875912,126819
2021-11-15,1908732,1748871,31724,12483147,29619810,11557,10146,93,66872,60177,42102957,127049,0.09096490330502405,128137
2021-11-16,1931264,1757625,31793,12578788,29671331,22532,8754,69,95641,51521,42250119,147162,0.15311017789918593,141846
2021-11-17,1945432,1766192,31875,12640681,29695276,14168,8567,82,61893,23945,42335957,85838,0.16505510380018173,147365
2021-11-18,1958914,1774360,31995,12705029,29747379,13482,8168,120,64348,52103,42452408,116451,0.11577401653914522,152559
2021-11-19,1981881,1783521,32106,12796692,29813627,22967,9161,111,91663,66248,42610319,157911,0.14544268607000146,166254
2021-11-20,1996295,1787166,32202,12862520,29846978,14414,3645,96,65828,33351,42709498,99179,0.14533318545256557,176927
2021-11-21,2004560,1790900,32314,12898632,29872963,8265,3734,112,36112,25985,42771595,62097,0.1330982173051838,181346
2021-11-22,2019066,1806813,32424,12976785,29920625,14506,15913,110,78153,47662,42897410,125815,0.11529626833048523,179829
2021-11-23,2044973,1819947,32540,13081556,29950332,25907,13134,116,104771,29707,43031888,134478,0.19264861166882316,192486
2021-11-24,2063012,1832755,32633,13183028,29977996,18039,12808,93,101472,27664,43161024,129136,0.1396899392888118,197624
2021-11-25,2090943,1845471,32746,13284091,30013254,27931,12716,113,101063,35258,43297345,136321,0.20489139604316284,212726
2021-11-26,2111311,1858855,32863,13384038,30042530,20368,13384,117,99947,29276,43426568,129223,0.15761899971367327,219593
2021-11-27,2123836,1864658,32958,13458476,30050422,12525,5803,95,74438,7892,43508898,82330,0.15213166524960525,226220
2021-11-28,2133139,1870508,33078,13508365,30060692,9303,5850,120,49889,10270,43569057,60159,0.1546402034608288,229553
2021-11-29,2150743,1892919,33183,13595514,30108594,17604,22411,105,87149,47902,43704108,135051,0.13035075638092275,224641
2021-11-30,2172737,1912164,33303,13709608,30136385,21994,19245,120,114094,27791,43845993,141885,0.15501286252951335,227270
2021-12-01,2193876,1920730,33440,13810219,30161082,21139,8566,137,100611,24697,43971301,125308,0.16869633223736713,239706
2021-12-02,2212473,1941125,33563,13911452,30191546,18597,20395,123,101233,30464,44102998,131697,0.14121050593407594,237785
2021-12-03,2230141,1961719,33682,14011340,30216417,17668,20594,119,99888,24871,44227757,124759,0.14161703764858646,234740
2021-12-04,2241118,1970856,33790,14083202,30223724,10977,9137,108,71862,7307,44306926,79169,0.1386527554977327,236472
2021-12-05,2247448,1979263,33900,14122477,30232339,6330,8407,110,39275,8615,44354816,47890,0.13217790770515767,234285
2021-12-06,2262987,2006157,34021,14209728,30270986,15539,26894,121,87251,38647,44480714,125898,0.1234253125546077,222809
2021-12-07,2282467,2030968,34125,14313873,30294162,19480,24811,104,104145,23176,44608035,127321,0.152999112479481,217374
2021-12-08,2298653,2051742,34236,14402634,30317465,16186,20774,111,88761,23303,44720099,112064,0.14443532267275844,212675
2021-12-09,2312893,2071157,34344,14490218,30344084,14240,19415,108,87584,26619,44834302,114203,0.12469024456450356,207392
2021-12-10,2325291,2090249,34458,14577429,30366215,12398,19092,114,87211,22131,44943644,109342,0.11338735344149549,200584
2021-12-11,2334373,2090518,34551,14640096,30373035,9082,269,93,62667,6820,45013131,69487,0.13070070660699123,209304
2021-12-12,2338486,2090659,34660,14668467,30381020,4113,141,109,28371,7985,45049487,36356,0.11313125756408846,213167
2021-12-13,2350385,2091326,34757,14751377,30414028,11899,667,97,82910,33008,45165405,115918,0.1026501492434307,224302
2021-12-14,2367076,2091837,34813,14840408,30433937,16691,511,56,89031,19909,45274345,108940,0.15321277767578484,240426
