date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-13,1891699,1734993,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125138
2021-11-14,1897391,1738678,31630,12416275,29559633,5692,3685,62,28372,24236,41975908,52608,0.10819647201946472,127083
2021-11-15,1908952,1748831,31723,12483147,29619810,11561,10153,93,66872,60177,42102957,127049,0.09099638722067864,128398
2021-11-16,1931485,1757602,31792,12578788,29671332,22533,8771,69,95641,51522,42250120,147163,0.15311593267329424,142091
2021-11-17,1945664,1766178,31874,12640681,29695281,14179,8576,82,61893,23949,42335962,85842,0.16517555508958318,147612
2021-11-18,1959164,1774359,31994,12705044,29747519,13500,8181,120,64363,52238,42452563,116601,0.11577945300640646,152811
2021-11-19,1982132,1783535,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166490
2021-11-20,1996547,1787186,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177158
2021-11-21,2004819,1790924,32316,12898652,29873218,8272,3738,113,36115,25987,42771870,62102,0.13320021899455733,181579
2021-11-22,2019331,1806844,32427,12976812,29921127,14512,15920,111,78160,47909,42897939,126069,0.11511156588852137,180060
2021-11-23,2045241,1820000,32542,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192699
2021-11-24,2063285,1832615,32635,13183063,29978872,18044,12615,93,101475,27741,43161935,129216,0.1396421495789995,198035
2021-11-25,2091220,1845159,32749,13284131,30014499,27935,12544,114,101068,35627,43298630,136695,0.20436007169245402,213312
2021-11-26,2111596,1858269,32866,13384086,30043867,20376,13110,117,99955,29368,43427953,129323,0.1575589802278017,220461
2021-11-27,2124125,1864025,32961,13458530,30051767,12529,5756,95,74444,7900,43510297,82344,0.15215437676090546,227139
2021-11-28,2133429,1869842,33081,13508423,30062042,9304,5817,120,49893,10275,43570465,60168,0.15463369232814786,230506
2021-11-29,2151039,1892104,33189,13595577,30110207,17610,22262,108,87154,48165,43705784,135319,0.13013693568530657,225746
2021-11-30,2173053,1911240,33309,13709676,30138074,22014,19136,120,114099,27867,43847750,141966,0.15506529732471155,228504
2021-12-01,2194202,1919645,33448,13810312,30163498,21149,8405,139,100636,25424,43973810,126060,0.16776931619863558,241109
2021-12-02,2212817,1940004,33572,13911565,30194247,18615,20359,124,101253,30749,44105812,132002,0.14102059059711217,239241
2021-12-03,2230495,1960455,33691,14011478,30219323,17678,20451,119,99913,25076,44230801,124989,0.14143644640728384,236349
2021-12-04,2241477,1969582,33800,14083351,30226694,10982,9127,109,71873,7371,44310045,79244,0.13858462470344757,238095
2021-12-05,2247808,1978025,33910,14122629,30235392,6331,8443,110,39278,8698,44358021,47976,0.13196181424045356,235873
2021-12-06,2263372,2004939,34033,14209891,30275330,15564,26914,123,87262,39938,44485221,127200,0.12235849056603773,224400
2021-12-07,2282882,2029779,34141,14314102,30298892,19510,24840,108,104211,23562,44612994,127773,0.15269266589968147,218962
2021-12-08,2299079,2050542,34253,14402889,30322870,16197,20763,112,88787,23978,44725759,112765,0.14363499312730013,214284
2021-12-09,2313328,2069985,34366,14490486,30351195,14249,19443,113,87597,28325,44841681,115922,0.12291885923293248,208977
2021-12-10,2325727,2089023,34486,14577701,30374038,12399,19038,120,87215,22843,44951739,110058,0.11265877991604427,202218
2021-12-11,2334808,2097386,34586,14640375,30381103,9081,8363,100,62674,7065,45021478,69739,0.1302140839415535,202836
2021-12-12,2338928,2105071,34708,14668756,30389388,4120,7685,122,28381,8285,45058144,36666,0.11236567937598865,199149
2021-12-13,2350820,2132324,34821,14751700,30425525,11892,27253,113,82944,36137,45177225,119081,0.09986479791066585,183675
2021-12-14,2367518,2153151,34931,14848469,30448347,16698,20827,110,96769,22822,45296816,119591,0.1396258915804701,179436
2021-12-15,2379133,2172022,35054,14923935,30471558,11615,18871,123,75466,23211,45395493,98677,0.11770726714431934,172057
2021-12-16,2388625,2189246,35150,15002415,30500952,9492,17224,96,78480,29394,45503367,107874,0.08799154569219646,164229
2021-12-17,2397584,2205812,35236,15079331,30524899,8959,16566,86,76916,23947,45604230,100863,0.08882345359547109,156536
2021-12-18,2403566,2212933,35337,15129106,30534994,5982,7121,101,49775,10095,45664100,59870,0.09991648571905797,155296
2021-12-19,2407307,2219301,35405,15158830,30544992,3741,6368,68,29724,9998,45703822,39722,0.09417954785761039,152601
2021-12-20,2415886,2241650,35482,15232216,30577004,8579,22349,77,73386,32012,45809220,105398,0.08139623142754132,138754
2021-12-21,2427717,2258179,35562,15314749,30598037,11831,16529,80,82533,21033,45912786,103566,0.11423633238707684,133976
2021-12-22,2435406,2272939,35645,15393495,30617193,7689,14760,83,78746,19156,46010688,97902,0.07853772139486426,126822
2021-12-23,2442764,2285484,35702,15482855,30632622,7358,12545,57,89360,15429,46115477,104789,0.07021729379992175,121578
2021-12-24,2444809,2297645,35776,15503618,30636795,2045,12161,74,20763,4173,46140413,24936,0.08200994546037857,111388
2021-12-25,2445897,2302954,35843,15517235,30642077,1088,5309,67,13617,5282,46159312,18899,0.05756918355468543,107100
2021-12-26,2447912,2307813,35918,15538293,30651714,2015,4859,75,21058,9637,46190007,30695,0.06564587066297442,104181
2021-12-27,2454767,2325914,35968,15594136,30674149,6855,18101,50,55843,22435,46268285,78278,0.08757249801987788,92885
2021-12-28,2463844,2326361,36035,15653565,30690850,9077,447,67,59429,16701,46344415,76130,0.11923026402206752,101448
2021-12-29,2469994,2326766,36104,15697601,30706766,6150,405,69,44036,15916,46404367,59952,0.10258206565252202,107124
2021-12-30,2475744,2327052,36159,15737166,30720459,5750,286,55,39565,13693,46457625,53258,0.10796500056329565,112533
2021-12-31,2480736,2327342,36182,15772334,30727325,4992,290,23,35168,6866,46499659,42034,0.11876100299757339,117212
