date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-17,1945731,1766152,31874,12640681,29695281,14182,8577,82,61893,23949,42335962,85842,0.16521050301717108,147705
2021-11-18,1959231,1774338,31994,12705044,29747519,13500,8186,120,64363,52238,42452563,116601,0.11577945300640646,152899
2021-11-19,1982200,1783514,32107,12796709,29813877,22969,9176,113,91665,66358,42610586,158023,0.14535225884839548,166579
2021-11-20,1996615,1787165,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177247
2021-11-21,2004890,1790903,32316,12898652,29873218,8275,3738,113,36115,25987,42771870,62102,0.13324852661750025,181671
2021-11-22,2019404,1806823,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180154
2021-11-23,2045314,1819979,32542,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192793
2021-11-24,2063358,1832594,32635,13183063,29978872,18044,12615,93,101475,27741,43161935,129216,0.1396421495789995,198129
2021-11-25,2091295,1845140,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213406
2021-11-26,2111673,1858250,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220557
2021-11-27,2124201,1864006,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227234
2021-11-28,2133506,1869823,33081,13508423,30062042,9305,5817,120,49893,10275,43570465,60168,0.15465031245844968,230602
2021-11-29,2151115,1892086,33189,13595577,30110207,17609,22263,108,87154,48165,43705784,135319,0.13012954574006608,225840
2021-11-30,2173130,1911221,33309,13709676,30138074,22015,19135,120,114099,27867,43847750,141966,0.15507234126480987,228600
2021-12-01,2194279,1919639,33448,13810312,30163498,21149,8418,139,100636,25424,43973810,126060,0.16776931619863558,241192
2021-12-02,2212895,1940012,33572,13911565,30194247,18616,20373,124,101253,30749,44105812,132002,0.14102816623990547,239311
2021-12-03,2230575,1960477,33691,14011478,30219324,17680,20465,119,99913,25077,44230802,124990,0.1414513161052884,236407
2021-12-04,2241558,1969606,33800,14083351,30226696,10983,9129,109,71873,7372,44310047,79245,0.13859549498391066,238152
2021-12-05,2247889,1978052,33910,14122629,30235396,6331,8446,110,39278,8700,44358025,47978,0.1319563133102672,235927
2021-12-06,2263455,2004975,34033,14209891,30275552,15566,26923,123,87262,40156,44485443,127418,0.12216484327175124,224447
