date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-01,1774362,1684043,30895,11770799,29006359,7610,3427,31,64232,49185,40777158,113417,0.06709752506238043,59424
2021-11-02,1784302,1687250,30931,11830912,29040045,9940,3207,36,60113,33686,40870957,93799,0.10597127901150333,66121
2021-11-03,1793782,1690771,30976,11873756,29078149,9480,3521,45,42844,38104,40951905,80948,0.11711222019073973,72035
2021-11-04,1802263,1694384,31021,11917447,29120505,8481,3613,45,43691,42356,41037952,86047,0.09856241356467976,76858
2021-11-05,1811514,1698528,31078,11967844,29186327,9251,4144,57,50397,65822,41154171,116219,0.07959972121598018,81908
2021-11-06,1817258,1700592,31130,12002954,29223071,5744,2064,52,35110,36744,41226025,71854,0.07993987808611908,85536
2021-11-07,1820269,1702897,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86203
2021-11-08,1829554,1709436,31217,12071098,29303586,9285,6539,48,49853,55616,41374684,105469,0.08803534687917777,88901
2021-11-09,1844129,1714918,31280,12140389,29342920,14575,5482,63,69291,39334,41483309,108625,0.1341772151898734,97931
2021-11-10,1857684,1721096,31355,12204540,29384766,13555,6178,75,64151,41846,41589306,105997,0.1278809777635216,105233
2021-11-11,1868127,1724099,31426,12268756,29434149,10443,3003,71,64216,49383,41702905,113599,0.09192862613227229,112602
2021-11-12,1882379,1731369,31494,12341884,29500808,14252,7270,68,73128,66659,41842692,139787,0.10195511742865931,119516
2021-11-13,1891558,1735028,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,124962
2021-11-14,1897246,1738712,31630,12416275,29559633,5688,3684,62,28372,24236,41975908,52608,0.10812043795620438,126904
2021-11-15,1908806,1748867,31723,12483147,29619810,11560,10155,93,66872,60177,42102957,127049,0.09098851624176499,128216
2021-11-16,1931339,1757628,31792,12578788,29671332,22533,8761,69,95641,51522,42250120,147163,0.15311593267329424,141919
2021-11-17,1945513,1766202,31874,12640681,29695281,14174,8574,82,61893,23949,42335962,85842,0.16511730854360337,147437
2021-11-18,1959001,1774383,31994,12705044,29747519,13488,8181,120,64363,52238,42452563,116601,0.11567653793706743,152624
2021-11-19,1981969,1783549,32107,12796709,29813877,22968,9166,113,91665,66358,42610586,158023,0.14534593065566404,166313
2021-11-20,1996383,1787197,32203,12862537,29847231,14414,3648,96,65828,33354,42709768,99182,0.1453287894980944,176983
2021-11-21,2004651,1790932,32315,12898652,29873218,8268,3735,112,36115,25987,42771870,62102,0.13313580883063347,181404
2021-11-22,2019158,1806846,32425,12976808,29920937,14507,15914,110,78156,47719,42897745,125875,0.11524925521350546,179887
2021-11-23,2045066,1819985,32541,13081583,29950782,25908,13139,116,104775,29845,43032365,134620,0.19245283018867926,192540
2021-11-24,2063110,1832580,32634,13183058,29978492,18044,12595,93,101475,27710,43161550,129185,0.13967565893873127,197896
2021-11-25,2091043,1845105,32747,13284122,30013897,27933,12525,113,101064,35405,43298019,136469,0.20468384761374378,213191
