date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-15,1908961,1748826,31723,12483147,29619810,11562,10153,93,66872,60177,42102957,127049,0.09100425819959228,128412
2021-11-16,1931494,1757597,31792,12578788,29671332,22533,8771,69,95641,51522,42250120,147163,0.15311593267329424,142105
2021-11-17,1945674,1766173,31874,12640681,29695281,14180,8576,82,61893,23949,42335962,85842,0.16518720439877915,147627
2021-11-18,1959174,1774354,31994,12705044,29747519,13500,8181,120,64363,52238,42452563,116601,0.11577945300640646,152826
2021-11-19,1982142,1783530,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166505
2021-11-20,1996557,1787181,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177173
2021-11-21,2004829,1790919,32316,12898652,29873218,8272,3738,113,36115,25987,42771870,62102,0.13320021899455733,181594
2021-11-22,2019341,1806839,32427,12976812,29921127,14512,15920,111,78160,47909,42897939,126069,0.11511156588852137,180075
2021-11-23,2045251,1819995,32542,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192714
2021-11-24,2063295,1832610,32635,13183063,29978872,18044,12615,93,101475,27741,43161935,129216,0.1396421495789995,198050
2021-11-25,2091230,1845154,32749,13284131,30014499,27935,12544,114,101068,35627,43298630,136695,0.20436007169245402,213327
2021-11-26,2111606,1858263,32866,13384086,30043867,20376,13109,117,99955,29368,43427953,129323,0.1575589802278017,220477
2021-11-27,2124135,1864019,32961,13458530,30051767,12529,5756,95,74444,7900,43510297,82344,0.15215437676090546,227155
2021-11-28,2133439,1869836,33081,13508423,30062042,9304,5817,120,49893,10275,43570465,60168,0.15463369232814786,230522
2021-11-29,2151049,1892099,33189,13595577,30110207,17610,22263,108,87154,48165,43705784,135319,0.13013693568530657,225761
2021-11-30,2173063,1911235,33309,13709676,30138074,22014,19136,120,114099,27867,43847750,141966,0.15506529732471155,228519
2021-12-01,2194212,1919651,33448,13810312,30163498,21149,8416,139,100636,25424,43973810,126060,0.16776931619863558,241113
2021-12-02,2212827,1940024,33572,13911565,30194247,18615,20373,124,101253,30749,44105812,132002,0.14102059059711217,239231
2021-12-03,2230505,1960475,33691,14011478,30219324,17678,20451,119,99913,25077,44230802,124990,0.141435314825186,236339
2021-12-04,2241487,1969603,33800,14083351,30226696,10982,9128,109,71873,7372,44310047,79245,0.13858287589122342,238084
2021-12-05,2247818,1978046,33910,14122629,30235394,6331,8443,110,39278,8698,44358023,47976,0.13196181424045356,235862
2021-12-06,2263384,2004963,34033,14209891,30275410,15566,26917,123,87262,40016,44485301,127278,0.12229921903235437,224388
2021-12-07,2282895,2029807,34141,14314104,30298974,19511,24844,108,104213,23564,44613078,127777,0.15269571206085603,218947
2021-12-08,2299092,2050572,34253,14402892,30322972,16197,20765,112,88788,23998,44725864,112786,0.14360824925079355,214267
2021-12-09,2313341,2070017,34366,14490489,30351307,14249,19445,113,87597,28335,44841796,115932,0.1229082565641928,208958
2021-12-10,2325740,2089057,34486,14577704,30374238,12399,19040,120,87215,22931,44951942,110146,0.11256877235669022,202197
2021-12-11,2334821,2097345,34586,14640378,30381304,9081,8288,100,62674,7066,45021682,69740,0.13021221680527675,202890
2021-12-12,2338941,2104990,34708,14668759,30389590,4120,7645,122,28381,8286,45058349,36667,0.11236261488531922,199243
2021-12-13,2350833,2132251,34821,14751703,30425887,11892,27261,113,82944,36297,45177590,119241,0.09973079729287745,183761
