date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-12-16,2392064,2186791,35214,15002497,30504149,9501,17127,97,78487,29828,45506646,108315,0.08771638277246918,170059,5811625.0,0.5430523360746538
2021-12-17,2401026,2203224,35307,15079421,30528755,8962,16433,93,76924,24606,45608176,101530,0.08826947700187136,162495,5823961.0,0.5442050418355755
2021-12-18,2407011,2210339,35411,15129202,30538939,5985,7115,104,49781,10184,45668141,59965,0.0998082214625198,161261,5824647.0,0.544269143339466
2021-12-19,2410756,2216740,35481,15158926,30549035,3745,6401,70,29724,10096,45707961,39820,0.09404821697639378,158535,5820452.0,0.5438771523645092
2021-12-20,2419356,2239091,35561,15232318,30582391,8600,22351,80,73392,33356,45814709,106748,0.08056357027766328,144704,5821227.0,0.5439495702442688
2021-12-21,2431202,2255617,35642,15314879,30604329,11846,16526,81,82561,21938,45919208,104499,0.1133599364587221,139943,5819691.0,0.5438060426787066
2021-12-22,2438898,2270383,35726,15393635,30624503,7696,14766,84,78756,20174,46018138,98930,0.07779237844940867,132789,5804346.0,0.5423721686594666
2021-12-23,2446259,2282865,35786,15483003,30640808,7361,12482,60,89368,16305,46123811,105673,0.06965828546553993,127608,5747890.0,0.5370967830856501
2021-12-24,2448305,2295103,35866,15503769,30645364,2046,12238,80,20766,4556,46149133,25322,0.08079930495221546,117336,5662609.0,0.5291279195969043
2021-12-25,2449395,2300485,35934,15517386,30650787,1090,5382,68,13617,5423,46168173,19040,0.05724789915966386,112976,5484035.0,0.5124415319063367
2021-12-26,2451410,2305412,36019,15538447,30660597,2015,4927,85,21061,9810,46199044,30871,0.06527161413624437,109979,5458529.0,0.5100581894016293
2021-12-27,2458274,2323654,36070,15594291,30684999,6864,18242,51,55844,24402,46279290,80246,0.08553697380554794,98550,5574498.0,0.5208946140440041
2021-12-28,2467352,2336635,36143,15653719,30702628,9078,12981,73,59428,17629,46356347,77057,0.1178088947143024,94574,5551800.0,0.5187736578700902
2021-12-29,2473512,2347169,36218,15697769,30720173,6160,10534,75,44050,17545,46417942,61595,0.10000811754200828,90125,5522254.0,0.5160128079663779
2021-12-30,2479268,2355941,36276,15737349,30736726,5756,8772,58,39580,16553,46474075,56133,0.10254217661625069,87051,5481843.0,0.5122367061096489
2021-12-31,2484266,2364581,36331,15772857,30745136,4998,8640,55,35508,8410,46517993,43918,0.11380299649346509,83354,5403960.0,0.5049591296847243
2022-01-01,2485359,2368946,36377,15781562,30749345,1093,4365,46,8705,4209,46530907,12914,0.08463682824841258,80036,5370456.0,0.5018284346608979
2022-01-02,2487290,2372869,36428,15801157,30760895,1931,3923,51,19595,11550,46562052,31145,0.062000321078824853,77993,5361423.0,0.5009843692313902
2022-01-03,2496649,2385761,36488,15874605,30801658,9359,12892,60,73448,40763,46676263,114211,0.0819448214270079,74400,5399511.0,0.5045434043336915
