date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-07,1698662,1659361,30549,10947037,27755661,991,475,3,24494,52907,38702698,77401,0.012803452151780985,8752
2021-10-08,1699679,1659889,30553,10974361,27838209,1017,528,4,27324,82548,38812570,109872,0.009256225425950197,9237
2021-10-09,1700345,1660144,30556,10989664,27864447,666,255,3,15303,26238,38854111,41541,0.01603235357839243,9645
2021-10-10,1700681,1660429,30560,10997583,27886842,336,285,4,7919,22395,38884425,30314,0.011083987596490071,9692
2021-10-11,1702024,1661250,30565,11019021,27938185,1343,821,5,21438,51343,38957206,72781,0.018452618128357676,10209
2021-10-12,1703531,1661601,30572,11043782,27972424,1507,351,7,24761,34239,39016206,59000,0.025542372881355933,11358
2021-10-13,1705030,1662660,30578,11075426,28012791,1499,1059,6,31644,40367,39088217,72011,0.020816264181861104,11792
2021-10-14,1706570,1663400,30584,11104624,28068590,1540,740,6,29198,55799,39173214,84997,0.018118286527759802,12586
2021-10-15,1708354,1664229,30594,11136665,28155785,1784,829,10,32041,87195,39292450,119236,0.014961924251065115,13531
2021-10-16,1709512,1664557,30602,11154336,28188497,1158,328,8,17671,32712,39342833,50383,0.022983942996645693,14353
2021-10-17,1710307,1664969,30613,11164595,28212943,795,412,11,10259,24446,39377538,34705,0.022907362051577583,14725
2021-10-18,1712839,1666135,30625,11191839,28268623,2532,1166,12,27244,55680,39460462,82924,0.030533982924123293,16079
2021-10-19,1716089,1667056,30635,11225644,28306918,3250,921,10,33805,38295,39532562,72100,0.04507628294036061,18398
2021-10-20,1719368,1668095,30642,11260085,28354473,3279,1039,7,34441,47555,39614558,81996,0.03998975559783404,20631
2021-10-21,1723011,1669082,30652,11301947,28414810,3643,987,10,41862,60337,39716757,102199,0.03564614135167663,23277
2021-10-22,1727247,1670052,30666,11347336,28508061,4236,970,14,45389,93251,39855397,138640,0.030553952683208308,26529
2021-10-23,1730003,1670528,30679,11377412,28543376,2756,476,13,30076,35315,39920788,65391,0.04214647275618969,28796
2021-10-24,1731841,1671063,30699,11394566,28571499,1838,535,20,17154,28123,39966065,45277,0.04059456236058043,30079
2021-10-25,1736124,1672678,30719,11434995,28635927,4283,1615,20,40429,64428,40070922,104857,0.040846104694965524,32727
2021-10-26,1742412,1674053,30735,11496662,28689262,6288,1375,16,61667,53335,40185924,115002,0.05467730995982679,37624
2021-10-27,1748261,1675603,30757,11560916,28767993,5849,1550,22,64254,78731,40328909,142985,0.04090638878204007,41901
2021-10-28,1752615,1677157,30783,11603150,28799909,4354,1554,26,42234,31916,40403059,74150,0.058718813216453135,44675
2021-10-29,1758367,1678961,30809,11648101,28886861,5752,1804,26,44951,86952,40534962,131903,0.04360780270350181,48597
2021-10-30,1763424,1679783,30832,11686151,28919021,5057,822,23,38050,32160,40605172,70210,0.07202677681241988,52809
2021-10-31,1766200,1680744,30863,11710836,28957064,2776,961,31,24685,38043,40667900,62728,0.04425455936742762,54593
2021-11-01,1773807,1684167,30894,11775063,29005700,7607,3423,31,64227,48636,40780763,112863,0.06740029947812835,58746
2021-11-02,1783726,1687371,30929,11835172,29039003,9919,3204,35,60109,33303,40874175,93412,0.10618550079218944,65426
2021-11-03,1793197,1690886,30974,11878012,29076853,9471,3515,45,42840,37850,40954865,80690,0.1173751394224811,71337
2021-11-04,1801654,1694601,31019,11921700,29118204,8457,3715,45,43688,41351,41039904,85039,0.09944848834064371,76034
2021-11-05,1810898,1698836,31076,11972088,29183618,9244,4235,57,50388,65414,41155706,115802,0.0798259097424915,80986
2021-11-06,1816637,1700945,31126,12007197,29220304,5739,2109,50,35109,36686,41227501,71795,0.07993592868584164,84566
2021-11-07,1819646,1703266,31165,12025485,29245132,3009,2321,39,18288,24828,41270617,43116,0.06978847759532424,85215
