date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-02,1694295,1657002,30530,10847293,27558248,552,214,1,14498,28969,38405541,43467,0.012699289115881014,6763
2021-10-03,1694613,1657236,30534,10855269,27581984,318,234,4,7976,23736,38437253,31712,0.010027749747729566,6843
2021-10-04,1695415,1657881,30538,10877113,27629947,802,645,4,21844,47963,38507060,69807,0.01148881917286232,6996
2021-10-05,1696525,1658428,30541,10899632,27662850,1110,547,3,22519,32903,38562482,55422,0.020028147666991448,7556
2021-10-06,1697573,1658928,30546,10922541,27702754,1048,500,5,22909,39904,38625295,62813,0.016684444302930923,8099
2021-10-07,1698564,1659403,30549,10947035,27755661,991,475,3,24494,52907,38702696,77401,0.012803452151780985,8612
2021-10-08,1699581,1659931,30553,10974359,27838209,1017,528,4,27324,82548,38812568,109872,0.009256225425950197,9097
2021-10-09,1700247,1660186,30556,10989662,27864447,666,255,3,15303,26238,38854109,41541,0.01603235357839243,9505
2021-10-10,1700583,1660471,30560,10997581,27886842,336,285,4,7919,22395,38884423,30314,0.011083987596490071,9552
2021-10-11,1701926,1661291,30565,11019019,27938185,1343,820,5,21438,51343,38957204,72781,0.018452618128357676,10070
2021-10-12,1703433,1661642,30572,11043780,27972424,1507,351,7,24761,34239,39016204,59000,0.025542372881355933,11219
2021-10-13,1704932,1662700,30578,11075424,28012791,1499,1058,6,31644,40367,39088215,72011,0.020816264181861104,11654
2021-10-14,1706472,1663440,30584,11104622,28068590,1540,740,6,29198,55799,39173212,84997,0.018118286527759802,12448
2021-10-15,1708256,1664269,30594,11136663,28155785,1784,829,10,32041,87195,39292448,119236,0.014961924251065115,13393
2021-10-16,1709414,1664597,30602,11154334,28188497,1158,328,8,17671,32712,39342831,50383,0.022983942996645693,14215
2021-10-17,1710209,1665009,30613,11164593,28212943,795,412,11,10259,24446,39377536,34705,0.022907362051577583,14587
2021-10-18,1712741,1666175,30625,11191837,28268623,2532,1166,12,27244,55680,39460460,82924,0.030533982924123293,15941
2021-10-19,1715991,1667096,30635,11225642,28306918,3250,921,10,33805,38295,39532560,72100,0.04507628294036061,18260
2021-10-20,1719269,1668134,30642,11260083,28354473,3278,1038,7,34441,47555,39614556,81996,0.03997755988096981,20493
2021-10-21,1722912,1669121,30652,11301945,28414810,3643,987,10,41862,60337,39716755,102199,0.03564614135167663,23139
2021-10-22,1727148,1670087,30666,11347334,28508051,4236,966,14,45389,93241,39855385,138630,0.030556156676044145,26395
2021-10-23,1729904,1670563,30679,11377410,28543359,2756,476,13,30076,35308,39920769,65384,0.04215098495044659,28662
2021-10-24,1731741,1671098,30699,11394564,28571476,1837,535,20,17154,28117,39966040,45271,0.040577853371915794,29944
2021-10-25,1736023,1672713,30719,11434992,28635813,4282,1615,20,40428,64337,40070805,104765,0.04087242876915,32591
2021-10-26,1742311,1674088,30735,11496657,28688971,6288,1375,16,61665,53158,40185628,114823,0.054762547573221396,37488
2021-10-27,1748158,1675637,30757,11560908,28767498,5847,1549,22,64251,78527,40328406,142778,0.040951687234728036,41764
2021-10-28,1752512,1677191,30783,11603139,28799340,4354,1554,26,42231,31842,40402479,74073,0.05877985230785846,44538
2021-10-29,1758260,1678994,30809,11648088,28886178,5748,1803,26,44949,86838,40534266,131787,0.04361583464226365,48457
2021-10-30,1763317,1679845,30832,11686134,28918320,5057,851,23,38046,32142,40604454,70188,0.07204935316578333,52640
2021-10-31,1766090,1680835,30863,11710816,28956349,2773,990,31,24682,38029,40667165,62711,0.04421871760935083,54392
2021-11-01,1773690,1684352,30894,11775036,29004314,7600,3517,31,64220,47965,40779350,112185,0.06774524223381022,58444
2021-11-02,1783602,1687630,30929,11835141,29037434,9912,3278,35,60105,33120,40872575,93225,0.10632341110217217,65043
2021-11-03,1793071,1691230,30974,11877978,29075185,9469,3600,45,42837,37751,40953163,80588,0.11749888320841813,70867
2021-11-04,1801516,1694924,31019,11921662,29116119,8445,3694,45,43684,40934,41037781,84618,0.09980146068212437,75573
2021-11-05,1810757,1699136,31076,11972035,29181374,9241,4212,57,50373,65255,41153409,115628,0.07992008855986439,80545
2021-11-06,1816495,1701231,31126,12007143,29218002,5738,2095,50,35108,36628,41225145,71736,0.07998773279803725,84138
2021-11-07,1819502,1703538,31164,12025430,29242799,3007,2307,38,18287,24797,41268229,43084,0.06979389100362084,84800
2021-11-08,1828765,1710177,31211,12075275,29296890,9263,6639,47,49845,54091,41372165,103936,0.08912215209359606,87377
2021-11-09,1843323,1715720,31271,12144453,29335236,14558,5543,60,69178,38346,41479689,107524,0.13539302853316468,96332
2021-11-10,1856839,1721929,31342,12208582,29376010,13516,6209,71,64129,40774,41584592,104903,0.1288428357625616,103568
2021-11-11,1867251,1725036,31411,12272727,29424088,10412,3107,69,64145,48078,41696815,112223,0.09277955499318322,110804
2021-11-12,1881477,1732400,31479,12345797,29489329,14226,7364,68,73070,65241,41835126,138311,0.10285515974868231,117598
2021-11-13,1890647,1736044,31551,12391773,29523665,9170,3644,72,45976,34336,41915438,80312,0.11417969917322443,123052
2021-11-14,1896310,1739691,31611,12420112,29547679,5663,3647,60,28339,24014,41967791,52353,0.10816954138253777,125008
2021-11-15,1907849,1749872,31700,12486952,29604448,11539,10181,89,66840,56769,42091400,123609,0.09335080778907685,126277
2021-11-16,1930357,1750406,31762,12582355,29652693,22508,534,62,95403,48245,42235048,143648,0.15668857206504788,148189
2021-11-17,1944497,1750748,31843,12644094,29675475,14140,342,81,61739,22782,42319569,84521,0.1672957016599425,161906
2021-11-18,1957913,1751205,31953,12708314,29722677,13416,457,110,64220,47202,42430991,111422,0.1204071009315934,174755
2021-11-19,1980849,1751539,32005,12794184,29782844,22936,334,52,85870,60167,42577028,146037,0.15705608852551065,197305
