date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-21,2004974,1790862,32316,12898652,29873218,8275,3738,113,36115,25987,42771870,62102,0.13324852661750025,181796
2021-11-22,2019488,1806782,32427,12976812,29921127,14514,15920,111,78160,47909,42897939,126069,0.11512743021678605,180279
2021-11-23,2045398,1819942,32542,13081588,29951131,25910,13160,115,104776,30004,43032719,134780,0.19223920462976704,192914
2021-11-24,2063442,1832560,32635,13183063,29978872,18044,12618,93,101475,27741,43161935,129216,0.1396421495789995,198247
2021-11-25,2091379,1845107,32749,13284131,30014499,27937,12547,114,101068,35627,43298630,136695,0.20437470280551592,213523
2021-11-26,2111757,1858217,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220674
2021-11-27,2124285,1863973,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227351
2021-11-28,2133590,1869791,33081,13508423,30062042,9305,5818,120,49893,10275,43570465,60168,0.15465031245844968,230718
2021-11-29,2151200,1892054,33189,13595577,30110207,17610,22263,108,87154,48165,43705784,135319,0.13013693568530657,225957
2021-11-30,2173216,1911190,33309,13709676,30138074,22016,19136,120,114099,27867,43847750,141966,0.15507938520490822,228717
2021-12-01,2194366,1919609,33448,13810312,30163498,21150,8419,139,100636,25424,43973810,126060,0.16777724892908139,241309
2021-12-02,2212981,1939989,33572,13911565,30194247,18615,20380,124,101253,30749,44105812,132002,0.14102059059711217,239420
2021-12-03,2230663,1960455,33691,14011478,30219324,17682,20466,119,99913,25077,44230802,124990,0.14146731738539084,236517
2021-12-04,2241646,1969582,33800,14083351,30226696,10983,9127,109,71873,7372,44310047,79245,0.13859549498391066,238264
2021-12-05,2247978,1978029,33910,14122629,30235396,6332,8447,110,39278,8700,44358025,47978,0.13197715619659012,236039
2021-12-06,2263547,2004962,34033,14209891,30275552,15569,26933,123,87262,40156,44485443,127418,0.12218838782589587,224552
2021-12-07,2283071,2029835,34141,14314115,30299206,19524,24873,108,104224,23654,44613321,127878,0.15267677004645053,219095
2021-12-08,2299272,2050612,34253,14402912,30323373,16201,20777,112,88797,24167,44726285,112964,0.14341737190609397,214407
2021-12-09,2313527,2070060,34366,14490515,30352156,14255,19448,113,87603,28783,44842671,116386,0.12248036705445672,209101
2021-12-10,2325926,2089106,34486,14577733,30375266,12399,19046,120,87218,23110,44952999,110328,0.11238307591907766,202334
2021-12-11,2335010,2097393,34586,14640412,30382368,9084,8287,100,62679,7102,45022780,69781,0.1301787019389232,203031
2021-12-12,2339133,2105040,34708,14668794,30390674,4123,7647,122,28382,8306,45059468,36688,0.11238006977758395,199385
2021-12-13,2351033,2132038,34821,14751745,30427376,11900,26998,113,82951,36702,45179121,119653,0.0994542552213484,184174
2021-12-14,2367734,2152692,34931,14848523,30450395,16701,20654,110,96778,23019,45298918,119797,0.1394108366653589,180111
2021-12-15,2379351,2171429,35054,14924006,30473854,11617,18737,123,75483,23459,45397860,98942,0.11741222130136848,172868
2021-12-16,2388847,2188536,35150,15002491,30503601,9496,17107,96,78485,29747,45506092,108232,0.08773745287900067,165161
2021-12-17,2397807,2204956,35238,15079412,30527935,8960,16420,88,76921,24334,45607347,101255,0.08848945731075009,157613
2021-12-18,2403791,2212064,35339,15129193,30538089,5984,7108,101,49781,10154,45667282,59935,0.09984149495286561,156388
2021-12-19,2407532,2218500,35407,15158917,30548163,3741,6436,68,29724,10074,45707080,39798,0.09399969847731042,153625
2021-12-20,2416117,2241035,35486,15232308,30581114,8585,22535,79,73391,32951,45813422,106342,0.08073009723345433,139596
2021-12-21,2427955,2257688,35567,15314849,30602702,11838,16653,81,82541,21588,45917551,104129,0.11368590882463099,134700
2021-12-22,2435645,2272564,35651,15393604,30622380,7690,14876,84,78755,19678,46015984,98433,0.07812420631292351,127430
2021-12-23,2443003,2285213,35708,15482970,30638554,7358,12649,57,89366,16174,46121524,105540,0.0697176425999621,122082
2021-12-24,2445048,2297478,35784,15503735,30643012,2045,12265,76,20765,4458,46146747,25223,0.0810767949887008,111786
2021-12-25,2446137,2302848,35851,15517351,30648391,1089,5370,67,13616,5379,46165742,18995,0.057330876546459596,107438
2021-12-26,2448151,2307760,35935,15538411,30658147,2014,4912,84,21060,9756,46196558,30816,0.06535565939771547,104456
2021-12-27,2455004,2325943,35986,15594252,30682121,6853,18183,51,55841,23974,46276373,79815,0.08586105368665038,93075
2021-12-28,2464081,2338876,36057,15653683,30699615,9077,12933,71,59431,17494,46353298,76925,0.11799805004874878,89148
2021-12-29,2470229,2349376,36128,15697727,30716641,6148,10500,71,44044,17026,46414368,61070,0.10067136073358442,84725
2021-12-30,2475979,2358099,36185,15737297,30732947,5750,8723,57,39570,16306,46470244,55876,0.10290643567900351,81695
2021-12-31,2480974,2366758,36239,15772802,30741213,4995,8659,54,35505,8266,46514015,43771,0.11411665257819104,77977
2022-01-01,2482062,2371092,36282,15781489,30745326,1088,4334,43,8687,4113,46526815,12800,0.085,74688
2022-01-02,2483987,2374957,36332,15801076,30756750,1925,3865,50,19587,11424,46557826,31011,0.06207474767018155,72698
2022-01-03,2493324,2387788,36393,15874515,30795414,9337,12831,61,73439,38664,46669929,112103,0.08328947485794314,69143
2022-01-04,2503500,2396277,36451,15946038,30819470,10176,8489,58,71523,24056,46765508,95579,0.10646690172527438,70772
2022-01-05,2510882,2396557,36489,15999613,30840376,7382,280,38,53575,20906,46839989,74481,0.09911252534203353,77836
2022-01-06,2517521,2396785,36541,16056865,30861379,6639,228,52,57252,21003,46918244,78255,0.08483802951888059,84195
2022-01-07,2524191,2397033,36571,16124805,30876532,6670,248,30,67940,15153,47001337,83093,0.08027150301469438,90587
2022-01-08,2528146,2397102,36590,16162501,30882932,3955,69,19,37696,6400,47045433,44096,0.08969067489114659,94454
