date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-11-26,2114414,1856592,32883,13384086,30043867,20384,13111,118,99955,29368,43427953,129323,0.15762084084037642,224939,5506200.0,0.5145126832674611
2021-11-27,2126942,1862349,32978,13458530,30051767,12528,5757,95,74444,7900,43510297,82344,0.1521422325852521,231615,5501666.0,0.5140890153102611
2021-11-28,2136249,1868168,33097,13508423,30062042,9307,5819,119,49893,10275,43570465,60168,0.15468355271905332,234984,5497183.0,0.5136701129167613
2021-11-29,2153866,1890431,33205,13595577,30110207,17617,22263,108,87154,48165,43705784,135319,0.1301886653019901,230230,5503260.0,0.5142379625365021
2021-11-30,2175891,1909565,33326,13709676,30138074,22025,19134,121,114099,27867,43847750,141966,0.1551427806657932,233000,5518116.0,0.5156261432096745
2021-12-01,2197045,1917985,33466,13810312,30163498,21154,8420,140,100636,25424,43973810,126060,0.16780897985086468,245594,5542194.0,0.5178760499307732
2021-12-02,2215672,1938371,33591,13911565,30194247,18627,20386,125,101253,30749,44105812,132002,0.14111149831063166,243710,5570211.0,0.5204940263659017
2021-12-03,2233357,1958835,33712,14011478,30219324,17685,20464,121,99913,25077,44230802,124990,0.14149131930554446,240810,5607276.0,0.5239574698669203
2021-12-04,2244339,1967960,33821,14083351,30226696,10982,9125,109,71873,7372,44310047,79245,0.13858287589122342,242558,5618136.0,0.5249722546078095
2021-12-05,2250674,1976411,33931,14122629,30235396,6335,8451,110,39278,8700,44358025,47978,0.1320396848555588,240332,5623479.0,0.525471517487236
2021-12-06,2266255,2003349,34057,14209891,30275552,15581,26938,126,87262,40156,44485443,127418,0.12228256604247438,228849,5648445.0,0.5278044010821754
2021-12-07,2285792,2028225,34169,14314115,30299206,19537,24876,112,104224,23654,44613321,127878,0.15277842944056053,223398,5685719.0,0.5312873740501227
2021-12-08,2302001,2049005,34282,14402912,30323373,16209,20780,113,88797,24167,44726285,112964,0.1434881909280833,218714,5711337.0,0.5336811821064856
