date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-12,1882509,1731341,31494,12341884,29500808,14257,7272,68,73128,66659,41842692,139787,0.10199088613390372,119674
2021-11-13,1891689,1735000,31568,12387903,29535397,9180,3659,74,46019,34589,41923300,80608,0.1138844779674474,125121
2021-11-14,1897381,1738685,31630,12416275,29559633,5692,3685,62,28372,24236,41975908,52608,0.10819647201946472,127066
2021-11-15,1908942,1748838,31723,12483147,29619810,11561,10153,93,66872,60177,42102957,127049,0.09099638722067864,128381
2021-11-16,1931475,1757609,31792,12578788,29671332,22533,8771,69,95641,51522,42250120,147163,0.15311593267329424,142074
2021-11-17,1945654,1766185,31874,12640681,29695281,14179,8576,82,61893,23949,42335962,85842,0.16517555508958318,147595
2021-11-18,1959154,1774366,31994,12705044,29747519,13500,8181,120,64363,52238,42452563,116601,0.11577945300640646,152794
2021-11-19,1982122,1783542,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166473
2021-11-20,1996537,1787193,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177141
2021-11-21,2004809,1790931,32316,12898652,29873218,8272,3738,113,36115,25987,42771870,62102,0.13320021899455733,181562
2021-11-22,2019320,1806852,32427,12976812,29921127,14511,15921,111,78160,47909,42897939,126069,0.11510363372438903,180041
2021-11-23,2045230,1820008,32542,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192680
2021-11-24,2063274,1832621,32635,13183063,29978872,18044,12613,93,101475,27741,43161935,129216,0.1396421495789995,198018
2021-11-25,2091209,1845165,32749,13284131,30014499,27935,12544,114,101068,35627,43298630,136695,0.20436007169245402,213295
2021-11-26,2111585,1858275,32866,13384086,30043867,20376,13110,117,99955,29368,43427953,129323,0.1575589802278017,220444
2021-11-27,2124114,1864031,32961,13458530,30051767,12529,5756,95,74444,7900,43510297,82344,0.15215437676090546,227122
2021-11-28,2133418,1869848,33081,13508423,30062042,9304,5817,120,49893,10275,43570465,60168,0.15463369232814786,230489
2021-11-29,2151028,1892086,33189,13595577,30110207,17610,22238,108,87154,48165,43705784,135319,0.13013693568530657,225753
2021-11-30,2173043,1911208,33309,13709676,30138074,22015,19122,120,114099,27867,43847750,141966,0.15507234126480987,228526
2021-12-01,2194192,1919612,33448,13810312,30163498,21149,8404,139,100636,25424,43973810,126060,0.16776931619863558,241132
2021-12-02,2212807,1939966,33572,13911565,30194238,18615,20354,124,101253,30740,44105803,131993,0.1410302061472957,239269
2021-12-03,2230484,1960416,33691,14011477,30219299,17677,20450,119,99912,25061,44230776,124973,0.14144655245533036,236377
2021-12-04,2241466,1969543,33800,14083350,30226663,10982,9127,109,71873,7364,44310013,79237,0.13859686762497317,238123
2021-12-05,2247797,1977985,33910,14122628,30235359,6331,8442,110,39278,8696,44357987,47974,0.1319673156292992,235902
2021-12-06,2263360,2004897,34033,14209890,30275265,15563,26912,123,87262,39906,44485155,127168,0.12238141670860594,224430
2021-12-07,2282870,2029737,34141,14314101,30298796,19510,24840,108,104211,23531,44612897,127742,0.15272972084357533,218992
2021-12-08,2299066,2050498,34253,14402887,30322747,16196,20761,112,88786,23951,44725634,112737,0.14366179692558786,214315
2021-12-09,2313315,2070151,34366,14490484,30351057,14249,19653,113,87597,28310,44841541,115907,0.12293476666637908,208798
2021-12-10,2325714,2089454,34486,14577699,30373875,12399,19303,120,87215,22818,44951574,110033,0.11268437650523025,201774
2021-12-11,2334795,2097793,34586,14640373,30380927,9081,8339,100,62674,7052,45021300,69726,0.13023836158678254,202416
2021-12-12,2338915,2105455,34708,14668753,30389208,4120,7662,122,28380,8281,45057961,36661,0.11238100433703391,198752
2021-12-13,2350807,2132643,34821,14751697,30425301,11892,27188,113,82944,36093,45176998,119037,0.09990171123264195,183343
2021-12-14,2367505,2153403,34931,14848466,30448053,16698,20760,110,96769,22752,45296519,119521,0.13970766643518712,179171
2021-12-15,2379119,2172227,35054,14923932,30471248,11614,18824,123,75466,23195,45395180,98661,0.11771622018832163,171838
2021-12-16,2388612,2189397,35150,15002412,30500613,9493,17170,96,78480,29365,45503025,107845,0.08802447957717094,164065
2021-12-17,2397571,2205919,35236,15079328,30524518,8959,16522,86,76916,23905,45603846,100821,0.08886045565903929,156416
2021-12-18,2403553,2213007,35337,15129103,30534604,5982,7088,101,49775,10086,45663707,59861,0.09993150799351831,155209
2021-12-19,2407294,2219351,35405,15158827,30544599,3741,6344,68,29724,9995,45703426,39719,0.0941866612956016,152538
2021-12-20,2415873,2241654,35482,15232213,30576543,8579,22303,77,73386,31944,45808756,105330,0.08144878002468432,138737
2021-12-21,2427704,2258148,35562,15314746,30597547,11831,16494,80,82533,21004,45912293,103537,0.11426832919632596,133994
2021-12-22,2435393,2272891,35645,15393492,30616676,7689,14743,83,78746,19129,46010168,97875,0.07855938697318007,126857
2021-12-23,2442750,2285429,35702,15482852,30632064,7357,12538,57,89360,15388,46114916,104748,0.0702352312215985,121619
2021-12-24,2444795,2297593,35776,15503615,30636182,2045,12164,74,20763,4118,46139797,24881,0.08219123025601865,111426
2021-12-25,2445883,2302901,35842,15517232,30641447,1088,5308,66,13617,5265,46158679,18882,0.05762101472301663,107140
2021-12-26,2447898,2303032,35917,15538290,30651063,2015,131,75,21058,9616,46189353,30674,0.06569081306644063,108949
2021-12-27,2454753,2303415,35967,15594134,30673289,6855,383,50,55844,22226,46267423,78070,0.08780581529396696,115371
2021-12-28,2463831,2303863,36034,15653563,30689740,9078,448,67,59429,16451,46343303,75880,0.11963626779124933,123934
2021-12-29,2469980,2304252,36101,15697597,30705355,6149,389,67,44034,15615,46402952,59649,0.10308638870727087,129627
2021-12-30,2475729,2304491,36129,15734102,30718265,5749,239,28,36505,12910,46452367,49415,0.11634119194576546,135109
