date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-11-03,1795390,1689763,30975,11873756,29078149,9483,3519,45,42844,38104,40951905,80948,0.11714928101991402,74652,5183514.0,0.4843601207537776
2021-11-04,1803884,1693375,31020,11917447,29120505,8494,3612,45,43691,42356,41037952,86047,0.0987134937882785,79489,5213483.0,0.4871604968034748
2021-11-05,1813140,1697518,31077,11967844,29186327,9256,4143,57,50397,65822,41154171,116219,0.07964274344126175,84545,5247010.0,0.49029334100308763
2021-11-06,1818884,1699581,31129,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,88174,5253835.0,0.4909310855570995
2021-11-07,1821896,1701884,31168,12021245,29247970,3012,2303,39,18291,24899,41269215,43190,0.0697383653623524,88844,5258234.0,0.49134213878685756
2021-11-08,1831184,1708424,31216,12071098,29303586,9288,6540,48,49853,55616,41374684,105469,0.08806379125619851,91544,5284344.0,0.49378192051656467
2021-11-09,1845767,1713910,31279,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,100578,5311295.0,0.49630028732611414
2021-11-10,1859337,1720085,31354,12204540,29384766,13570,6175,75,64151,41846,41589306,105997,0.12802249120258122,107898,5338362.0,0.4988294934570212
2021-11-11,1869790,1723087,31425,12268756,29434149,10453,3002,71,64216,49383,41702905,113599,0.09201665507618906,115278,5366893.0,0.5014954992988547
2021-11-12,1884050,1730359,31493,12341884,29500808,14260,7272,68,73128,66659,41842692,139787,0.10201234735705036,122198,5400100.0,0.5045984419223087
2021-11-13,1893232,1734020,31567,12387903,29535397,9182,3661,74,46019,34589,41923300,80608,0.11390928940055578,127645,5406038.0,0.5051533030449056
2021-11-14,1898930,1737706,31629,12416275,29559633,5698,3686,62,28372,24236,41975908,52608,0.10831052311435523,129595,5409990.0,0.5055225875104667
2021-11-15,1910492,1747865,31722,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,130905,5436082.0,0.5079606872765149
2021-11-16,1933029,1756637,31792,12578788,29671332,22537,8772,70,95641,51522,42250120,147163,0.15314311341845438,144600,5461520.0,0.5103376756962885
2021-11-17,1947224,1765212,31874,12640681,29695281,14195,8575,82,61893,23949,42335962,85842,0.1653619440367186,150138,5453880.0,0.5096237755654972
2021-11-18,1960740,1773401,31994,12705044,29747519,13516,8189,120,64363,52238,42452563,116601,0.1159166730988585,155345,5465329.0,0.5106935978950038
2021-11-19,1983712,1782579,32107,12796709,29813877,22972,9178,113,91665,66358,42610586,158023,0.1453712434265898,169026,5481045.0,0.5121621390541029
2021-11-20,1998126,1786229,32203,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,179694,5479465.0,0.5120145000218188
2021-11-21,2006404,1789966,32316,12898652,29873218,8278,3737,113,36115,25987,42771870,62102,0.13329683424044314,184122,5476075.0,0.5116977301993865
2021-11-22,2020921,1805886,32427,12976812,29921127,14517,15920,111,78160,47909,42897939,126069,0.11515122670918307,182608,5479329.0,0.5120017918519513
2021-11-23,2046833,1819047,32542,13081588,29951131,25912,13161,115,104776,30004,43032719,134780,0.19225404362665083,195244,5485874.0,0.5126133725268243
2021-11-24,2064879,1831660,32635,13183063,29978872,18046,12613,93,101475,27741,43161935,129216,0.13965762753838534,200584,5493569.0,0.513332411991018
2021-11-25,2092816,1844205,32749,13284131,30014499,27937,12545,114,101068,35627,43298630,136695,0.20437470280551592,215862,5496331.0,0.5135904999702385
2021-11-26,2113195,1857315,32867,13384086,30043867,20379,13110,118,99955,29368,43427953,129323,0.15758217795751722,223013,5505573.0,0.5144540948666749
2021-11-27,2125723,1863070,32962,13458530,30051767,12528,5755,95,74444,7900,43510297,82344,0.1521422325852521,229691,5501048.0,0.5140312678913044
2021-11-28,2135029,1868890,33082,13508423,30062042,9306,5820,120,49893,10275,43570465,60168,0.1546669325887515,233057,5496563.0,0.5136121786129537
2021-11-29,2152644,1891152,33190,13595577,30110207,17615,22262,108,87154,48165,43705784,135319,0.1301738854115091,228302,5502627.0,0.514178813481163
2021-11-30,2174667,1910287,33310,13709676,30138074,22023,19135,120,114099,27867,43847750,141966,0.15512869278559654,231070,5517466.0,0.5155654056331018
2021-12-01,2195820,1918706,33450,13810312,30163498,21153,8419,140,100636,25424,43973810,126060,0.16780104712041885,243664,5541537.0,0.5178146582572222
2021-12-02,2214440,1939094,33575,13911565,30194247,18620,20388,125,101253,30749,44105812,132002,0.1410584688110786,241771,5569543.0,0.5204316068256701
2021-12-03,2232124,1959561,33694,14011478,30219324,17684,20467,119,99913,25077,44230802,124990,0.14148331866549324,238869,5606578.0,0.5238922470539239
2021-12-04,2243106,1968687,33803,14083351,30226696,10982,9126,109,71873,7372,44310047,79245,0.13858287589122342,240616,5617439.0,0.5249071252372386
2021-12-05,2249440,1977136,33913,14122629,30235396,6334,8449,110,39278,8700,44358025,47978,0.1320188419692359,238391,5622782.0,0.5254063881166651
2021-12-06,2265019,2004073,34036,14209891,30275552,15579,26937,123,87262,40156,44485443,127418,0.12226686967304462,226910,5647715.0,0.5277361881115632
2021-12-07,2284552,2028946,34146,14314115,30299206,19533,24873,110,104224,23654,44613321,127878,0.1527471496269882,221460,5684969.0,0.5312172922310006
2021-12-08,2300760,2049727,34259,14402912,30323373,16208,20781,113,88797,24167,44726285,112964,0.14347933855033462,216774,5710564.0,0.533608951111577
