date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-03,1793800,1690757,30976,11873756,29078149,9480,3521,45,42844,38104,40951905,80948,0.11711222019073973,72067
2021-11-04,1802282,1694370,31021,11917447,29120505,8482,3613,45,43691,42356,41037952,86047,0.09857403512034121,76891
2021-11-05,1811534,1698514,31078,11967844,29186327,9252,4144,57,50397,65822,41154171,116219,0.0796083256610365,81942
2021-11-06,1817278,1700578,31130,12002954,29223071,5744,2064,52,35110,36744,41226025,71854,0.07993987808611908,85570
2021-11-07,1820289,1702883,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86237
2021-11-08,1829575,1709422,31217,12071098,29303586,9286,6539,48,49853,55616,41374684,105469,0.08804482833818468,88936
2021-11-09,1844151,1714905,31280,12140389,29342920,14576,5483,63,69291,39334,41483309,108625,0.13418642117376295,97966
2021-11-10,1857708,1721083,31355,12204540,29384766,13557,6178,75,64151,41846,41589306,105997,0.12789984622206288,105270
2021-11-11,1868154,1724086,31426,12268756,29434149,10446,3003,71,64216,49383,41702905,113599,0.09195503481544733,112642
2021-11-12,1882408,1731357,31494,12341884,29500808,14254,7271,68,73128,66659,41842692,139787,0.10196942491075708,119557
2021-11-13,1891587,1735016,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,125003
2021-11-14,1897277,1738701,31630,12416275,29559633,5690,3685,62,28372,24236,41975908,52608,0.10815845498783455,126946
2021-11-15,1908837,1748855,31723,12483147,29619810,11560,10154,93,66872,60177,42102957,127049,0.09098851624176499,128259
2021-11-16,1931370,1757616,31792,12578788,29671332,22533,8761,69,95641,51522,42250120,147163,0.15311593267329424,141962
2021-11-17,1945545,1766190,31874,12640681,29695281,14175,8574,82,61893,23949,42335962,85842,0.16512895785279932,147481
2021-11-18,1959040,1774371,31994,12705044,29747519,13495,8181,120,64363,52238,42452563,116601,0.1157365717275152,152675
2021-11-19,1982008,1783546,32107,12796709,29813877,22968,9175,113,91665,66358,42610586,158023,0.14534593065566404,166355
2021-11-20,1996423,1787198,32203,12862537,29847231,14415,3652,96,65828,33354,42709768,99182,0.14533887197273698,177022
2021-11-21,2004694,1790934,32315,12898652,29873218,8271,3736,112,36115,25987,42771870,62102,0.13318411645357636,181445
2021-11-22,2019204,1806848,32426,12976812,29921127,14510,15914,111,78160,47909,42897939,126069,0.11509570156025668,179930
