date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-10-28,1753106,1677041,30784,11598896,28799970,4357,1555,26,42235,31920,40398866,74155,0.05875530982401726,45281
2021-10-29,1758859,1678844,30810,11643848,28886954,5753,1803,26,44952,86984,40530802,131936,0.043604474896919716,49205
2021-10-30,1763917,1679667,30833,11681898,28919114,5058,823,23,38050,32160,40601012,70210,0.07204101979774961,53417
2021-10-31,1766707,1680629,30865,11706567,28957174,2790,962,32,24669,38060,40663741,62729,0.044477036139584564,55213
2021-11-01,1774319,1684056,30896,11770799,29006359,7612,3427,31,64232,49185,40777158,113417,0.06711515910313269,59367
2021-11-02,1784258,1687262,30932,11830912,29040045,9939,3206,36,60113,33686,40870957,93799,0.10596061791703536,66064
2021-11-03,1793738,1690782,30977,11873756,29078149,9480,3520,45,42844,38104,40951905,80948,0.11711222019073973,71979
2021-11-04,1802217,1694395,31022,11917447,29120505,8479,3613,45,43691,42356,41037952,86047,0.09853917045335689,76800
2021-11-05,1811468,1698539,31079,11967844,29186327,9251,4144,57,50397,65822,41154171,116219,0.07959972121598018,81850
2021-11-06,1817210,1700602,31131,12002954,29223071,5742,2063,52,35110,36744,41226025,71854,0.07991204386672976,85477
2021-11-07,1820221,1702907,31170,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86144
2021-11-08,1829506,1709446,31218,12071098,29303586,9285,6539,48,49853,55616,41374684,105469,0.08803534687917777,88842
2021-11-09,1844081,1714928,31281,12140389,29342920,14575,5482,63,69291,39334,41483309,108625,0.1341772151898734,97872
2021-11-10,1857637,1721106,31356,12204540,29384766,13556,6178,75,64151,41846,41589306,105997,0.12789041199279225,105175
2021-11-11,1868078,1724109,31427,12268756,29434149,10441,3003,71,64216,49383,41702905,113599,0.09191102034348894,112542
