date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-12-19,2410798,2216719,35488,15160349,31632348,3745,6401,70,29725,10105,46792697,39830,0.09402460456942004,158591,5820518.0,0.5438833195645919
2021-12-20,2419398,2239070,35568,15233741,31666402,8600,22351,80,73392,34054,46900143,107446,0.08004020624313608,144760,5821293.0,0.5439557374443516
2021-12-21,2431244,2255599,35650,15316303,31688755,11846,16529,82,82562,22353,47005058,104915,0.1129104513177334,139995,5819757.0,0.5438122098787893
2021-12-22,2438940,2270365,35734,15395059,31709370,7696,14766,84,78756,20615,47104429,99371,0.07744714252649164,132841,5804415.0,0.5423786161868258
2021-12-23,2446302,2282847,35794,15484429,31725794,7362,12482,60,89370,16424,47210223,105794,0.06958806737622171,127661,5747959.0,0.5371032306130095
2021-12-24,2448348,2295085,35874,15505196,31730385,2046,12238,80,20767,4591,47235581,25358,0.08068459657701711,117389,5662675.0,0.529134086796987
2021-12-25,2449438,2300467,35942,15518814,31735823,1090,5382,68,13618,5438,47254637,19056,0.05719983207388749,113029,5484100.0,0.5124476056639939
2021-12-26,2451453,2305395,36027,15539875,31745637,2015,4928,85,21061,9814,47285512,30875,0.06526315789473684,110031,5458596.0,0.5100644500441376
2021-12-27,2458317,2323637,36078,15595720,31770187,6864,18242,51,55845,24550,47365907,80395,0.08537844393308042,98602,5574566.0,0.5209009681289378
2021-12-28,2467395,2336618,36151,15655150,31787991,9078,12981,73,59430,17804,47443141,77234,0.11753890773493539,94626,5551874.0,0.5187805726095769
2021-12-29,2473556,2347152,36226,15699203,31805591,6161,10534,75,44053,17600,47504794,61653,0.09993025481322888,90178,5522327.0,0.5160196292634391
2021-12-30,2479312,2355925,36284,15738784,31822195,5756,8773,58,39581,16604,47560979,56185,0.10244727240366645,87103,5481915.0,0.5122434339642846
2021-12-31,2484310,2364565,36339,15774294,31830696,4998,8640,55,35510,8501,47604990,44011,0.11356251846129377,83406,5404028.0,0.5049654837696581
2022-01-01,2485403,2368930,36385,15783008,31834934,1093,4365,46,8714,4238,47617942,12952,0.08438851142680667,80088,5370524.0,0.5018347887458317
2022-01-02,2487334,2372853,36437,15802604,31846510,1931,3923,52,19596,11576,47649114,31172,0.06194661876042602,78044,5361491.0,0.500990723316324
2022-01-03,2496693,2385745,36497,15876052,31888449,9359,12892,60,73448,41939,47764501,115387,0.08110965706708728,74451,5399579.0,0.5045497584186253
2022-01-04,2506873,2394232,36557,15947594,31914307,10180,8487,60,71542,25858,47861901,97400,0.10451745379876796,76084,5451486.0,0.5094000743988591
2022-01-05,2514263,2401878,36597,16001183,31937170,7390,7646,40,53589,22863,47938353,76452,0.09666195782974939,75788,5458089.0,0.5100170747344109
2022-01-06,2520904,2406980,36655,16058449,31961130,6641,5102,58,57266,23960,48019579,81226,0.08175953512422131,77269,5479536.0,0.5120211344340291
2022-01-07,2527578,2407906,36701,16126777,31978371,6674,926,46,68328,17241,48105148,85569,0.07799553576645749,82971,5509132.0,0.5147866564590161
2022-01-08,2531541,2409599,36744,16167148,31985999,3963,1693,43,40371,7628,48153147,47999,0.0825642200879185,85198,5510466.0,0.5149113086546281
2022-01-09,2534305,2412936,36767,16191008,31994419,2764,3337,23,23860,8420,48185427,32280,0.08562577447335812,84602,5504943.0,0.5143952261386123
2022-01-10,2541667,2423017,36810,16262666,32031951,7362,10081,43,71658,37532,48294617,109190,0.06742375675428153,81840,5507825.0,0.5146645272088926
2022-01-11,2554045,2429756,36848,16340731,32054524,12378,6739,38,78065,22573,48395255,100638,0.12299529004948428,87441,5517814.0,0.5155979235971746
2022-01-12,2565513,2435227,36889,16406105,32075144,11468,5471,41,65374,20620,48481249,85994,0.1333581412656697,93397,5525217.0,0.5162896778731233
2022-01-13,2577206,2440807,36922,16476182,32099229,11693,5580,33,70077,24085,48575411,94162,0.12417960536097364,99477,5536892.0,0.5173806181907921
2022-01-14,2590435,2444055,36955,16557874,32118411,13229,3248,33,81692,19182,48676285,100874,0.1311438031603783,109425,5547586.0,0.518379891489049
2022-01-15,2599728,2445098,36980,16619189,32124363,9293,1043,25,61315,5952,48743552,67267,0.13815095068904515,117650,5538044.0,0.5174882638649637
2022-01-16,2606974,2449534,37009,16653583,32132209,7246,4436,29,34394,7846,48785792,42240,0.1715435606060606,120431,5523178.0,0.5160991487675365
2022-01-17,2627285,2461647,37037,16745759,32196454,20311,12113,28,92176,64245,48942213,156421,0.12984829402701684,128601,5503838.0,0.5142919722584389
2022-01-18,2655789,2469712,37062,16855469,32228327,28504,8065,25,109710,31873,49083796,141583,0.2013236052350918,149015,5488158.0,0.5128267950266577
2022-01-19,2681812,2476418,37089,16958106,32248621,26023,6706,27,102637,20294,49206727,122931,0.21168785741594878,168305,5474851.0,0.5115833566705791
2022-01-20,2708753,2483162,37108,17064241,32290195,26941,6744,19,106135,41574,49354436,147709,0.1823924066915354,188483,5465148.0,0.5106766848159889
2022-01-21,2735379,2501040,37129,17188042,32319448,26626,17878,21,123801,29253,49507490,153054,0.1739647444692723,197210,5464966.0,0.5106596782945486
2022-01-22,2753736,2513990,37151,17275010,32327337,18357,12950,22,86968,7889,49602347,94857,0.193522881811569,202595,5445903.0,0.5088783853373136
2022-01-23,2766638,2530053,37169,17327199,32335826,12902,16063,18,52189,8489,49663025,60678,0.21263060746893436,199416,5428119.0,0.5072166052422883
2022-01-24,2797034,2553998,37191,17447212,32396207,30396,23945,22,120013,60381,49843419,180394,0.1684978436089892,205845,5413193.0,0.5058218835993312
2022-01-25,2836674,2561318,37206,17594429,32426566,39640,7320,15,147217,30359,50020995,177576,0.22322836419335945,238150,5401109.0,0.5046927253296345
2022-01-26,2891376,2570264,37227,17739413,32447991,54702,8946,21,144984,21425,50187404,166409,0.32872020143141295,283885,5392333.0,0.5038726746034794
2022-01-27,2926194,2601718,37254,17877741,32488729,34818,31454,27,138328,40738,50366470,179066,0.1944422726815811,287222,5387018.0,0.5033760281119668
2022-01-28,2973470,2626315,37277,18034300,32518277,47276,24597,23,156559,29548,50552577,186107,0.2540259098260678,309878,5397242.0,0.5043313834702405
2022-01-29,2991757,2651131,37304,18138145,32524786,18287,24816,27,103845,6509,50662931,110354,0.1657121626764775,303322,5388187.0,0.5034852623073719
2022-01-30,3015699,2677074,37332,18200759,32533117,23942,25943,28,62614,8331,50733876,70945,0.33747269011205866,301293,5375911.0,0.50233816309198
2022-01-31,3045256,2703845,37366,18319487,32589748,29557,26771,34,118728,56631,50909235,175359,0.16855137175736631,304045,5365293.0,0.5013459914180608
