date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-23,2045426,1819922,32542,13081588,29951131,25910,13162,115,104776,30004,43032719,134780,0.19223920462976704,192962
2021-11-24,2063470,1832540,32635,13183063,29978872,18044,12618,93,101475,27741,43161935,129216,0.1396421495789995,198295
2021-11-25,2091407,1845086,32749,13284131,30014499,27937,12546,114,101068,35627,43298630,136695,0.20437470280551592,213572
2021-11-26,2111785,1858196,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220723
2021-11-27,2124313,1863952,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227400
2021-11-28,2133618,1869770,33081,13508423,30062042,9305,5818,120,49893,10275,43570465,60168,0.15465031245844968,230767
2021-11-29,2151228,1892033,33189,13595577,30110207,17610,22263,108,87154,48165,43705784,135319,0.13013693568530657,226006
2021-11-30,2173244,1911168,33309,13709676,30138074,22016,19135,120,114099,27867,43847750,141966,0.15507938520490822,228767
2021-12-01,2194395,1919587,33449,13810312,30163498,21151,8419,140,100636,25424,43973810,126060,0.16778518165952722,241359
2021-12-02,2213010,1939967,33573,13911565,30194247,18615,20380,124,101253,30749,44105812,132002,0.14102059059711217,239470
2021-12-03,2230692,1960432,33692,14011478,30219324,17682,20465,119,99913,25077,44230802,124990,0.14146731738539084,236568
2021-12-04,2241675,1969559,33801,14083351,30226696,10983,9127,109,71873,7372,44310047,79245,0.13859549498391066,238315
2021-12-05,2248008,1978005,33911,14122629,30235396,6333,8446,110,39278,8700,44358025,47978,0.13199799908291301,236092
2021-12-06,2263577,2004938,34034,14209891,30275552,15569,26933,123,87262,40156,44485443,127418,0.12218838782589587,224605
2021-12-07,2283103,2029812,34143,14314115,30299206,19526,24874,109,104224,23654,44613321,127878,0.15269240995323669,219148
2021-12-08,2299305,2050590,34255,14402912,30323373,16202,20778,112,88797,24167,44726285,112964,0.14342622428384263,214460
2021-12-09,2313568,2070061,34368,14490515,30352156,14263,19471,113,87603,28783,44842671,116386,0.12254910384410496,209139
2021-12-10,2325967,2089122,34488,14577733,30375266,12399,19061,120,87218,23110,44952999,110328,0.11238307591907766,202357
2021-12-11,2335051,2097409,34588,14640412,30382370,9084,8287,100,62679,7104,45022782,69783,0.13017497098147113,203054
2021-12-12,2339176,2105056,34711,14668794,30390678,4125,7647,123,28382,8308,45059472,36690,0.11242845461978741,199409
