date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2022-01-20,2709171,2482895,37116,17064247,32290195,26941,6746,19,106135,41574,49354442,147709,0.1823924066915354,189160,6756211.0,0.6313167430044562
2022-01-21,2735805,2500774,37137,17188048,32319448,26634,17879,21,123801,29253,49507496,153054,0.17401701360304206,197894,6758758.0,0.6315547408621951
2022-01-22,2754164,2513724,37159,17275016,32327337,18359,12950,22,86968,7889,49602353,94857,0.19354396618067196,203281,6759203.0,0.631596322741541
2022-01-23,2767067,2529787,37177,17327205,32335826,12903,16063,18,52189,8489,49663031,60678,0.2126470879066548,200103,6759837.0,0.6316555652393055
2022-01-24,2797464,2553733,37199,17447218,32396207,30397,23946,22,120013,60381,49843425,180394,0.16850338703061077,206532,6763297.0,0.6319788760315226
2022-01-25,2837104,2561053,37214,17594435,32426566,39640,7320,15,147217,30359,50021001,177576,0.22322836419335945,238837,6767313.0,0.6323541408123156
2022-01-26,2891807,2569999,37236,17739419,32447991,54703,8946,22,144984,21425,50187410,166409,0.3287262107217759,284572,6771888.0,0.632781639908961
2022-01-27,2926626,2601453,37263,17877747,32488729,34819,31454,27,138328,40738,50366476,179066,0.1944478572146583,287910,6776718.0,0.6332329668241078
2022-01-28,2973902,2626049,37286,18034306,32518277,47276,24596,23,156559,29548,50552583,186107,0.2540259098260678,310567,6782893.0,0.6338099738015471
2022-01-29,2992190,2650865,37313,18138151,32524786,18288,24816,27,103845,6509,50662937,110354,0.16572122442321982,304012,6784544.0,0.6339642472460415
2022-01-30,3016132,2676808,37342,18200765,32533117,23942,25943,29,62614,8331,50733882,70945,0.33747269011205866,301982,6785323.0,0.634037038895503
2022-01-31,3045689,2703578,37376,18319493,32589748,29557,26770,34,118728,56631,50909241,175359,0.16855137175736631,304735,6789259.0,0.6344048282822563
2022-02-01,3102933,2717741,37420,18475887,32618712,57244,14163,44,156394,28964,51094599,185358,0.3088294004035434,347772,6793294.0,0.6347818684691336
2022-02-02,3146274,2734804,37460,18611500,32638295,43341,17063,40,135613,19583,51249795,155196,0.27926621820150005,374010,6797819.0,0.6352046954445042
2022-02-03,3183967,2788499,37500,18745014,32674685,37693,53695,40,133514,36390,51419699,169904,0.22184880873905263,357968,6802317.0,0.6356249994743863
2022-02-04,3212702,2833304,37554,18865932,32701246,28735,44805,54,120918,26561,51567178,147479,0.1948412994392422,341844,6807451.0,0.6361047328868841
2022-02-05,3236711,2873271,37602,18938732,32707276,24009,39967,48,72800,6030,51646008,78830,0.3045667892934162,325838,6808062.0,0.6361618262088623
2022-02-06,3245782,2912798,37648,18978313,32714554,9071,39527,46,39581,7278,51692867,46859,0.19358074222668004,295336,6808381.0,0.6361916343425956
2022-02-07,3275413,2949601,37708,19080120,32763325,29631,36803,60,101807,48771,51843445,150578,0.19678173438350888,288104,6811601.0,0.6364925189526935
2022-02-08,3313219,2965836,37761,19193323,32786891,37806,16235,53,113203,23566,51980214,136769,0.27642228867652757,309622,6814794.0,0.636790880617303
2022-02-09,3342272,2983748,37806,19281448,32803318,29053,17912,45,88125,16427,52084766,104552,0.2778808631111791,320718,6818170.0,0.6371063422457784
2022-02-10,3364943,3040690,37863,19366216,32835439,22671,56942,57,84768,32121,52201655,116889,0.19395323768703643,286390,6821296.0,0.6373984432678798
2022-02-11,3387086,3086628,37921,19448132,32858110,22143,45938,58,81916,22671,52306242,104587,0.21171847361526766,262537,6825218.0,0.637764924460676
2022-02-12,3398040,3123060,37985,19493992,32862701,10954,36432,64,45860,4591,52356693,50451,0.21712156349725475,236995,6825636.0,0.6378039833945335
2022-02-13,3405236,3156884,38041,19521106,32869239,7196,33824,56,27114,6538,52390345,33652,0.21383573041721146,210311,6826073.0,0.6378448177344753
2022-02-14,3424720,3184784,38089,19597564,32913341,19484,27900,48,76458,44102,52510905,120560,0.16161247511612475,201847,6828187.0,0.6380423550219744
2022-02-15,3453006,3196469,38136,19681418,32934866,28286,11685,47,83854,21525,52616284,105379,0.2684216020269693,218401,6830402.0,0.6382493299944486
2022-02-16,3470001,3209174,38189,19741283,32949001,16995,12705,53,59865,14135,52690284,74000,0.22966216216216218,222638,6832506.0,0.6384459328576927
2022-02-17,3485529,3253924,38245,19799837,32978022,15528,44750,56,58554,29021,52777859,87575,0.1773108763916643,193360,6834853.0,0.6386652422303324
2022-02-18,3499304,3284002,38304,19855682,32998737,13775,30078,59,55845,20715,52854419,76560,0.17992424242424243,176998,6837906.0,0.6389505219553725
2022-02-19,3507527,3307891,38359,19889387,33003056,8223,23889,55,33705,4319,52892443,38024,0.21625815274563434,161277,6838187.0,0.6389767792769369
2022-02-20,3511799,3330150,38408,19908156,33008521,4272,22259,49,18769,5465,52916677,24234,0.17628125773706363,143241,6838336.0,0.6389907021983359
2022-02-21,3525258,3349277,38465,19954465,33029039,13459,19127,57,46309,20518,52983504,66827,0.2014006314812875,137516,6840033.0,0.639149273994403
2022-02-22,3539471,3357331,38524,19999033,33041921,14213,8054,59,44568,12882,53040954,57450,0.2473977371627502,143616,6841715.0,0.6393064441540877
2022-02-23,3550683,3366071,38565,20036793,33053324,11212,8740,41,37760,11403,53090117,49163,0.22805768565791348,146047,6843360.0,0.639460156944029
2022-02-24,3560720,3397626,38621,20074803,33066012,10037,31555,56,38010,12688,53140815,50698,0.1979762515286599,124473,6844994.0,0.6396128418672898
2022-02-25,3569840,3417212,38666,20111812,33076420,9120,19586,45,37009,10408,53188232,47417,0.19233608199590865,113962,6847083.0,0.6398080430941515
2022-02-26,3575432,3432779,38709,20133959,33080225,5592,15567,43,22147,3805,53214184,25952,0.2154747225647349,103944,6847243.0,0.639822993882231
2022-02-27,3578758,3447488,38757,20148403,33084643,3326,14709,48,14444,4418,53233046,18862,0.1763333686777648,92513,6847319.0,0.6398300955065687
2022-02-28,3588924,3460856,38812,20187451,33103445,10166,13368,55,39048,18802,53290896,57850,0.17573033707865168,89256,6848291.0,0.639920921544151
2022-03-01,3600554,3466503,38851,20221818,33115003,11630,5647,39,34367,11558,53336821,45925,0.25323897659227,95200,6849077.0,0.6399943672905911
2022-03-02,3609524,3472253,38897,20249263,33125203,8970,5750,46,27445,10200,53374466,37645,0.23827865586399255,98374,6849986.0,0.6400793064553671
2022-03-03,3617604,3489347,38942,20277296,33136244,8080,17094,45,28033,11041,53413540,39074,0.2067871218713211,89315,6850930.0,0.6401675161050356
2022-03-04,3625862,3501571,38974,20306996,33146597,8258,12224,32,29700,10353,53453593,40053,0.2061768157191721,85317,6852155.0,0.6402819830762686
2022-03-05,3630426,3512183,39006,20324553,33150003,4564,10612,32,17557,3406,53474556,20963,0.21771692982874588,79237,6852246.0,0.6402904863369887
2022-03-06,3633000,3521702,39043,20334769,33154314,2574,9519,37,10216,4311,53489083,14527,0.17718730639498864,72255,6852264.0,0.6402921683006476
2022-03-07,3643476,3530552,39080,20365041,33171026,10476,8850,37,30272,16712,53536067,46984,0.2229695215392474,73844,6852822.0,0.6403443091740746
2022-03-08,3653969,3534638,39122,20394144,33181470,10493,4086,42,29103,10444,53575614,39547,0.2653298606721117,80209,6853366.0,0.6403951418535445
2022-03-09,3663060,3539070,39153,20420953,33190922,9091,4432,31,26809,9452,53611875,36261,0.2507101293400623,84837,6853954.0,0.6404500859997363
2022-03-10,3671303,3552904,39178,20447024,33201381,8243,13834,25,26071,10459,53648405,36530,0.2256501505611826,79221,6854626.0,0.6405128793096698
2022-03-11,3679660,3562341,39196,20474002,33211005,8357,9437,18,26978,9624,53685007,36602,0.2283208567837823,78123,6855536.0,0.6405979119168713
2022-03-12,3684087,3571074,39222,20490066,33214305,4427,8733,26,16064,3300,53704371,19364,0.2286201198099566,73791,6855642.0,0.6406078168139739
2022-03-13,3686841,3579103,39248,20499175,33218198,2754,8029,26,9109,3893,53717373,13002,0.21181356714351637,68490,6855660.0,0.640609498777633
2022-03-14,3697662,3587039,39284,20529908,33228984,10821,7936,36,30733,10786,53758892,41519,0.26062766444278523,71339,6856040.0,0.6406450068993215
2022-03-15,3708378,3590506,39310,20559136,33235920,10716,3467,26,29228,6936,53795056,36164,0.29631677911735427,78562,6856477.0,0.6406858412392633
2022-03-16,3716933,3594224,39339,20584842,33242517,8555,3718,29,25706,6597,53827359,32303,0.2648360833359131,83370,6857020.0,0.6407365804763078
2022-03-17,3725090,3606837,39369,20609819,33249429,8157,12613,30,24977,6912,53859248,31889,0.2557935338204396,78884,6857459.0,0.6407776017011007
2022-03-18,3733806,3616292,39390,20636114,33255803,8716,9455,21,26295,6374,53891917,32669,0.2667972695827849,78124,6858252.0,0.6408517015445192
2022-03-19,3738594,3624882,39411,20650111,33258098,4788,8590,21,13997,2295,53908209,16292,0.29388657009575253,74301,6858297.0,0.6408559064536665
2022-03-20,3740871,3632980,39434,20659096,33261190,2277,8098,23,8985,3092,53920286,12077,0.18854020038088928,68457,6858309.0,0.6408570277627725
2022-03-21,3751292,3640903,39472,20688399,33270270,10421,7923,38,29303,9080,53958669,38383,0.2715004038246098,70917,6858636.0,0.6408875834359098
2022-03-22,3761786,3644435,39491,20716707,33277001,10494,3532,19,28308,6731,53993708,35039,0.2994948485972773,77860,6859037.0,0.6409250538485337
