date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-07,1820317,1702861,31169,12021245,29247970,3011,2305,39,18291,24899,41269215,43190,0.06971521185459598,86287
2021-11-08,1829603,1709400,31217,12071098,29303586,9286,6539,48,49853,55616,41374684,105469,0.08804482833818468,88986
2021-11-09,1844180,1714883,31280,12140389,29342920,14577,5483,63,69291,39334,41483309,108625,0.1341956271576525,98017
2021-11-10,1857737,1721061,31355,12204540,29384766,13557,6178,75,64151,41846,41589306,105997,0.12789984622206288,105321
2021-11-11,1868183,1724064,31426,12268756,29434149,10446,3003,71,64216,49383,41702905,113599,0.09195503481544733,112693
2021-11-12,1882437,1731335,31494,12341884,29500808,14254,7271,68,73128,66659,41842692,139787,0.10196942491075708,119608
2021-11-13,1891616,1734994,31568,12387903,29535397,9179,3659,74,46019,34589,41923300,80608,0.11387207225089321,125054
2021-11-14,1897306,1738679,31630,12416275,29559633,5690,3685,62,28372,24236,41975908,52608,0.10815845498783455,126997
2021-11-15,1908867,1748832,31723,12483147,29619810,11561,10153,93,66872,60177,42102957,127049,0.09099638722067864,128312
2021-11-16,1931400,1757593,31792,12578788,29671332,22533,8761,69,95641,51522,42250120,147163,0.15311593267329424,142015
2021-11-17,1945577,1766167,31874,12640681,29695281,14177,8574,82,61893,23949,42335962,85842,0.16515225647119125,147536
2021-11-18,1959074,1774348,31994,12705044,29747519,13497,8181,120,64363,52238,42452563,116601,0.11575372423907171,152732
2021-11-19,1982042,1783524,32107,12796709,29813877,22968,9176,113,91665,66358,42610586,158023,0.14534593065566404,166411
2021-11-20,1996457,1787176,32203,12862537,29847231,14415,3652,96,65828,33354,42709768,99182,0.14533887197273698,177078
2021-11-21,2004728,1790914,32315,12898652,29873218,8271,3738,112,36115,25987,42771870,62102,0.13318411645357636,181499
2021-11-22,2019238,1806835,32426,12976812,29921127,14510,15921,111,78160,47909,42897939,126069,0.11509570156025668,179977
2021-11-23,2045148,1819991,32542,13081588,29951131,25910,13156,116,104776,30004,43032719,134780,0.19223920462976704,192615
2021-11-24,2063192,1832599,32635,13183063,29978872,18044,12608,93,101475,27741,43161935,129216,0.1396421495789995,197958
2021-11-25,2091127,1845129,32749,13284131,30014499,27935,12530,114,101068,35627,43298630,136695,0.20436007169245402,213249
2021-11-26,2111501,1858231,32866,13384086,30043867,20374,13102,117,99955,29368,43427953,129323,0.15754351507465802,220404
2021-11-27,2124028,1863976,32961,13458530,30051767,12527,5745,95,74444,7900,43510297,82344,0.15213008840959877,227091
2021-11-28,2133331,1869787,33081,13508423,30062041,9303,5811,120,49893,10274,43570464,60167,0.15461964199644324,230463
2021-11-29,2150940,1892022,33189,13595575,30110179,17609,22235,108,87152,48138,43705754,135290,0.1301574395742479,225729
2021-11-30,2172954,1911141,33309,13709674,30138030,22014,19119,120,114099,27851,43847704,141950,0.15508277562522016,228504
2021-12-01,2194099,1919540,33448,13810306,30163271,21145,8399,139,100632,25241,43973577,125873,0.16798678032620182,241111
2021-12-02,2212712,1939891,33572,13911558,30193882,18613,20351,124,101252,30611,44105440,131863,0.14115407657948023,239249
2021-12-03,2230386,1960341,33691,14011467,30218885,17674,20450,119,99909,25003,44230352,124912,0.14149161009350583,236354
2021-12-04,2241366,1969468,33800,14083338,30226235,10980,9127,109,71871,7350,44309573,79221,0.13859961373878138,238098
2021-12-05,2247696,1977983,33910,14122616,30234885,6330,8515,110,39278,8650,44357501,47928,0.13207310966449676,235803
2021-12-06,2263248,2005151,34033,14209873,30274611,15552,27168,123,87257,39726,44484484,126983,0.12247308694864667,224064
2021-12-07,2282750,2030191,34141,14314064,30298064,19502,25040,108,104191,23453,44612128,127644,0.15278430635204163,218418
2021-12-08,2298940,2051133,34253,14402841,30321860,16190,20942,112,88777,23796,44724701,112573,0.1438177893455802,213554
2021-12-09,2313181,2070714,34365,14490434,30349966,14241,19581,112,87593,28106,44840400,115699,0.12308662996222958,208102
2021-12-10,2325578,2089934,34484,14577647,30372685,12397,19220,119,87213,22719,44950332,109932,0.1127697121857148,201160
2021-12-11,2334659,2098236,34584,14640315,30379709,9081,8302,100,62668,7024,45020024,69692,0.13030189978763704,201839
2021-12-12,2338773,2105859,34706,14668695,30387949,4114,7623,122,28380,8240,45056644,36620,0.11234298197706172,198208
2021-12-13,2350661,2132955,34819,14751636,30423694,11888,27096,113,82941,35745,45175330,118686,0.10016345651551152,182887
2021-12-14,2367355,2153616,34928,14848399,30446203,16694,20661,109,96763,22509,45294602,119272,0.13996579247434435,178811
2021-12-15,2378969,2172366,35051,14923862,30469208,11614,18750,123,75463,23005,45393070,98468,0.11794694723158793,171552
2021-12-16,2388462,2189473,35147,15002341,30498311,9493,17107,96,78479,29103,45500652,107582,0.08823966834600584,163842
2021-12-17,2397422,2205950,35230,15079257,30521998,8960,16477,83,76916,23687,45601255,100603,0.08906295040903353,156242
2021-12-18,2403406,2213017,35329,15129028,30532012,5984,7067,99,49771,10014,45661040,59785,0.10009199632014719,155060
2021-12-19,2407147,2219313,35397,15158751,30541941,3741,6296,68,29723,9929,45700692,39652,0.09434580853424795,152437
