date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-10-29,1760058,1678070,30809,11643848,28886954,5759,1803,26,44952,86984,40530802,131936,0.043649951491632304,51179,5101982.0,0.4767415729182172
2021-10-30,1765117,1678892,30833,11681898,28919114,5059,822,24,38050,32160,40601012,70210,0.07205526278307933,55392,5103714.0,0.47690341519917673
2021-10-31,1767909,1679855,30864,11706567,28957174,2792,963,31,24669,38060,40663741,62729,0.04450891931961294,57190,5105874.0,0.4771052508382486
2021-11-01,1775526,1683282,30895,11770799,29006359,7617,3427,31,64232,49185,40777158,113417,0.06715924420501336,61349,5130229.0,0.4793810411112098
2021-11-02,1785466,1686488,30931,11830912,29040045,9940,3206,36,60113,33686,40870957,93799,0.10597127901150333,68047,5154645.0,0.48166253137212633
2021-11-03,1794949,1690007,30976,11873756,29078149,9483,3519,45,42844,38104,40951905,80948,0.11714928101991402,73966,5182826.0,0.4842958323650362
2021-11-04,1803443,1693619,31021,11917447,29120505,8494,3612,45,43691,42356,41037952,86047,0.0987134937882785,78803,5212795.0,0.4870962084147334
2021-11-05,1812699,1697762,31078,11967844,29186327,9256,4143,57,50397,65822,41154171,116219,0.07964274344126175,83859,5246313.0,0.49022821163251673
2021-11-06,1818443,1699825,31130,12002954,29223071,5744,2063,52,35110,36744,41226025,71854,0.07993987808611908,87488,5253136.0,0.49086576930167763
2021-11-07,1821455,1702128,31169,12021245,29247970,3012,2303,39,18291,24899,41269215,43190,0.0697383653623524,88158,5257535.0,0.4912768225314357
2021-11-08,1830742,1708667,31217,12071098,29303586,9287,6539,48,49853,55616,41374684,105469,0.08805430979719159,90858,5283642.0,0.49371632393386633
2021-11-09,1845325,1714153,31280,12140389,29342920,14583,5486,63,69291,39334,41483309,108625,0.13425086306098966,99892,5310596.0,0.49623497107069225
2021-11-10,1858894,1720328,31355,12204540,29384766,13569,6175,75,64151,41846,41589306,105997,0.12801305697331056,107211,5337662.0,0.4987640837591738
2021-11-11,1869347,1723330,31426,12268756,29434149,10453,3002,71,64216,49383,41702905,113599,0.09201665507618906,114591,5366192.0,0.5014299961585819
2021-11-12,1883607,1730603,31494,12341884,29500808,14260,7273,68,73128,66659,41842692,139787,0.10201234735705036,121510,5399399.0,0.5045329387820359
2021-11-13,1892788,1734262,31568,12387903,29535397,9181,3659,74,46019,34589,41923300,80608,0.11389688368400158,126958,5405336.0,0.5050877064622071
2021-11-14,1898486,1737948,31630,12416275,29559633,5698,3686,62,28372,24236,41975908,52608,0.10831052311435523,128908,5409292.0,0.5054573646974704
2021-11-15,1910048,1748107,31723,12483147,29619810,11562,10159,93,66872,60177,42102957,127049,0.09100425819959228,130218,5435385.0,0.507895557905944
2021-11-16,1932585,1756877,31793,12578788,29671332,22537,8770,70,95641,51522,42250120,147163,0.15314311341845438,143915,5460826.0,0.5102728266529941
2021-11-17,1946777,1765453,31875,12640681,29695281,14192,8576,82,61893,23949,42335962,85842,0.16532699610913074,149449,5453191.0,0.5095593937343302
2021-11-18,1960292,1773642,31995,12705044,29747519,13515,8189,120,64363,52238,42452563,116601,0.11590809684308025,154655,5464636.0,0.5106288422941349
2021-11-19,1983264,1782820,32108,12796709,29813877,22972,9178,113,91665,66358,42610586,158023,0.1453712434265898,168336,5480354.0,0.512097570338085
2021-11-20,1997678,1786470,32204,12862537,29847231,14414,3650,96,65828,33354,42709768,99182,0.1453287894980944,179004,5478777.0,0.5119502116330774
2021-11-21,2005956,1790207,32317,12898652,29873218,8278,3737,113,36115,25987,42771870,62102,0.13329683424044314,183432,5475387.0,0.5116334418106451
