date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2021-12-15,2382540,2169680,35117,14924010,30474321,11618,18750,124,75484,23569,45398331,99053,0.11729074333942435,177743,5803205.0,0.5422655508519754
2021-12-16,2392041,2186807,35214,15002497,30504149,9501,17127,97,78487,29828,45506646,108315,0.08771638277246918,170020,5811591.0,0.5430491590321869
2021-12-17,2401003,2203240,35307,15079421,30528755,8962,16433,93,76924,24606,45608176,101530,0.08826947700187136,162456,5823919.0,0.5442011172537047
2021-12-18,2406988,2210355,35411,15129202,30538939,5985,7115,104,49781,10184,45668141,59965,0.0998082214625198,161222,5824605.0,0.5442652187575951
2021-12-19,2410733,2216756,35481,15158926,30549035,3745,6401,70,29724,10096,45707961,39820,0.09404821697639378,158496,5820410.0,0.5438732277826384
2021-12-20,2419333,2239107,35561,15232318,30582391,8600,22351,80,73392,33356,45814709,106748,0.08056357027766328,144665,5821184.0,0.5439455522199724
2021-12-21,2431179,2255633,35642,15314879,30604329,11846,16526,81,82561,21938,45919208,104499,0.1133599364587221,139904,5819647.0,0.5438019312119847
2021-12-22,2438875,2270399,35726,15393635,30624503,7696,14766,84,78756,20174,46018138,98930,0.07779237844940867,132750,5804302.0,0.5423680571927447
2021-12-23,2446236,2282881,35786,15483003,30640808,7361,12482,60,89368,16305,46123811,105673,0.06965828546553993,127569,5747847.0,0.5370927650613538
2021-12-24,2448282,2295119,35866,15503769,30645364,2046,12238,80,20766,4556,46149133,25322,0.08079930495221546,117297,5662566.0,0.529123901572608
2021-12-25,2449372,2300501,35934,15517386,30650787,1090,5382,68,13617,5423,46168173,19040,0.05724789915966386,112937,5483994.0,0.5124377007668913
2021-12-26,2451387,2305428,36019,15538447,30660597,2015,4927,85,21061,9810,46199044,30871,0.06527161413624437,109940,5458488.0,0.5100543582621839
2021-12-27,2458251,2323670,36070,15594291,30684999,6864,18242,51,55844,24402,46279290,80246,0.08553697380554794,98511,5574455.0,0.5208905960197078
2021-12-28,2467329,2336651,36143,15653719,30702628,9078,12981,73,59428,17629,46356347,77057,0.1178088947143024,94535,5551753.0,0.5187692660760919
2021-12-29,2473489,2347185,36218,15697769,30720173,6160,10534,75,44050,17545,46417942,61595,0.10000811754200828,90086,5522207.0,0.5160084161723796
2021-12-30,2479245,2355957,36276,15737349,30736726,5756,8772,58,39580,16553,46474075,56133,0.10254217661625069,87012,5481795.0,0.5122322208732251
2021-12-31,2484243,2364597,36331,15772857,30745136,4998,8640,55,35508,8410,46517993,43918,0.11380299649346509,83315,5403912.0,0.5049546444483005
2022-01-01,2485336,2368962,36377,15781562,30749345,1093,4365,46,8705,4209,46530907,12914,0.08463682824841258,79997,5370408.0,0.5018239494244741
2022-01-02,2487267,2372885,36428,15801157,30760895,1931,3923,51,19595,11550,46562052,31145,0.062000321078824853,77954,5361374.0,0.5009797905525409
2022-01-03,2496625,2385777,36488,15874605,30801658,9358,12892,60,73448,40763,46676263,114211,0.08193606570295331,74360,5399461.0,0.5045387322124167
2022-01-04,2506805,2394264,36548,15946144,30827160,10180,8487,60,71539,25502,46773304,97041,0.10490411269463423,75993,5451368.0,0.5093890481926506
2022-01-05,2514194,2401911,36587,15999727,30849882,7389,7647,39,53583,22722,46849609,76305,0.09683506978572833,75696,5457970.0,0.5100059550857768
2022-01-06,2520835,2407012,36645,16056992,30873407,6641,5101,58,57265,23525,46930399,80790,0.0822007674217106,77178,5479417.0,0.512010014785395
2022-01-07,2527509,2407938,36691,16125320,30890522,6674,926,46,68328,17115,47015842,85443,0.07811055323431995,82880,5509010.0,0.5147752564831055
2022-01-08,2531472,2409631,36734,16165691,30898121,3963,1693,43,40371,7599,47063812,47970,0.08261413383364603,85107,5510345.0,0.5149000021211431
