date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active
2021-11-16,1931518,1757587,31792,12578788,29671332,22534,8771,69,95641,51522,42250120,147163,0.15312272785958428,142139
2021-11-17,1945698,1766163,31874,12640681,29695281,14180,8576,82,61893,23949,42335962,85842,0.16518720439877915,147661
2021-11-18,1959198,1774348,31994,12705044,29747519,13500,8185,120,64363,52238,42452563,116601,0.11577945300640646,152856
2021-11-19,1982167,1783524,32107,12796709,29813877,22969,9176,113,91665,66358,42610586,158023,0.14535225884839548,166536
2021-11-20,1996582,1787175,32203,12862537,29847231,14415,3651,96,65828,33354,42709768,99182,0.14533887197273698,177204
2021-11-21,2004854,1790913,32316,12898652,29873218,8272,3738,113,36115,25987,42771870,62102,0.13320021899455733,181625
2021-11-22,2019367,1806833,32427,12976812,29921127,14513,15920,111,78160,47909,42897939,126069,0.1151194980526537,180107
2021-11-23,2045277,1819989,32542,13081588,29951131,25910,13156,115,104776,30004,43032719,134780,0.19223920462976704,192746
2021-11-24,2063321,1832604,32635,13183063,29978872,18044,12615,93,101475,27741,43161935,129216,0.1396421495789995,198082
2021-11-25,2091258,1845149,32749,13284131,30014499,27937,12545,114,101068,35627,43298630,136695,0.20437470280551592,213360
2021-11-26,2111636,1858259,32866,13384086,30043867,20378,13110,117,99955,29368,43427953,129323,0.1575744453809454,220511
2021-11-27,2124164,1864015,32961,13458530,30051767,12528,5756,95,74444,7900,43510297,82344,0.1521422325852521,227188
2021-11-28,2133468,1869832,33081,13508423,30062042,9304,5817,120,49893,10275,43570465,60168,0.15463369232814786,230555
2021-11-29,2151077,1892095,33189,13595577,30110207,17609,22263,108,87154,48165,43705784,135319,0.13012954574006608,225793
2021-11-30,2173091,1911231,33309,13709676,30138074,22014,19136,120,114099,27867,43847750,141966,0.15506529732471155,228551
2021-12-01,2194240,1919648,33448,13810312,30163498,21149,8417,139,100636,25424,43973810,126060,0.16776931619863558,241144
2021-12-02,2212856,1940021,33572,13911565,30194247,18616,20373,124,101253,30749,44105812,132002,0.14102816623990547,239263
2021-12-03,2230536,1960486,33691,14011478,30219324,17680,20465,119,99913,25077,44230802,124990,0.1414513161052884,236359
2021-12-04,2241518,1969614,33800,14083351,30226696,10982,9128,109,71873,7372,44310047,79245,0.13858287589122342,238104
2021-12-05,2247849,1978057,33910,14122629,30235396,6331,8443,110,39278,8700,44358025,47978,0.1319563133102672,235882
2021-12-06,2263415,2004979,34033,14209891,30275512,15566,26922,123,87262,40116,44485403,127378,0.12220320620515317,224403
2021-12-07,2282930,2029828,34141,14314108,30299109,19515,24849,108,104217,23597,44613217,127814,0.15268280470058054,218961
2021-12-08,2299129,2050593,34253,14402902,30323178,16199,20765,112,88794,24069,44726080,112863,0.14352799411676104,214283
2021-12-09,2313378,2070040,34366,14490503,30351587,14249,19447,113,87601,28409,44842090,116010,0.12282561848116541,208972
2021-12-10,2325777,2089084,34486,14577718,30374582,12399,19044,120,87215,22995,44952300,110210,0.11250340259504582,202207
2021-12-11,2334858,2097371,34586,14640392,30381661,9081,8287,100,62674,7079,45022053,69753,0.13018794890542343,202901
2021-12-12,2338981,2105016,34708,14668773,30389954,4123,7645,122,28381,8293,45058727,36674,0.11242296995146425,199257
2021-12-13,2350875,2132014,34821,14751723,30426364,11894,26998,113,82950,36410,45178087,119360,0.09964812332439678,184040
2021-12-14,2367575,2152872,34931,14848495,30449249,16700,20858,110,96772,22885,45297744,119657,0.13956559164946472,179772
2021-12-15,2379190,2171778,35054,14923963,30472560,11615,18906,123,75468,23311,45396523,98779,0.11758572166148676,172358
2021-12-16,2388683,2189054,35150,15002443,30502055,9493,17276,96,78480,29495,45504498,107975,0.08791849965269738,164479
2021-12-17,2397642,2205655,35236,15079362,30526208,8959,16601,86,76919,24153,45605570,101072,0.08863978154187115,156751
2021-12-18,2403625,2212795,35337,15129139,30536321,5983,7140,101,49777,10113,45665460,59890,0.09989981632993822,155493
2021-12-19,2407366,2219191,35405,15158863,30546365,3741,6396,68,29724,10044,45705228,39768,0.09407060953530477,152770
2021-12-20,2415945,2241595,35483,15232249,30578797,8579,22404,78,73386,32432,45811046,105818,0.08107316335595079,138867
2021-12-21,2427776,2258164,35563,15314782,30600136,11831,16569,80,82533,21339,45914918,103872,0.11389979975354282,134049
2021-12-22,2435465,2272961,35646,15393528,30619542,7689,14797,83,78746,19406,46013070,98152,0.07833768033254544,126858
2021-12-23,2442823,2285513,35703,15482889,30635316,7358,12552,57,89361,15774,46118205,105135,0.06998620820849384,121607
2021-12-24,2444868,2297693,35777,15503652,30639651,2045,12180,74,20763,4335,46143303,25098,0.08148059606343135,111398
2021-12-25,2445956,2303009,35844,15517269,30644979,1088,5316,67,13617,5328,46162248,18945,0.057429400897334386,107103
