date,positive_total,recovered_total,deceased_total,tested_pcr_total,tested_ag_total,positive_daily,recovered_daily,deceased_daily,tested_pcr_daily,tested_ag_daily,tested_total,tested_daily,positive_ratio,active,vaxs_active,vaxs_active_prcs
2022-01-08,2531875,2409392,36750,16167154,31985999,3963,1693,43,40371,7628,48153153,47999,0.0825642200879185,85733,5511017.0,0.5149627954310766
2022-01-09,2534639,2412728,36773,16191014,31994419,2764,3336,23,23860,8420,48185433,32280,0.08562577447335812,85138,5505499.0,0.5144471801271883
2022-01-10,2542001,2422809,36816,16262672,32031951,7362,10081,43,71658,37532,48294623,109190,0.06742375675428153,82376,5508389.0,0.5147172287368724
2022-01-11,2554379,2429548,36854,16340737,32054524,12378,6739,38,78065,22573,48395261,100638,0.12299529004948428,87977,5518376.0,0.5156504382403034
2022-01-12,2565848,2435019,36896,16406111,32075144,11469,5471,42,65374,20620,48481255,85994,0.13336976998395236,93933,5525774.0,0.5163417253041247
2022-01-13,2577541,2440599,36929,16476188,32099229,11693,5580,33,70077,24085,48575417,94162,0.12417960536097364,100013,5537445.0,0.5174322918520915
2022-01-14,2590771,2443847,36962,16557880,32118411,13230,3248,33,81692,19182,48676291,100874,0.13115371651763585,109962,5548146.0,0.5184322192473269
2022-01-15,2600064,2444890,36987,16619195,32124363,9293,1043,25,61315,5952,48743558,67267,0.13815095068904515,118187,5538602.0,0.5175404047383907
2022-01-16,2607310,2449326,37016,16653589,32132209,7246,4436,29,34394,7846,48785798,42240,0.1715435606060606,120968,5523737.0,0.5161513830833888
2022-01-17,2627621,2461439,37044,16745765,32196454,20311,12113,28,92176,64245,48942219,156421,0.12984829402701684,129138,5504401.0,0.5143445803439933
2022-01-18,2656126,2469503,37069,16855475,32228327,28505,8064,25,109710,31873,49083802,141583,0.20133066822994286,149554,5488726.0,0.5128798703243396
2022-01-19,2682150,2476209,37096,16958112,32248621,26024,6706,27,102637,20294,49206733,122931,0.21169599206058684,168845,5475416.0,0.5116361516409845
