datum_zobrazeni;datum;kraj_kod;incidence14_100;incidence_65_14_100;simple_r;pozit_perc_test;podil_zachycen_hosp
2020-10-01;2020-09-30;CZ010;478.147698700000;202.654817900000;0.936562500000;0.147693672383;
2020-10-01;2020-09-30;CZ020;346.968286900000;193.100752400000;1.045894736842;0.169614202799;
2020-10-01;2020-09-30;CZ031;212.239726800000;106.954305400000;0.900815217391;0.156589513462;
2020-10-01;2020-09-30;CZ032;270.215748700000;157.907928800000;0.960096735187;0.165520116739;
2020-10-01;2020-09-30;CZ041;205.997339300000;187.776263700000;0.750724637681;0.121482176360;
2020-10-01;2020-09-30;CZ042;209.631348400000;122.580125900000;0.938189845474;0.172729120097;
2020-10-01;2020-09-30;CZ051;262.119948600000;74.522278800000;0.912013536379;0.162643331321;
2020-10-01;2020-09-30;CZ052;187.982532300000;101.334092600000;1.120833333333;0.122495446265;
2020-10-01;2020-09-30;CZ053;234.759749100000;142.338690600000;0.995176848874;0.141972477064;
2020-10-01;2020-09-30;CZ063;276.964298600000;145.746037500000;1.150506512301;0.206815816857;
2020-10-01;2020-09-30;CZ064;244.884810100000;145.838571700000;0.960444993819;0.185242579568;
2020-10-01;2020-09-30;CZ071;253.000324300000;131.362889900000;1.238451935081;0.223675310033;
2020-10-01;2020-09-30;CZ072;302.289054200000;167.299878800000;1.320051413881;0.193810152859;
2020-10-01;2020-09-30;CZ080;174.921431100000;95.088216100000;1.123781676413;0.094967465612;
2020-10-02;2020-10-01;CZ010;469.312689100000;207.432534600000;0.971419498253;0.151405662245;
2020-10-02;2020-10-01;CZ020;351.083391500000;207.954656500000;1.075241698192;0.169471313104;
2020-10-02;2020-10-01;CZ031;218.760625500000;108.471387800000;0.962343096234;0.161479054528;
2020-10-02;2020-10-01;CZ032;270.385269300000;142.033586700000;0.973809523809;0.172501054407;
2020-10-02;2020-10-01;CZ041;213.124100600000;204.393632200000;0.777108433734;0.126099706744;
2020-10-02;2020-10-01;CZ042;206.464343700000;141.771963800000;0.917109458023;0.180392976588;
2020-10-02;2020-10-01;CZ051;259.415357500000;81.195915700000;1.014571948998;0.168176328502;
2020-10-02;2020-10-01;CZ052;185.444677400000;101.334092600000;1.197894736842;0.124753343565;
2020-10-02;2020-10-01;CZ053;238.968970300000;148.937173000000;1.049600000000;0.154789995280;
2020-10-02;2020-10-01;CZ063;282.652658900000;160.128870100000;1.153089887640;0.215034049240;
2020-10-02;2020-10-01;CZ064;257.636605700000;166.792389500000;1.040924092409;0.190504952887;
2020-10-02;2020-10-01;CZ071;270.088526300000;149.692595500000;1.231566820276;0.239042933810;
2020-10-02;2020-10-01;CZ072;305.893864000000;181.310213500000;1.372353673723;0.199204627621;
2020-10-02;2020-10-01;CZ080;183.167727100000;107.129955200000;1.229348882410;0.101216194591;
2020-10-03;2020-10-02;CZ010;472.635256800000;215.395395800000;0.961647280729;0.148668351477;
2020-10-03;2020-10-02;CZ020;359.674574600000;225.153913800000;1.058465286236;0.169627171579;
2020-10-03;2020-10-02;CZ031;228.231454600000;119.090964200000;1.019444444444;0.164352888490;
2020-10-03;2020-10-02;CZ032;282.421228000000;155.401453700000;0.994075829383;0.166699781442;
2020-10-03;2020-10-02;CZ041;209.730404800000;206.055369000000;0.910000000000;0.139427987742;
2020-10-03;2020-10-02;CZ042;222.786598600000;160.344710100000;0.931382441977;0.193257956448;
2020-10-03;2020-10-02;CZ051;268.205278400000;93.430916700000;1.083182640144;0.184591679506;
2020-10-03;2020-10-02;CZ052;199.584154300000;119.758473100000;1.118918918918;0.129563947423;
2020-10-03;2020-10-02;CZ053;252.170618800000;154.593015000000;1.092621664050;0.161785216178;
2020-10-03;2020-10-02;CZ063;302.267694200000;186.976824400000;1.153324287652;0.217892847987;
2020-10-03;2020-10-02;CZ064;279.700567700000;183.136367400000;1.137931034482;0.206374022850;
2020-10-03;2020-10-02;CZ071;301.100448500000;159.621186000000;1.276940903823;0.253917050691;
2020-10-03;2020-10-02;CZ072;345.203457100000;210.979157500000;1.556818181818;0.223207820419;
2020-10-03;2020-10-02;CZ080;207.240247900000;124.984947800000;1.315931593159;0.114370648517;
2020-10-04;2020-10-03;CZ010;467.953456800000;209.423249900000;0.979119820109;0.147331786542;
2020-10-04;2020-10-03;CZ020;363.212120600000;236.098895700000;1.074989866234;0.171185127807;
2020-10-04;2020-10-03;CZ031;250.123043100000;136.537411200000;1.288184438040;0.198138297872;
2020-10-04;2020-10-03;CZ032;292.592460700000;159.578912100000;1.085784313725;0.172172561212;
2020-10-04;2020-10-03;CZ041;209.391035200000;217.687527000000;0.950000000000;0.153721682847;
2020-10-04;2020-10-03;CZ042;237.647159100000;186.965646600000;1.117256637168;0.209456656988;
2020-10-04;2020-10-03;CZ051;277.671347100000;115.676373100000;1.213143872113;0.194089229894;
2020-10-04;2020-10-03;CZ052;190.520387100000;119.758473100000;1.101338432122;0.120502092050;
2020-10-04;2020-10-03;CZ053;249.492023500000;167.789979700000;1.081210191082;0.163103531107;
